target,species,genus,family,order,class,phylum,kingdom,domain,ref
GlcNOVac(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[FucOMe(a1-6)]GlcNAc,Sinorhizobium_sp,Sinorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(b2-3)ManOMe(b1-5)Kdo,Sinorhizobium_sp,Sinorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(b2-3)Man(b1-5)Kdo,Sinorhizobium_sp,Sinorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcOAcN(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAcOS,Sinorhizobium_sp,Sinorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcOAcN(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAcOS,Sinorhizobium_sp,Sinorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNOPam(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAcOS,Sinorhizobium_sp,Sinorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcN(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAcOS,Sinorhizobium_sp,Sinorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNOPam(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAcOS,Sinorhizobium_sp,Sinorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)Glc(a1-5)Kdo,Sinorhizobium_sp,Sinorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
RhaOMe(a1-3)[GlcNAc(b1-4)]ManNBut(a1-4)RhaOMe,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-2)[Glc(b1-3)]Rha(a1-3)Rha,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-2)Rha(b1-3)Rha(a1-3)Rha(a1-2)Rha(a1-2)Rha,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GalNAc(a1-4)ManNAcA(b1-6)GalNAc,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-6)Glc(b1-6)Glc(b1-3)Glc,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-3)[Glc(b1-4)]Rha(a1-2)Rha,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-3)[GalNAcOMe(b1-4)]ManNAc(b1-4)Rha,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Rha(a1-2)D-Rha(b1-3)D-Rha(a1-2)D-Rha(a1-2)D-Rha,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[Glc(b1-2)]Rha(a1-3)Rha(a1-2)Rha(a1-3)Rha,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[FucNAc(a1-2)]Rha(a1-3)GlcNAc(b1-3)Rha,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-2)Rha(a1-3)Rha(a1-2)Rha,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[D-Rha(a1-3)]Fuc(a1-4)Xyl(b1-4)Fuc,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[D-RhaOMe(a1-3)]Fuc(a1-4)Xyl(b1-4)Fuc,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)[Glc(b1-2)]Rha(a1-3)Rha(a1-2)Rha,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-2)Rha(a1-3)[Glc(b1-2)]Rha(a1-3)Rha,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
RhaOMe(a1-3)[GlcNAc(b1-4)]ManNAcOMe,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[Glc(b1-2)]Rha(a1-3)Rha(a1-3)RhaOMe,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[GlcNAc(b1-4)]ManOBut(a1-4)RhaOMe(a1-3)ManOBut,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Rha(a1-2)D-Rha(b1-3)D-Rha(a1-3)D-Rha(a1-2)D-Rha(a1-2)D-Rha,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Rha(a1-3)D-Rha(b1-3)D-Rha(a1-2)D-Rha(a1-2)D-Rha(a1-2)D-Rha,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[Fuc(a1-2)]Gal(a1-3)Gal(b1-3)GalNAc(b1-3)Gal,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GalNAc(b1-3)[Fuc(a1-2)]Gal(a1-3)Gal(b1-3)GalNAc,Azospirillum_brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[Galf(a1-2)Rha(a1-3)Man(b1-3)Rha(a1-3)]Rha(a1-3)Gal(b1-4)Rha,Niveispirillum_irakense,Niveispirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[Man(b1-3)Rha(a1-3)]Rha(a1-3)Gal(b1-4)Rha,Niveispirillum_irakense,Niveispirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[Rha(a1-3)Rha(a1-2)Rha(a1-3)Man(b1-4)]Gal(a1-3)Gal(b1-3)Gal,Azospirillum_lipoferum,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)RhaOAc(a1-2)[Glc(b1-3)]Rha(a1-3)Rha,Azospirillum_lipoferum,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Rha(a1-2)D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-2)D-Rha(a1-2)D-Rha,Azospirillum_lipoferum,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-2)D-Rha(a1-2)D-Rha(a1-2)D-Rha,Azospirillum_lipoferum,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[Glc(b1-3)]Rha(a1-3)Rha(a1-3)RhaOAc(a1-2)Rha,Azospirillum_lipoferum,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GalNAc(b1-3)[Fuc(a1-2)]Gal(a1-3)Gal(b1-3)GalNAc,Azospirillum_lipoferum,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[D-Rha(a1-3)]Fuc(a1-4)Xyl(b1-4)Fuc,Azospirillum_lipoferum,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)Rha(a1-3)Rha(a1-3)Rha,Azospirillum_lipoferum,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-2)[Glc(b1-3)]Rha(a1-3)Rha,Azospirillum_lipoferum,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)[Rha(a1-3)Rha(a1-2)Rha(a1-3)Man(b1-4)]Gal(a1-3)Gal,Azospirillum_lipoferum,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(a1-3)GlcNAc(a1-4)Glc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Man(a1-2)Man(a1-4)Gal(b1-2)Man,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Man(a1-2)Man(a1-3)Man(b1-2)Man,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-4)Gal(a1-2)Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)ManOAc(b1-4)Glc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Ribf(b1-4)GalNAc(a1-2)Ribf,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GalNAc(a1-4)GalNAc(b1-4)GalNAc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)Gal(b1-3)GalNAc(b1-3)Gal,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)GalNAc(a1-3)GalNAc(b1-4)Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GalfOAc(b1-3)Man(b1-3)GalfOAc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)Rha(a1-4)Glc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Galf(b1-3)Fuc(a1-3)Galf,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Fuc(a1-3)GlcNAc(b1-3)Fuc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Fuc(a1-4)GalNAc(b1-3)Fuc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Fuc(a1-2)Rha(a1-3)Fuc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Man(b1-4)ManOAc(a1-3)Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-2)Rha(b1-3)Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-2)LDManHep(a1-3)Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-6)GlcNAc(a1-4)GalNAc(b1-3)Gal,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-4)Gal(a1-3)Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-2)Rha(a1-3)Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Ribf(b1-6)Glc(a1-2)Ribf,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-3)Glc(a1-3)LDManHep(a1-3)Glc(b1-4)LDManHep(a1-5)Kdo(a2-4)Kdo(a1-5)LDManHep,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Rha(a1-3)D-Rha(a1-4)Gal(a1-3)D-Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)GalOPyr(a1-3)Glc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)[Gal(b1-2)D-Rha(a1-4)][Gal(a1-2)]GlcA(a1-3)[Gal(b1-6)]Man(a1-3)Glc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Rha(a1-3)D-Rha(a1-2)D-Rha(a1-3)D-Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Rha(a1-3)D-Rha(a1-3)D-Thre-ol,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[Gal(b1-2)D-Rha(a1-4)][Gal(a1-2)]GlcA(a1-3)[Gal(b1-6)]Man(a1-3)Glc(b1-3)GlcA,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(a1-3)Man(a1-3)Glc(b1-3)GlcA,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-6)Man(a1-3)Glc-ol,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Rha(a1-3)D-Rha(a1-4)Gal,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
LDManHep(a1-7)[Rha(a1-2)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[AraN(b1-8)Ko(a2-4)]Kdo,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-3)GalOAc(b1-4)Gal(a1-3)Gal(b1-5)Kdo,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-2)D-Rha(a1-4)[Gal(a1-2)]GlcA(a1-3)[Gal(b1-6)]Man(a1-3)Glc-ol,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-2)D-Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
AraN(b1-8)Ko(a2-4)KdoOMe,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GalOAc(b1-4)Gal(a1-3)Gal(b1-5)Kdo(b2-3)GalOAc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
[GalOAc(b1-2)D-Rha(a1-4)][GalOAc(a1-2)]GlcA(a1-3)[GalOAc(b1-6)]Man(a1-3)Glc(b1-3)GlcA,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)[Gal(a1-2)]GlcA(a1-6)Gal,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-6)GlcNAc(b1-6)GlcN(b1-6)GlcNAc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GalNAc(a1-2)Ribf(b1-4)GalNAc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)GlcA(a1-3)Man(a1-3)Glc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Rha(a1-4)Gal,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Man(b1-3)GalfOAc(b1-3)Man,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GalNAc(a1-3)GalNAc(b1-4)Rha(a1-3)GalNAc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(a1-3)L-GlcNAc(a1-4)Glc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)GlcA(b1-3)Man(a1-3)Glc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rib(b1-6)Glc(a1-2)Rib,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Man(b1-2)Man(a1-2)Man(a1-3)Man,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-3)GlcOPEtn(a1-3)LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[LDManHep(a1-5)Ko(a2-4)]Kdo,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-2)[LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[Ko(2-4)]Kdo,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GalN(b1-3)GalGro,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Man(a1-2)Man(a1-4)Gal,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(b2-3)GalOAc(b1-4)Glc(b1-3)Gal(b1-5)Kdo,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Fuc(a1-4)GalNAc(b1-3)D-Fuc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GalNAc(b1-4)GalNAc(a1-4)GalNAc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Man(a1-4)Gal,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Rha(a1-3)D-Rha(a1-2)LDManHep(a1-3)D-Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Fruf(b2-6)Fruf(b2-6)Fruf,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Fuc(a1-2)Rha(a1-3)D-Fuc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(b2-3)GalOAc(b1-4)Gal(a1-3)Gal(b1-5)Kdo,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-4)GalOAc(a1-2)Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GalNAc(b1-3)Gal(a1-6)GlcNAc(a1-4)GalNAc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(a1-3)Rha(a1-4)Glc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-2)Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc(b1-3)GlcOPEtn(a1-3)LDManHep(a1-3)[Glc(b1-4)]DDManHep(a1-5)[LDManHep(a1-5)Ko(a2-4)]Kdo(a2-6)GlcN(b1-6)GlcN,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Man(b1-4)ManOAc(a1-3)Man,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Man(b1-3)Galf(b1-3)Man,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Ko(a2-4)Kdo,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-3)D-Fuc(a1-3)GlcNAc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(a1-6)Glc(a1-6)Glc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcOPEtn(a1-3)LDManHep(a1-3)[Glc(b1-4)]DDManHep(a1-5)[LDManHep(a1-5)Ko(a2-4)]Kdo,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)ManNAc(b1-4)Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Rha(a1-3)D-Rha(a1-2)D-Rha(b1-3)D-Rha,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
KoOMe(a2-4)KdoOMe,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
D-Fuc(a1-3)GlcNAc(b1-3)D-Fuc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Man(b1-4)ManOAc(a1-3)Rha(a1-3)Man,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)Gal(b1-4)Gal(b1-3)Gal,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(a1-3)RhaOAc(a1-4)Glc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
AraNMeOMe(b1-8)KoOMe(a2-4)KdoOMe,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)[Gal(b1-2)D-Rha(a1-4)][Gal(a1-2)]GlcA(b1-3)[Gal(b1-6)]Man(a1-3)Glc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Galf(b1-3)D-Fuc(a1-3)Galf,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GalNAc(a1-3)GalNAc,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
AraN(b1-8)Ko(a2-4)Kdo,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GalNAc(a1-3)GalNAc(b1-3)[LDManHep(a1-7)LDManHep(a1-7)][Rha(a1-2)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[Ko(a2-4)]Kdo,Burkholderia_cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Bacteria,
