target,species,genus,family,order,class,phylum,kingdom,domain,ref
Glc(b1-3)Glc(b1-4)Gal,Allium_ampeloprasum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-2)[Xyl(b1-3)]Glc(b1-4)Gal,Allium_ampeloprasum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Rha(a1-4)Rha(a1-4)Glc,Allium_fistulosum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-2)[Xyl(b1-3)]Glc(b1-4)Gal,Allium_giganteum ,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-2)[XylOMe(b1-3)]Glc(b1-4)Gal,Allium_giganteum ,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-2)[Glc(b1-3)]Glc(b1-4)Gal,Allium_sativum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-2)[Xyl(b1-3)]Glc(b1-4)Gal,Allium_sativum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-3)Glc(b1-2)[Glc(b1-3)]Glc(b1-4)Gal,Allium_sativum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-3)Glc(b1-2)[Xyl(b1-3)]Glc(b1-4)Gal,Allium_sativum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-3)Glc(b1-2)Glc(b1-4)Gal,Allium_sativum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Allium_sativum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Allium_sativum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Allium_sativum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc,Allium_sativum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-2)[Xyl(b1-3)]Glc(b1-4)Gal,Allium_schubertii,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-2)[XylOBz(b1-3)]Glc(b1-4)Gal,Allium_schubertii,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-2)[XylOMe(b1-3)]Glc(b1-4)Gal,Allium_schubertii,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-2)Glc(b1-4)Gal,Allium_turcomanicum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-2)[Xyl(b1-3)]Glc(b1-4)Gal,Allium_turcomanicum,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-4)Rha(a1-4)Glc,Allium_vineale,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-4)Rha(a1-4)[Rha(a1-2)]Glc,Allium_vineale,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Rha(a1-2)[Glc(b1-4)]Glc,Allium_vineale,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-6)Glc(b1-4)Rha(a1-4)[Rha(a1-2)]Glc,Allium_vineale,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-3)[Glc(b1-6)]Glc(b1-4)[Rha(a1-2)]Glc,Allium_vineale,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-3)[Glc(b1-6)]Glc(b1-4)Rha(a1-4)[Rha(a1-2)]Glc,Allium_vineale,Allium,Amaryllidaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
GalNAc(b1-4)GlcAGlu(b1-3)GlcNAc(b1-6)GalNAc,Alloiococcus_otitis,Alloiococcus,Carnobacteriaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,Bacteria,
Col(a1-4)[Col(a1-2)Gal(b1-3)]GlcNAc(b1-4)GlcA(b1-3)GalNAc(b1-2)Col,Pseudoalteromonas_carrageenovora,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-3)Rha(a1-2)Rha,Marinomonas_communis,Marinomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
L-GalNAcA(a1-3)QuiNAc(b1-2)QuiNAlaAc(b1-4)GalNAcA(a1-2)Thre-ol,Pseudoalteromonas_haloplanktis,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-2)[GlcOLac(a1-3)]Rha(a1-3)Rha(b1-4)GlcNAc,Pseudoalteromonas_haloplanktis,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-4)GlcA(b1-3)QuiNBut(b1-2)[QuiNAc(a1-4)]IdoA(a1-4)GlcA,Pseudoalteromonas_haloplanktis,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
L-GalNAcA(a1-3)QuiNAc(b1-2)QuiNAlaAc(b1-4)GalNAcA(a1-4)GalOAc(a1-4)L-GalNAcA,Pseudoalteromonas_haloplanktis,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-6)Gal(b1-4)LDManHepOP(a1-5)KdoOP(a2-6)GlcOPN(b1-6)GlcOPN,Pseudoalteromonas_haloplanktis,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
LDManHepOP(a1-5)KdoOP(a2-6)GlcOPN(b1-6)GlcOPN,Pseudoalteromonas_haloplanktis,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-4)[Glc(b1-6)Gal(a1-4)[GlcA(a1-2)]GlcA(b1-4)[GlcA(a1-3)]GlcA(b1-3)]GalOSA(a1-4)Gal(a1-4)Glc,Alteromonas_infernus,Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-4)[Glc(b1-6)Gal(a1-4)[Glc(a1-2)]GlcA(b1-4)[Glc(a1-3)]GlcA(b1-3)]GalOSA(a1-4)Gal(a1-4)Glc,Alteromonas_infernus,Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-4)GlcA(b1-3)[Glc(b1-4)]GalOSA(a1-4)Gal,Alteromonas_infernus,Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-4)GlcA(b1-3)[Glc(b1-4)]GalA(a1-4)Gal,Alteromonas_infernus,Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-4)GlcA(b1-3)GalA(a1-4)Gal,Alteromonas_infernus,Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-4)GlcA(b1-3)GalOSA(a1-4)Gal,Alteromonas_infernus,Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)GlcA(b1-4)GlcA(b1-3)D-4dThrHexA4en(a1-4)Gal,Alteromonas_infernus,Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-6)Gal(a1-4)GlcA(b1-4)GlcA(b1-3)D-4dThrHexA4en,Alteromonas_infernus,Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-3)GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha,Althaea_officinalis,Althaea,Malvaceae,Malvales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcA(b1-3)GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha,Althaea_officinalis,Althaea,Malvaceae,Malvales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcA(b1-3)GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha-ol,Althaea_officinalis,Althaea,Malvaceae,Malvales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcA(b1-3)GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha-ol,Althaea_officinalis,Althaea,Malvaceae,Malvales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcA(b1-3)GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha-ol,Althaea_officinalis,Althaea,Malvaceae,Malvales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcA(b1-3)GalA(a1-2)Rha,Althaea_officinalis,Althaea,Malvaceae,Malvales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcA(b1-3)GalA(a1-2)Rha-ol,Althaea_officinalis,Althaea,Malvaceae,Malvales,Dicotyledons,Angiosperms,Plantae,Eukarya,
GlcA(b1-3)GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha,Althaea_officinalis,Althaea,Malvaceae,Malvales,Dicotyledons,Angiosperms,Plantae,Eukarya,
[Glc(b1-6)]Glc(b1-3)[Glc(b1-6)]Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc,Amanita_muscaria,Amanita,Amanitaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,
Fuc(a1-2)[Gal(a1-3)]Gal,Amanita_virosa,Amanita,Amanitaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,
Fuc(a1-2)[Gal(a1-3)][Fuc(a1-6)]Gal(a1-2)[Gal(a1-3)]Gal(b1-6)Man,Amanita_virosa,Amanita,Amanitaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,
Fuc(a1-2)[Gal(a1-3)]Gal(b1-6)Man,Amanita_virosa,Amanita,Amanitaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,
Fuc(a1-2)[Gal(a1-3)][Fuc(a1-6)]Gal(a1-2)Gal(a1-3)Gal(b1-6)Man,Amanita_virosa,Amanita,Amanitaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,
Glc(b1-4)Glc(b1-4)GlcA,Amaranthus_spinosus,Amaranthus,Amaranthaceae,Caryophyllales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Glc(b1-4)Glc(b1-4)Man(b1-4)Man(b1-4)Glc(b1-4)Man(b1-4)Man(b1-4)Man(b1-4)Man(b1-4)Man(b1-4)Glc(b1-4)Glc(b1-4)Man(b1-4)Glc,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-4)Man(b1-4)Man,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Man(b1-4)Man(b1-4)Man,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Man(b1-4)Man(b1-4)Man(b1-4)Man,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Man(b1-4)Man(b1-4)Man(b1-4)Man(b1-4)Man,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-4)Man(b1-4)Man(b1-4)Man,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-4)Man(b1-4)Man(b1-4)Man(b1-4)Man,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-4)Glc(b1-4)Man(b1-4)Man,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-4)Man(b1-4)Man(b1-4)Glc,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Man(b1-4)Glc(b1-4)Man(b1-4)Man,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-4)Glc(b1-4)Man,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Man(b1-4)Glc(b1-4)Man,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Man(b1-4)Glc(b1-4)Glc(b1-4)Man,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Man(b1-4)Man(b1-4)Glc(b1-4)Glc,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-4)Glc(b1-4)Man(b1-4)Man(b1-4)Man(b1-4)Glc(b1-4)[Man(b1-3)]Man(b1-4)Man(b1-4)Glc,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-4)Glc(b1-4)Man(b1-4)Man(b1-4)Man(b1-4)Glc(b1-4)[Glc(b1-3)]Man(b1-4)Man(b1-4)Glc,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Glc(b1-4)Glc(b1-4)Man(b1-4)Man(b1-4)Man(b1-4)Glc,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Man(b1-4)Man(b1-4)Glc,Amorphophallus_konjac,Amorphophallus,Araceae,Alismatales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
[Man(a1-2)Man(a1-2)]Man(a1-6)[Galf(b1-5)Galf(b1-5)Galf(b1-2)]Man(a1-6)Man(a1-6)Man,Amorphotheca_resinae,Amorphotheca,Amorphothecaceae,undetermined,undetermined,Ascomycota,Fungi,Eukarya,
D-Araf(a1-2)Man(a1-2)[Rha(a1-6)]Glc,Amycolatopsis_lurida,Amycolatopsis,Pseudonocardiaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,
Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Amylomyces_rouxii,Amylomyces,Mucoraceae,Mucorales,Zygomycetes,Zygomycota,Fungi,Eukarya,
Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)[Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Amylomyces_rouxii,Amylomyces,Mucoraceae,Mucorales,Zygomycetes,Zygomycota,Fungi,Eukarya,
Man(a1-2)Man(a1-3)Man(a1-6)[Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Amylomyces_rouxii,Amylomyces,Mucoraceae,Mucorales,Zygomycetes,Zygomycota,Fungi,Eukarya,
GlcA(a1-3)Man(b1-4)GlcA,Amylomyces_rouxii,Amylomyces,Mucoraceae,Mucorales,Zygomycetes,Zygomycota,Fungi,Eukarya,
Gal(b1-3)Gal(b1-3)Gal(b1-6)Gal,Anacardium_occidentale,Anacardium,Anacardiaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(b1-3)Gal(b1-3)[Gal(b1-6)]Gal,Anacardium_occidentale,Anacardium,Anacardiaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Gal(b1-3)Gal(b1-3)Gal,Anacardium_occidentale,Anacardium,Anacardiaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Glc(b1-4)[Ara(a1-3)]Xyl,Anagallis_arvensis,Anagallis,Primulaceae,Ericales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Ara(a1-4)[Ara(a1-3)]Xyl,Anagallis_arvensis,Anagallis,Primulaceae,Ericales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Glc(b1-4)[Glc(b1-3)]Xyl,Anagallis_arvensis,Anagallis,Primulaceae,Ericales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Ara(a1-4)[Glc(b1-3)]Xyl,Anagallis_arvensis,Anagallis,Primulaceae,Ericales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(b1-2)Glc(b1-4)[Glc(b1-2)]Ara,Anagallis_arvensis,Anagallis,Primulaceae,Ericales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(b1-2)[Glc(b1-4)]Glc(b1-4)[Glc(b1-2)]Ara,Anagallis_arvensis,Anagallis,Primulaceae,Ericales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(b1-2)Glc(b1-4)[Glc(b1-4)Glc(b1-2)]Ara,Anagallis_arvensis,Anagallis,Primulaceae,Ericales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Xyl(b1-2)Glc(b1-2)Glc(b1-4)[Glc(b1-2)]Ara,Anagallis_arvensis,Anagallis,Primulaceae,Ericales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Glc(b1-2)[Glc(b1-4)]Ara,Anagallis_arvensis,Anagallis,Primulaceae,Ericales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Glc(b1-2)[Glc(b1-3)]Glc,Anchusa_officinalis,Anchusa,Boraginaceae,Boraginales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Rha(a1-2)Ara(a1-2)Ara(a1-4)Glc,Androsace_septentrionalis,Androsace,Primulaceae,Ericales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Ara(a1-2)Ara(a1-4)Glc,Androsace_septentrionalis,Androsace,Primulaceae,Ericales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Glc(b1-2)[Xyl(b1-3)]Glc(b1-4)Gal,Anemarrhena_asphodeloides,Anemarrhena,Asparagaceae,Asparagales,Monocotyledons ,Angiosperms,Plantae,Eukarya,
Rha(a1-4)Glc(b1-6)Glc,Anemone_flaccida,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
RibOAc(b1-3)Rha(a1-2)Xyl,Anemone_hupehensis,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
RibOAc(b1-3)Rha(a1-2)Ara,Anemone_hupehensis,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Rib(b1-3)Rha(a1-2)Glc,Anemone_hupehensis,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Araf(a1-2)Rha(a1-4)GlcA,Anemone_narcissiflora,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Araf(a1-2)Rha(a1-4)Glc,Anemone_narcissiflora,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Rha(a1-2)Glc(b1-2)Ara,Anemone_raddeana,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Rha(a1-4)Glc(b1-2)Glc,Anemone_raddeana,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Rha(a1-4)Glc(b1-6)Glc,Anemone_raddeana,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Glc(a1-3)Rha(a1-4)Glc(b1-6)Glc,Anemone_raddeana,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Glc(b1-6)Glc(a1-3)Rha(a1-4)Glc(b1-6)Glc,Anemone_raddeana,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Rha(a1-4)Glc(b1-4)Glc,Anemone_rivularis,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Rha(a1-4)Glc(b1-4)GlcOMeA,Anemone_rivularis,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Araf(a1-2)Rha(a1-4)Glc(b1-4)GlcOMeA,Anemone_rivularis,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Rha(a1-4)Glc(b1-4)GlcA,Anemone_rivularis,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Araf(a1-2)Rha(a1-4)Glc(b1-4)GlcA,Anemone_rivularis,Anemone,Ranunculaceae,Ranunculales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Rha(a1-3)DDManHep(b1-4)D-Rha(a1-3)GalNAc,Aneurinibacillus_thermoaerophilus,Aneurinibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,Bacteria,
Rha(a1-3)DDManHep(a1-4)Rha,Aneurinibacillus_thermoaerophilus,Aneurinibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,Bacteria,
D-Rha(a1-3)D-Rha(a1-3)GalNAc,Aneurinibacillus_thermoaerophilus,Aneurinibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,Bacteria,
Rha(a1-3)DDManHep(b1-4)Rha,Aneurinibacillus_thermoaerophilus,Aneurinibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,Bacteria,
GlcNAc(a1-3)ManNAc(b1-4)GalNAc(b1-3)GlcNAc(a1-3)ManNAc(b1-4)GalNAc(b1-3)GlcNAc(a1-3)[GlcNAc(a1-3)ManNAc(b1-4)GalNAc(b1-3)GlcNAc(a1-3)ManNAc(b1-4)GalNAc(b1-3)GlcNAc(a1-4)]ManNAc(b1-3)GlcNAc(a1-3)ManNAc(b1-3)GlcNAc(a1-3)GlcNAcOP(a1-6)MurNAcOP,Aneurinibacillus_thermoaerophilus,Aneurinibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,Bacteria,
D-FucNAc(a1-2)D-RhaOMe(a1-3)[D-FucNAc(a1-2)]D-Rha(a1-2)D-Rha(a1-2)D-Rha(a1-3)D-Rha(a1-3)GalNAc,Aneurinibacillus_thermoaerophilus,Aneurinibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,Bacteria,
D-FucNAc(a1-2)D-Rha(a1-3)[D-FucNAc(a1-2)]D-Rha(a1-2)D-Rha(a1-2)D-Rha(a1-3)D-Rha,Aneurinibacillus_thermoaerophilus,Aneurinibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,Bacteria,
D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-3)GalNAc,Aneurinibacillus_thermoaerophilus,Aneurinibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,Bacteria,
D-FucNAc(a1-2)D-RhaOMe(a1-3)[D-FucNAc(a1-2)]D-Rha(a1-2)D-Rha(a1-2)D-Rha,Aneurinibacillus_thermoaerophilus,Aneurinibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,Bacteria,
Araf(a1-5)[Araf(a1-3)]Araf(a1-5)Araf,Angelica_acutiloba,Angelica,Apiaceae,Apiales,Dicotyledons,Angiosperms,Plantae,Eukarya,
[Araf(a1-5)Araf(a1-3)]Gal(b1-6)[Araf(a1-3)]Gal(b1-6)[Araf(a1-3)]Gal(b1-6)Gal(b1-6)Gal,Angelica_acutiloba,Angelica,Apiaceae,Apiales,Dicotyledons,Angiosperms,Plantae,Eukarya,
Man(a1-2)Man(a1-2)[Man(a1-3)Man(a1-2)Man(a1-6)Gal(a1-6)]Man(a1-6)Gal(a1-6)Man,Taiwanofungus_camphoratus,Taiwanofungus,undetermined,Polyporales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,
[Fuc(a1-2)]Gal(a1-6)Gal(a1-6)Gal(a1-6)Gal(a1-6)Gal(a1-6)Gal(a1-6)Gal(a1-6)[Man(a1-2)]Gal(a1-6)Gal,Taiwanofungus_camphoratus,Taiwanofungus,undetermined,Polyporales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,
Gal(a1-6)[Fuc(a1-4)]Gal(a1-6)Gal(a1-6)Man(a1-6)Gal(a1-6)[Fuc(a1-2)]Gal(a1-6)Gal(a1-6)Gal(a1-6)[Fuc(a1-4)]Gal(a1-6)Gal(a1-6)Man(a1-6)Gal(a1-6)[Fuc(a1-4)]Gal(a1-6)Gal(a1-6)Gal(a1-6)Gal,Taiwanofungus_camphoratus,Taiwanofungus,undetermined,Polyporales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,
[Man(a1-2)]Man(a1-6)Man,Aphanoascus_fulvescens,Aphanoascus,Onygenaceae,Onygenales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
[Man(a1-2)]Man(a1-6)Man,Aphanoascus_mephitalis,Aphanoascus,Onygenaceae,Onygenales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
[Man(a1-2)]Man(a1-6)Man,Aphanoascus_reticulisporus,Aphanoascus,Onygenaceae,Onygenales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
[Galf(a1-6)Man(a1-2)]Man(a1-6)Man,Keratinophyton_terreum,Keratinophyton,Onygenaceae,Onygenales,Eurotiomycetes,Ascomycota,Fungi,Eukarya,
