glycan,NG_Control_1,NG_Control_2,NG_Control_3,NG_Control_4,NG_SSSMuG_1,NG_SSSMuG_2,NG_SSSMuG_3,NG_SSSMuG_4,NG_SSSMuG_5,NG_SSSMuG_6
{Neu5Ac(a2-3/6/8)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.610177013,0.671883177,0.827325307,0.26329021,0.775949807,0.662393749,0.514333804,0.623953201,0.547697405,0.730364138
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.091462741,0.115316541,0.1250206,0.192600964,0.112033069,0.061926912
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.12712351,0.08475297,0.080577837,0.142450792,0.055302948,0.067320881
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.056015936,0.042001472,0.070131311,0.027467409,0.071576683,0.059506542
{Fuc(a1-2/3)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.085727349,0.088740251,0.177077225,0.116310849,0.190200278,0.156206367,0.191437091,0.134501698,0.189417553,0.271167957
{Fuc(a1-2/3)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.157783147,0.175489207,0.214295698,0.198928063,0.293388279,0.391044954,0.203909883,0.339228827,0.252451021,0.198937181
{Fuc(a1-2/3)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.142318605,0.162571323,0.221243147,0.19976258,0.108323152,0.270130002,0.208120013,0.275053821,0.220617137,0.22142934
{Fuc(a1-2/3)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.260768027,0.135408024,0.234228258,0.349036863,0.115041641,0.065573727,0.128420224,0.11637574,0.072984034,0.175079241
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.13133654,0.044114831,0.092219106,0.247747325,0.056201372,0.06578802,0.070986845,0.037239224,0.047612072,0.026537636
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,2.009045636,1.480093438,2.345260062,1.456441326,1.18710421,1.393227397,1.91394314,2.00332343,1.880657031,2.237096745
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.678983016,1.013007238,1.078508648,0.332033573,1.026987357,0.875535147,0.680555143,0.906981431,0.443018241,0.830411888
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.174816555,0.208575331,0.058060818,0.132583937,0.073475449,0.033911903,0.021838643,0.100452238,0.044083784,0.086338079
{Fuc(a1-2/3)}{Fuc(a1-2/3)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.135594892,0.454372551,0.164753775,0.389406637,0.3904141,0.342534325,0.252135009,0.340165503,0.164957396,0.521520726
{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{GlcNAc(b1-4/6)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.089985701,0.051212009,0.0739407,0,0.078696185,0.038398667,0.05245777,0,0.12117094,0.104162381
{Fuc(a1-2/3)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GalOS(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.194203262,0.188253916,0.309740405,0.156680624,0.276442282,0.248807827,0.230949274,0.13351439,0.23052806,0.278757548
{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.415749627,0.184067091,0.514607424,0.195277049,0.401768489,0.461587605,0.678078596,0.616206632,0.594199454,0.508727338
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)[GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.341564653,0.432468312,0.850814299,0.760245265,0.686541126,0.645531551,0.457733446,0.876577414,0.595904133,0.592748777
Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.350417543,0.210107096,0.230671827,0.154385701,0.257256788,0.357856291,0.238604056,0.296192334,0.228010686,0.364525111
{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.184678001,0.124379316,0,0,0.122230852,0.206243835,0.104285147,0.245687743,0.19003203,0.270130655
{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.116781887,0.055033179,0.076908044,0.028733188,0.041625875,0.055875986
{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0.263514635,0.194693969,0,0.403637113,0.206458128,0.318416415,0.349101904,0.169754282,0.384510458
{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.154182901,0.046729316,0.073913674,0.159159077,0.062974002,0.028767834
{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0.358024534,0.436944876,0,0.432779094,0.194524674,0.291264453,0.428845994,0.288269095,0.409976215
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0.136038702,0.092266626,0.173020586,0.063364907,0.045491135,0.132186815
{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0.460805964,0.635277985,0,0.546636797,0.379138287,0.455887293,0.390695409,0.39467276,0.617453846
{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0.253813457,0,0,0.215990146,0.173202498,0.255669717,0.143919095,0.221588408,0.217280133
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0.091505533,0.120258679,0.098566575,0.07452908,0.150170299,0.11863274
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0.324627113,0.193814828,0.125696022,0.132324558,0.117801226,0.079820367
{Fuc(a1-3/6)}Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.26031978,0.277862167,0.218265669,0.196737455,0.228542737,0.369776352,0.217620948,0.315179022,0.371282983,0.269490986
{Fuc(a1-3/6)}Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.237010906,0.165634853,0.206107634,0.157410827,0.330518272,0.096887324,0.157080628,0.132906816,0.074609425,0.191330301
{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}{Neu5Ac(a2-3/6/8)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.131560664,0.078120014,0.113061451,0.147813878,0.094187223,0.130437607,0.179707263,0.180449483,0.171677001,0.188806201
{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}{Neu5Ac(a2-3/6/8)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.154645414,0.092978134,0.157806327,0.107444103,0.144269207,0.202145477,0.192742906,0.24032084,0.288209629,0.234896973
{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.056386808,0.042577385,0.035594736,0.044808584,0.052428781,0.056273618
{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.042393522,0.042577385,0.102911789,0.135539637,0.103470032,0.058763142
{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.062891332,0.03321545,0.033748583,0.022935919,0.038593133,0.046522982
{Fuc(a1-2/3)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0.070979195,0.033925296,0.06751968,0.051491898,0.076333926,0.03651302
{Fuc(a1-2/3)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0.088923694,0.095400665,0.146634102,0.075086022,0.055124552,0.071193474
{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.031566913,0.041023759,0.027692299,0.015315928,0.035580212,0.046747731
{Fuc(a1-2/3)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0.068682641,0.094851538,0.051151955,0.064250952,0.052983792,0.099563676
{Fuc(a1-2/3/6)}{Fuc(a1-2/3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.077483719,0.040421059,0.046491543,0.034353248,0.071477574,0.03430011
Man(a1-3/6)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.245639672,0.179114385,0.284679967,0.10379309,0.322544524,0.282103636,0.3795421,0.38530319,0.249775072,0.294368938
Neu5Ac(a2-3/6)GalOS(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0.094415452,0.049622275,0.072540316,0,0,0
Neu5Ac(a2-3/6)GalOS(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0.120290906,0.059479763,0.083257011,0,0.103529498,0.113117752
Neu5Ac(a2-3/6)GalOS(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.561542151,0.379724538,0,0,0.340674459,0.224365006,0.303849815,0.199790589,0.301648841,0.168803566
Neu5Ac(a2-3/6)GalOS(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0.089779552,0.084619037,0.076727932,0.040682144,0.053518982,0
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,14.02477016,15.04642524,19.97308691,19.01854506,9.026938858,12.27570698,11.79444299,13.35746415,18.55338588,11.38200053
{Fuc(a1-2/3)}{Fuc(a1-2/3)}Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.062418475,0.089965663,0.110993758,0.056121289,0.093531065,0.085020837,0.100615354,0.052985517,0.093182494,0.093460885
Neu5Ac(a2-3/6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.779390473,0.648651409,0.854370731,0.895019809,0.76135742,0.731985474,0.601170551,0.72600032,0.435446296,0.728030209
GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.256845861,0.143832731,0.344229524,0.301052118,0.216689097,0.281045563,0.39627005,0.192347808,0.281826995,0.333976576
{Fuc(a1-3/6)}{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.06911057,0.042497025,0.062994353,0.091237365,0.070605413,0.107879378
{Neu5Gc(a2-3/6/8)}Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.167644593,0.302012994,0.19684437,0,0.166036541,0.173831985,0.1046904,0.05916252,0.127692327,0.059904174
{Neu5Gc(a2-3/6/8)}Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.265250503,0.495474911,0.335462506,0.548277869,0.333199962,0.161536911,0.179549665,0.311331053,0.282282898,0.473372638
{Neu5Gc(a2-3/6/8)}Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.093907867,0.073371542,0.10694108,0.141242054,0.099621925,0.072578436,0.061530938,0.096503006,0.056868874,0.074754877
{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.025889718,0.028286706,0,0.036555703,0.00977217,0.039400177
{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.303687733,0.067142365,0,0,0.045003891,0.115423688,0.068983094,0.075567018,0.117028174,0.05962756
{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0.09013616,0.116736234,0.068172587,0.097540945,0.054153281,0.144755454
{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.049468619,0.030001051,0.02526078,0.019872733,0.006382634,0.050585747
{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.179074907,0.154146615,0.184934458,0,0.07632831,0.125120456,0.056577844,0.07498476,0.083093175,0.104456283
{HexNAc(b1-4/6)}Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.407232923,0.128770376,0.4393434,0.098368727,0.186791108,0.240035198,0.264315118,0.253408997,0.230805566,0.319177738
{Fuc(a1-2/3)}{GlcNAc(b1-4/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.329798154,0.185496739,0.498562126,0.448553051,0.423307593,0.489365364,0.599121771,0.447579526,0.634834237,0.562459567
{Fuc(a1-2/3)}{GlcNAc(b1-4/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.103769314,0.13515273,0.144821215,0.153968443,0.145995189,0.144554173,0.152082506,0.23297932,0.148624195,0.174111093
GlcNAc(b1-2)Man(a1-6)[Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.413284265,0.382532773,0.22835601,0.441251025,0.251151665,0.173912345,0.438326322,0.185816387,0.16876319,0.68928699
Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.071383426,0.051671539,0.142918937,0.215931353,0.420697225,0.238307459,0.428667789,0.411201032,0.286485129,0.256109794
Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.637183929,0.478421261,0.295762801,0.289055931,0.494429431,0.224552512,0.396855416,0.183158251,0.397883899,0.287401729
{Fuc(a1-3/6)}{Fuc(a1-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.035803412,0.015482685,0.012450278,0.021872665,0.016531419,0.016769711
{Fuc(a1-3/6)}{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.040781656,0.068533652,0.091744813,0.05245389,0.079208093,0.139586234
{Fuc(a1-3/6)}{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.017259812,0.058488657,0.035099427,0.040226463,0.107771372,0.022958945
{Fuc(a1-3/6)}{Fuc(a1-3/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0.044975362,0.128508968,0.02598123,0.124805829,0.121864704,0.063828632
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-2/3)}{Fuc(a1-2/3)}{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.286654325,0.08659578,0.261687221,0.125699169,0.2140502,0.26734419,0.410386368,0.305407206,0.353106351,0.335532528
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-2/3)}{Fuc(a1-2/3)}{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0.116975785,0.183363012,0,0.08013688,0.166371902,0.098048751,0.150298623,0.164362741,0.132809196
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-2/3)}{Fuc(a1-2/3)}{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.090658072,0.053816009,0.023819823,0,0.066343295,0.04533641,0.037598488,0.088427335,0.08228048,0.042200891
{Gal(b1-4)GlcNAc(b1-3/4/6)}{Fuc(a1-2/3)}{Fuc(a1-2/3)}{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.116096122,0.130302141,0.174926824,0,0.234234196,0.172278359,0.121373322,0.261028987,0.240280408,0.222656813
{GlcNAc(b1-4/6)}{GlcNAc(b1-4/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0.028314651,0.104267047,0.02947091,0.039542942,0.053142367,0.096866692
