glycan,control_1,control_2,control_3,control_4,control_5,stage1_1,stage1_2,stage1_3,stage1_4,stage1_5,stage1_6,stage1_7,stage1_8,stage1_9,stage1_10,stage2_1,stage2_2,stage2_3,stage2_4,stage2_5,stage2_6,stage2_7,stage2_8,stage2_9,stage2_10,stage3_1,stage3_2,stage3_3,stage3_4,stage3_5,stage3_6,stage3_7,stage3_8,stage3_9,stage3_10,stage4_1,stage4_2,stage4_3,stage4_4,stage4_5,stage4_6,stage4_7,stage4_8,stage4_9,stage4_10,stage5_1,stage5_2,stage5_3,stage5_4,stage5_5,stage5_6,stage5_7,stage5_8,stage5_9,stage5_10
Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.207616524,0.263653004,0.149575364,0.217849978,0.21831334,0.222373096,0.251979272,0.257104869,0.282649218,0.457718756,0.419762511,0.501807179,0.238669441,0.470035114,0.433030309,0.267652024,0.307496929,0.295905006,0.370045068,0.407948675,0.429991183,0.391322403,0.370865303,0.423620905,0.644535172,0.313121259,0.200857547,0.201020784,0.273634042,0.325776813,0.403967487,0.487310392,0.598482553,0.215671879,0.549392552,0.196888256,0.342793323,0.339041644,0.460015942,0.629668037,0.481667468,0.329618049,0.369620738,0.253170428,0.420877612,0.173362249,0.274854757,0.167299562,0.22716669,0.163947274,0.229672763,0.242536025,0.317931614,0.211996782,0.353806099
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.041995961,0.066145373,0.0449482,0.076740564,0.030864499,0.042075406,0.037896448,0.022408821,0.039296926,0.054073049,0.05685025,0.045624681,0.02378618,0.049029874,0.069655783,0.023642337,0.012771394,0.043463086,0.062798075,0.068471977,0.055171418,0.03338758,0.030243995,0.066950025,0.049835558,0.045239177,0.035751878,0.040845585,0.051270938,0.048847886,0.03583182,0.064925608,0.071854091,0.032419604,0.067232064,0.021080106,0.035534055,0.031003031,0.025805206,0.044776554,0.052070365,0.032738925,0.055887345,0.055511809,0.051704183,0.013811094,0.036812073,0.029527768,0.058137214,0.042013226,0.045166582,0.040204274,0.049815436,0.04991871,0.053176468
GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.252767845,0.296373838,0.162672696,0.358618307,0.28534861,0.162434827,0.23467891,0.201993393,0.223642369,0.329422999,0.285541969,0.299926227,0.172847975,0.232479395,0.343701194,0.139205074,0.180130827,0.23861053,0.284744452,0.324072889,0.259395203,0.187433296,0.263490865,0.376354197,0.333164355,0.215797969,0.197846319,0.16396782,0.171028948,0.335411555,0.160870684,0.241272693,0.182058183,0.12899865,0.360243715,0.129451301,0.190400241,0.140967061,0.25880912,0.445193713,0.335210826,0.232721998,0.323062568,0.284342441,0.289053428,0.130425767,0.198896997,0.155225002,0.201080077,0.1935255,0.280805527,0.185528784,0.206725295,0.150162859,0.241595436
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.461590695,1.37384771,2.074714412,2.667931694,1.68947013,0.812847316,1.480109193,0.865115299,1.164096158,1.2974776,1.479216324,2.683600106,0.605835345,1.042572346,1.052278799,0.796566253,0.588912177,1.165104125,2.335488816,1.447717945,1.683242455,1.560312231,1.225256504,1.947704415,1.17649921,1.370770217,0.635071815,1.891558342,0.782459357,1.126013857,0.396200839,1.990080964,1.251570209,1.342976058,2.724240256,0.594008228,0.995714901,0.62528548,0.662967914,0.751072583,1.47411312,0.754489928,1.244113474,1.682670825,2.225169999,0.447446018,0.922075406,0.897850616,1.488923361,0.894846919,1.270530825,1.211412732,1.340479447,1.272632927,2.043795764
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.225965099,0.159772763,0.179289471,0.298021057,0.205520761,0.089998952,0.128244321,0.109096947,0.133041463,0.243927331,0.202911473,0.222216344,0.100861967,0.18178221,0.185239246,0.084529345,0.1044687,0.092730741,0.140248704,0.23791186,0.287066358,0.187563377,0.150264259,0.23788438,0.144901502,0.118344273,0.079135226,0.136230136,0.12744595,0.20583934,0.083624848,0.2464155,0.128491081,0.112084987,0.442811547,0.098608265,0.217381231,0.109177703,0.086528041,0.150987692,0.1993505,0.084546908,0.176199625,0.170331374,0.249006704,0.061993998,0.108990416,0.065107369,0.205396052,0.138675341,0.150716282,0.137770455,0.147748883,0.153124413,0.141737845
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.315086607,0.270299234,0.286647761,0.493502827,0.256934998,0.153382396,0.173669367,0.178589293,0.163637835,0.40150971,0.245452726,0.407448366,0.116506446,0.133161287,0.281456635,0.099178815,0.09447057,0.167284239,0.313165492,0.391706371,0.398348586,0.232686525,0.171570461,0.504604458,0.204325851,0.163435519,0.077387413,0.168368564,0.167899802,0.319230091,0.112207763,0.267128019,0.156696694,0.11946542,0.601672254,0.097519696,0.239773513,0.130817987,0.115125177,0.240606265,0.252984356,0.171666593,0.258514231,0.242326315,0.34585882,0.080282487,0.09991516,0.132524016,0.255435655,0.172275939,0.204239822,0.187378161,0.193158601,0.253595112,0.233904711
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.692894796,0.677889073,0.914359539,0.264586868,0.558819341,0.862613892,0.408554222,1.198800676,0.716235754,0.641557931,1.126018853,0.471522196,2.297630628,3.149567082,0.860723941,0.892219013,1.614510739,2.066696473,0.434795507,0.52450414,0.530383414,0.703713583,1.106800646,0.635663022,2.310873466,0.819045061,1.320894889,0.632431784,0.755071402,0.947914608,4.74431169,0.830520829,1.330562117,0.828456729,0.439709436,2.796812752,1.359513175,1.652518724,1.595676884,1.810669057,0.653729898,1.073328805,0.929237071,0.503763025,0.703184311,1.59104781,1.053922338,0.408584169,0.688821574,1.580829572,0.424275404,0.456691619,0.725718733,0.759045703,0.966301887
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.091069215,0.107668106,0.132850892,0.072389506,0.182870771,0.175298222,0.168062985,0.14892432,0.188638358,0.142356136,0.160080789,0.122723468,0.239888507,0.298953329,0.189318313,0.184940019,0.202187539,0.18258121,0.107531978,0.1367032,0.106947514,0.162357822,0.268850187,0.134299849,0.380265401,0.208962813,0.175540739,0.225341647,0.119946843,0.140565113,0.224228255,0.165082771,0.444920624,0.138790664,0.221910661,0.253619528,0.159827911,0.195192609,0.161597507,0.128961453,0.152861702,0.187427607,0.142211666,0.106046631,0.226572624,0.181783225,0.255305589,0.105304611,0.143912843,0.108711145,0.1311517,0.169450157,0.137782546,0.116634918,0.135062722
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.339305431,0.354272175,0.219494854,0.397301588,0.235200724,0.293090338,0.286215004,0.580048642,0.28349428,0.23479118,0.308175673,0.28335338,0.26350576,0.347361849,0.260384518,0.211020135,0.428144607,0.354836207,0.367177224,0.335640604,0.36510452,0.28342637,0.275729712,0.441770682,0.24363739,0.333234487,0.30011867,0.247179856,0.295251643,0.536897646,1.116408615,0.337222952,0.297916787,0.318337745,0.307336619,0.512591364,0.466174949,0.253522015,0.334402337,0.380369398,0.453932509,0.348274151,0.351718274,0.366242537,0.348882084,0.428756404,0.37080355,0.328533858,0.373455756,0.722789225,0.439444044,0.376345123,0.444153046,0.276949204,0.326231288
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.434127152,0.428365888,0.291156794,0.531469263,0.471423878,0.293312366,0.315094139,0.337284138,0.424581759,0.668390049,0.504263098,0.55449599,0.386983076,0.398907629,0.573326323,0.249568811,0.252322698,0.345161251,0.450122763,0.579030578,0.461163059,0.242444653,0.466594342,0.601458569,0.645186924,0.383886366,0.336026372,0.254022637,0.404239826,0.521342159,0.285432211,0.454451921,0.326154577,0.286144628,0.50087721,0.242710405,0.310865308,0.263824971,0.451659442,0.649847236,0.500008478,0.358773318,0.546018466,0.447431576,0.469163733,0.301204551,0.28308894,0.277767789,0.351441483,0.416562541,0.432101237,0.319182754,0.443567623,0.298970291,0.392119463
Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.30189969,1.125312751,1.607514285,2.562838329,1.118341984,0.748122786,1.109888185,0.684967623,0.776914289,1.051580781,1.439470526,1.656077512,0.563944259,0.736767249,0.981774027,0.680941502,0.696898795,0.792219512,1.528824171,1.299071042,1.557355637,1.445558181,0.972065618,1.382442212,0.986861679,0.959057257,0.516862042,1.115467755,0.671663655,0.88221149,0.378119031,1.717971906,1.059270067,0.904982371,2.023651037,0.499266513,0.81003812,0.568999341,0.575101925,0.594175785,1.233732467,0.507052337,0.971316272,1.271737093,1.532597358,0.389160592,0.657135548,0.745479138,1.115031135,1.348176628,0.912388374,0.936275359,1.139456988,0.885424402,1.220667079
Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.994788525,1.274154269,1.075452345,2.0004849,1.058571459,0.608733184,1.015950963,0.755442185,0.847832929,1.084730277,1.210004783,1.780690875,0.470017391,0.838464472,1.053156676,0.463391712,0.416909375,0.782550615,1.800600497,1.50284273,1.281452499,1.19220181,1.012608068,1.702999579,1.034110157,0.796756686,0.367520428,0.935431229,0.601557079,1.255763756,0.468112816,1.369667807,0.966217392,0.892713572,2.520665473,0.428610718,0.584112398,0.541125311,0.485588772,0.586197017,1.157152481,0.545683835,1.109682483,1.181710496,1.416485129,0.34651354,0.573223214,0.652823048,1.130934825,0.863810697,0.817900984,0.997275387,0.986137494,1.033711065,1.21746261
Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.120468635,0.146480304,0.102346333,0.200592968,0.136439612,0.097352519,0.094146225,0.091219892,0.077805436,0.164416228,0.104665974,0.155130652,0.069090853,0.091012246,0.195650258,0.058602844,0.055142185,0.094461066,0.152506456,0.152094476,0.123922076,0.109574992,0.083750334,0.142380804,0.15507026,0.098553597,0.105698422,0.090827842,0.096001358,0.13559712,0.067448724,0.166314465,0.209520586,0.07480962,0.2349465,0.072175957,0.071646727,0.059483826,0.081622955,0.09689939,0.050438861,0.099744744,0.118505422,0.139388276,0.190376487,0.054486967,0.10341456,0.073568414,0.152252431,0.11559899,0.076662412,0.087731025,0.145509132,0.084848344,0.116952867
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,1.041260652,1.014127125,0.926234615,1.616744564,1.205573817,0.544597685,0.633072521,0.472837146,0.607492132,1.960903849,0.779996008,0.988552008,0.521582977,0.583039481,1.306383433,0.430022986,0.557791424,0.618007714,1.023982342,1.185849949,0.981256131,0.953434731,0.601374082,1.401076563,1.026687705,0.61178467,0.582343342,0.571323992,0.770180093,1.001556684,0.547771086,0.749646786,0.858791511,0.487556905,1.769187683,0.365914684,1.376408195,0.512798806,0.612017192,0.867702474,0.986519475,0.613148699,1.003287096,0.812746296,1.079681751,0.439960593,0.516652368,0.486641897,0.749529297,0.663497381,0.722133981,0.591718427,0.75252812,0.603886112,0.838511158
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.067474348,1.053899198,0.571643496,0.276061461,0.90091387,1.168685229,0.373769984,1.353434004,0.757289385,0.736281071,1.796673151,0.886217696,4.953218802,6.022888621,0.999442838,1.321545867,2.536795663,3.648171014,0.475131779,0.542905347,0.635644523,1.147076645,1.726049297,0.692306592,3.973085691,1.013184276,1.254757269,0.608611514,1.029835783,1.131569024,7.81704852,1.650428412,1.994498964,0.949298594,0.453511064,4.437867755,1.049553358,2.804778492,2.154011144,2.479588486,1.0263968,3.350658839,1.550408538,0.537874475,0.754339919,1.165688129,0.958770533,0.529707317,1.035657829,2.007002965,0.539945919,0.443758149,0.904082258,0.667821456,0.954745324
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.103769802,0.128413779,0.099956788,0.010860662,0.126554761,0.128378463,0.033548469,0.063873559,0.095587387,0.058284974,0.116539777,0.115401267,0.240491453,0.381266005,0.138754625,0.185951285,0.133814775,0.214368618,0.06691409,0.073732887,0.087240834,0.157861439,0.175727644,0.110920922,0.378927326,0.201228053,0.128730494,0.142511401,0.146910281,0.098670989,0.147501179,0.177075146,0.358333659,0.131377628,0.046215515,0.168856007,0.079160979,0.184556412,0.068691214,0.120033243,0.088856108,0.228357394,0.149090562,0.033943309,0.115728811,0.071205097,0.193461967,0.082359386,0.092612246,0.063262888,0.047775125,0.037398575,0.068971819,0.066716616,0.135660617
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.208655963,0.253400153,0.102148211,0.27194898,0.204309292,0.252471493,0.241818661,0.683133814,0.241813766,0.241987269,0.259745927,0.324100246,0.39603031,0.467443597,0.199053563,0.226321861,0.533088921,0.425469843,0.299538675,0.264733393,0.366171825,0.251092551,0.308856095,0.334511885,0.448614993,0.271662049,0.334347391,0.220472803,0.269184292,0.40148638,1.438565235,0.368697176,0.237209274,0.325556184,0.291129983,0.904529451,0.317983675,0.28027607,0.342854759,0.415201921,0.365402124,0.419162434,0.363904661,0.300319934,0.317392563,0.354655278,0.315165414,0.292495394,0.483765574,0.86667617,0.30462094,0.234165161,0.337351538,0.194633061,0.267694962
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.181631565,0.172840441,0.095016358,0.159945714,0.22510041,0.214237161,0.157558794,0.583008456,0.160768721,0.243745704,0.280653236,0.240504602,0.353921353,0.388919618,0.191120003,0.209439399,0.676885498,0.421942957,0.172715127,0.181902693,0.317384799,0.260962609,0.236736933,0.27712375,0.462559034,0.233380489,0.294131301,0.206693824,0.303993611,0.294388081,0.867896226,0.261140535,0.48640435,0.26851778,0.272901747,1.542700347,0.266192016,0.247938444,0.266079543,0.384682548,0.362877668,0.386044174,0.269699789,0.182127613,0.215667752,0.378869534,0.257567974,0.245098804,0.362060876,0.631371956,0.205543789,0.171115001,0.287799441,0.162642969,0.242172854
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.303724639,0.3088583,0.505191633,0.127601494,0.289603995,0.431138651,0.218636645,0.418262345,0.370114687,0.396283109,0.503941055,0.25442977,0.529194287,0.721989505,0.400633576,0.439056486,0.470308927,0.562299479,0.218152716,0.336145965,0.266590051,0.249236116,0.630285359,0.366545366,0.657083182,0.573380853,0.426581972,0.337180858,0.577753474,0.423577357,0.51534678,0.37913432,0.453093847,0.514877958,0.241289119,0.699556813,0.245140106,0.316015404,0.465793912,0.353886678,0.280273459,0.569015204,0.441753711,0.294355975,0.364556108,0.353285583,0.489754786,0.198749388,0.147791311,0.238823411,0.213828293,0.228368623,0.212929779,0.382732561,0.44931974
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.371406582,0.536138285,0.192979134,0.401970714,0.329194218,0.396551043,0.39237534,0.479699499,0.416773385,0.301303255,0.455269777,0.511573158,0.417982621,0.373566659,0.353828427,0.301416948,0.330964256,0.432745748,0.589587117,0.514280686,0.45998933,0.258024179,0.421141721,0.537760855,0.354329525,0.461689371,0.421460409,0.333794498,0.458105327,0.527912369,0.37505349,0.455422532,0.316784539,0.394020811,0.380354131,0.350446779,0.342317608,0.302224118,0.534484921,0.461693061,0.571227865,0.463078261,0.492309008,0.540790615,0.484570183,0.390552708,0.446504151,0.563236227,0.485801744,0.531056161,0.64713811,0.455951463,0.549578809,0.26648185,0.406524215
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,4.172177995,5.741222349,4.269429274,6.464088568,4.208857194,3.343053118,3.222716122,2.716842065,3.311107151,5.296339867,4.444477097,5.268079636,2.663847018,3.475803495,5.516805237,2.45251173,1.889190323,3.300268425,5.624094847,6.074450087,5.024390366,3.608026661,3.167812664,5.209919627,4.743119264,3.318611395,3.177515849,3.48694479,3.563216467,4.436208874,2.194823653,5.179378909,3.938405739,2.833295891,6.911998475,1.744959018,2.438497556,2.345690595,2.592134335,4.221265442,4.796363441,2.781063187,4.803599309,4.783037706,4.861202598,2.175339023,2.973051257,2.836681937,4.631975624,3.784424578,3.655664384,3.663925558,4.560674324,3.410211093,4.36091325
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.083277776,0.077985361,0.062392106,0.118263242,0.151951898,0.079190577,0.404915528,0.07408912,0.110006606,0.054027592,0.120734487,0.075490804,0.049176602,0.047408195,0.239371607,0.11457802,0.077642668,0.048869631,0.213554032,0.10019814,0.10387351,0.063855284,0.14764252,0.080929835,0.084613912,0.187469105,0.149219844,0.141434061,0.042906636,0.048824705,0.09053229,0.173964685,0.132464551,0.035672945,0.085634576,0.042398377,0.074523985,0.054268145,0.034180788,0.033882471,0.179258059,0.069567456,0.069571572,0.180307431,0.059649864,0.061537331,0.023654933,0.057420662,0.123256708,0.194163058,0.384036093,0.066472724,0.03743473,0.229110819,0.085233747
Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.037373039,0.033214845,0.053247952,0.009541038,0.045084721,0.035986076,0.019314438,0.047842971,0.028857592,0.015726478,0.028844545,0.021826106,0.03683718,0.099135889,0.052757667,0.029540103,0.027697855,0.052214266,0.019795519,0.072974744,0.023635757,0.010289647,0.051101961,0.027819305,0.044840147,0.026932186,0.043089139,0.023508644,0.041460109,0.056927385,0.042863532,0.024425722,0.035894712,0.044186526,0.019692154,0.070248168,0.017667903,0.033320126,0.038174724,0.010221443,0.026636212,0.043766831,0.03023877,0.023110844,0.028683391,0.051992063,0.032939589,0.021955752,0.034959918,0.028723838,0.012849506,0.008567562,0.030819945,0.036353851,0.015321353
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.330461598,0.244164891,0.376634382,0.446878483,0.493104286,0.209489425,0.698498657,0.130130563,0.17727765,0.1996864,0.244613988,0.282184749,0.214377293,0.1442855,0.236597107,0.18663931,0.183490546,0.142844425,0.517611334,0.148361879,0.307029989,0.146927536,0.281016885,0.34474358,0.240263733,0.361398305,0.225171301,0.290210481,0.145086395,0.177688738,0.128352743,0.294215039,0.180992155,0.136735676,0.3140975,0.137775339,0.136334135,0.097865649,0.127358754,0.128974668,0.407924658,0.15775627,0.198111598,0.431417619,0.273149764,0.097334684,0.226984449,0.240065448,0.268526652,0.28206012,0.448743308,0.292652714,0.191124757,0.421912526,0.284331581
GlcNAc(b1-2)[GlcNAc(b1-4/6)]Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.047255198,0.048826903,0.035624416,0.025743058,0.048262793,0.037057283,0.028788499,0.023810151,0.065371345,0.058466702,0.021746353,0.043534232,0.024280697,0.03128215,0.04048433,0.026876158,0.085898165,0.031616062,0.049956621,0.037641819,0.062409449,0.06677516,0.042208372,0.02707383,0.033310538,0.023902874,0.057763662,0.034471005,0.012782341,0.059713342,0.016621401,0.042855154,0.074826512,0.024407799,0.07772286,0.044723036,0.031301317,0.036911282,0.072452465,0.054259385,0.050919704,0.043089097,0.047622455,0.030834514,0.043337664,0.026319041,0.046866573,0.020349678,0.066380177,0.032109057,0.051084056,0.030076097,0.052756889,0.049647421,0.029507013
Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.158387405,0.144339821,0.083896174,0.328115376,0.370184948,0.094409186,0.16188363,0.063650889,0.101628608,0.097525373,0.068691339,0.085546201,0.12105337,0.065216591,0.138244231,0.060748389,0.135969741,0.074482011,0.172895507,0.074915937,0.142241258,0.066709817,0.080273989,0.125613935,0.110667733,0.109780206,0.080813794,0.073108602,0.043456871,0.094108911,0.099189899,0.11376835,0.093856192,0.065146794,0.11219269,0.104323359,0.05782313,0.066717296,0.077784143,0.056435579,0.148138925,0.070854049,0.084196062,0.10850494,0.087198172,0.069968702,0.059323874,0.099482261,0.104589052,0.0940648,0.122987952,0.103131142,0.074079138,0.120455589,0.094876843
Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.113171309,0.089002064,0.06145799,0.029719167,0.099191833,0.105864481,0.039978934,0.117190616,0.11581039,0.047830858,0.109748341,0.100854452,0.142475697,0.611184371,0.110982059,0.095231535,0.222643998,0.218238802,0.111416235,0.051414323,0.065868318,0.034898844,0.161865962,0.144022691,0.201733077,0.089814806,0.131828406,0.039862475,0.11277712,0.131916822,0.173929767,0.126597211,0.226224105,0.092387053,0.051094933,0.145791552,0.021535995,0.130322712,0.114213408,0.051661228,0.148379399,0.566832391,0.099760816,0.048800229,0.150367694,0.090273211,0.051835553,0.075633454,0.059640393,0.151863992,0.071928352,0.025436027,0.083035417,0.044877136,0.103862664
Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.031256746,0.019578633,0.03039666,0.004461272,0.02550497,0.024029344,0.011671041,0.029153714,0.016841525,0.011060081,0.014744876,0.018138325,0.015330745,0.037723442,0.022305534,0.015886497,0.009400723,0.02130035,0.014270411,0.023042241,0.014796357,0.008389751,0.042077996,0.018495756,0.01811129,0.014326014,0.036651737,0.007463191,0.02573766,0.017563414,0.01436377,0.014905335,0.010467933,0.033860133,0.015718868,0.037658522,0.006849884,0.016305269,0.00826161,0.008152595,0.033797576,0.04219308,0.019078697,0.017965715,0.022944211,0.025695341,0.019969092,0.015559747,0.028074574,0.004122401,0.009274911,0.012964597,0.012848945,0.020822095,0.021218804
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.06226684,0.02968234,0.047391389,0.050668082,0.075841488,0.042818538,0.103666572,0.04445088,0.063006093,0.064739131,0.046283575,0.042087037,0.044074359,0.036389776,0.047267259,0.043465778,0.059436297,0.021046006,0.04362649,0.049944025,0.063797254,0.057856915,0.062675109,0.049826251,0.040779964,0.052022374,0.033779101,0.070291883,0.028206095,0.050809758,0.030436284,0.048213277,0.07078796,0.043943737,0.084937473,0.041264433,0.040939849,0.07025709,0.053937072,0.044578737,0.06209966,0.05778139,0.042240262,0.055487702,0.090118816,0.078634063,0.077333355,0.057607098,0.072198813,0.044409674,0.060479723,0.058826504,0.059561836,0.060702805,0.028471038
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.306880404,0.300161702,0.340004323,0.189096068,0.424372757,0.328719143,0.23655586,0.257393458,0.257078149,0.333877431,0.49822989,0.276792006,0.269693306,0.248422814,0.322985333,0.343902265,0.317733271,0.286794473,0.254171009,0.369513945,0.261423391,0.469021382,0.420664117,0.234481234,0.212399038,0.29097246,0.226537601,0.396245665,0.345076566,0.409902865,0.18420218,0.270984869,0.337753205,0.369499514,0.317548163,0.13617657,0.661030167,0.521451862,0.246730254,0.310784659,0.331244561,0.724587638,0.28074812,0.235566218,0.415941356,0.232761571,0.351907483,0.133899895,0.228621245,0.155148778,0.239358651,0.3443724,0.233344924,0.332497212,0.253171451
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.076148561,0.083778131,0.045469208,0.1000865,0.083005516,0.059880278,0.06556367,0.069177732,0.051579009,0.0756325,0.086356206,0.083691609,0.051769879,0.031994462,0.056540501,0.051334601,0.063191617,0.049289869,0.070215049,0.134003561,0.090742375,0.099089921,0.076261814,0.080314051,0.045881832,0.079181549,0.042881511,0.08179271,0.082542962,0.145905834,0.043101692,0.063828858,0.061127696,0.069613974,0.110693917,0.034574101,0.12073457,0.053652516,0.065802436,0.081824407,0.094557808,0.142707532,0.060725065,0.069139676,0.092554753,0.042513649,0.096252689,0.041559688,0.073895863,0.046035295,0.064416689,0.059196481,0.07075716,0.075759856,0.065489306
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.043372534,0.068031408,0.068823525,0.063073763,0.031295424,0.038524083,0.064968674,0.036121276,0.062037293,0.093434703,0.04870338,0.044145227,0.02331578,0.053152317,0.055010749,0.04149989,0.054730156,0.036790477,0.051858721,0.052942029,0.046908445,0.057213163,0.046249508,0.062660988,0.052901438,0.059224707,0.050478308,0.045074523,0.049399998,0.030460285,0.055135468,0.057904443,0.066878535,0.041370265,0.064652883,0.019413275,0.126101163,0.072950329,0.063650394,0.035926719,0.054199846,0.037873849,0.04178246,0.042486314,0.073219904,0.044340216,0.042807444,0.039695433,0.074817116,0.041912692,0.040335916,0.048235882,0.051190981,0.06172019,0.039727937
