glycan,control_1,control_2,control_3,control_4,control_5,stage1_1,stage1_2,stage1_3,stage1_4,stage1_5,stage1_6,stage1_7,stage1_8,stage1_9,stage1_10,stage2_1,stage2_2,stage2_3,stage2_4,stage2_5,stage2_6,stage2_7,stage2_8,stage2_9,stage2_10,stage3_1,stage3_2,stage3_3,stage3_4,stage3_5,stage3_6,stage3_7,stage3_8,stage3_9,stage3_10,stage4_1,stage4_2,stage4_3,stage4_4,stage4_5,stage4_6,stage4_7,stage4_8,stage4_9,stage4_10,stage5_1,stage5_2,stage5_3,stage5_4,stage5_5,stage5_6,stage5_7,stage5_8,stage5_9,stage5_10
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.171347497,0.128413779,0.056481695,0.267814192,0.301265396,0.082713006,0.072634909,0.043992478,0.067993086,0.09367711,0.071078838,0.092460701,0.117085072,0.047089895,0.094439585,0.040067804,0.111694174,0.066383199,0.169776347,0.04904802,0.119972123,0.050552487,0.054288491,0.134591201,0.105151733,0.048888329,0.053004829,0.061092866,0.049714447,0.076951718,0.055622168,0.077700308,0.051596663,0.039185171,0.11979112,0.062355936,0.032434866,0.050241025,0.074507553,0.046464711,0.137903835,0.056598216,0.068457968,0.107758433,0.082861853,0.055344555,0.040381376,0.082617465,0.073120066,0.071256608,0.101660732,0.097520048,0.068298582,0.070311247,0.115418203
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.837673345,0.694159375,0.447649126,1.140392284,1.280203125,0.368661768,0.432491707,0.244872725,0.332831569,0.424221225,0.360072475,0.421149344,0.656049115,0.236086177,0.385762743,0.244631038,0.477343751,0.308515162,0.748765617,0.266594132,0.659665554,0.293472895,0.3143902,0.598768627,0.508583316,0.308721044,0.24972653,0.284187127,0.280693289,0.397040204,0.244339507,0.444770379,0.272877079,0.273972618,0.6263487,0.340978786,0.233924059,0.241415277,0.375446347,0.260099303,0.630974702,0.33238642,0.380249134,0.567601079,0.450121983,0.21903914,0.273828163,0.505399443,0.390668857,0.359919945,0.455650783,0.462441518,0.451280078,0.342332713,0.460358264
{Gal(b1-4)}GlcNAc(b1-2)[GlcNAc(b1-4/6)]Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.158309472,0.080754522,0.053697128,0.152958754,0.087826388,0.0415543,0.04874371,0.028341714,0.0818519,0.061693882,0.034055219,0.050437979,0.064893232,0.0332827,0.043294763,0.032604502,0.044177109,0.039731534,0.051969381,0.0500359,0.072721997,0.03128863,0.042657319,0.092025164,0.07607911,0.042410569,0.034903925,0.049326816,0.043519781,0.067966849,0.038296568,0.055144446,0.087782223,0.036077524,0.080580882,0.035345259,0.02278051,0.047274059,0.055604453,0.053652718,0.070274315,0.030418562,0.039110039,0.068585417,0.044676758,0.033280232,0.032869584,0.0705138,0.080150865,0.075027291,0.024563799,0.079868944,0.071035236,0.039835563,0.046900521
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.061085099,0.056864952,0.039253284,0.167409218,0.171505122,0.032830449,0.034257856,0.02403282,0.040094768,0.050209565,0.031409576,0.045678244,0.076159106,0.029175399,0.052781349,0.01932551,0.048550423,0.030980253,0.05067115,0.029061293,0.043300174,0.029889296,0.029215623,0.037175226,0.056168536,0.029594932,0.028258895,0.025903973,0.021822801,0.037553027,0.031244093,0.039870524,0.035087043,0.021607737,0.068939865,0.042239671,0.017081427,0.030618327,0.040055298,0.027762738,0.058373042,0.03146388,0.038157291,0.041305475,0.044153915,0.025851266,0.035109111,0.049260743,0.056391644,0.034404971,0.053837608,0.031895158,0.038605477,0.019375152,0.051562665
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.052813109,0.080769508,0.03522919,0.033911241,0.058712522,0.055113076,0.1131859,0.086714555,0.082887281,0.076708261,0.093422092,0.105003294,0.095446192,0.108789849,0.095186699,0.089908711,0.076406782,0.133894435,0.085582435,0.058513029,0.108976725,0.079023793,0.103159332,0.068721806,0.129418065,0.118204696,0.109591966,0.073810752,0.070216541,0.065424645,0.111141133,0.101146204,0.167939287,0.06564857,0.1013883,0.201570593,0.061897229,0.102756445,0.106439656,0.072658024,0.109034625,0.115401931,0.114583615,0.081803668,0.08358881,0.069946485,0.082115692,0.075662152,0.0760778,0.123191078,0.123157417,0.066580604,0.074942638,0.084441308,0.097506759
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.079433978,0.139789523,0.028887586,0.066038886,0.135416165,0.093019538,0.089363417,0.090250637,0.119420086,0.061602967,0.106521797,0.132543212,0.109064367,0.101636245,0.096170943,0.074489341,0.068230486,0.099353572,0.121570225,0.117554058,0.128512616,0.056588167,0.109736035,0.116019571,0.151637631,0.112277295,0.196687441,0.069574096,0.120779509,0.091705995,0.08472252,0.155768793,0.1460987,0.106079979,0.092396072,0.096249628,0.076751371,0.082825881,0.159155124,0.104680544,0.10249199,0.108957727,0.145638216,0.155437685,0.138941004,0.140461027,0.110226206,0.139148996,0.156713551,0.131939055,0.132094412,0.084416646,0.131431705,0.085684835,0.108365301
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.571659992,0.646095715,0.902916265,0.111537875,0.62752343,0.525065359,0.23126961,0.708908398,0.478573548,0.605545015,0.647549759,0.301083699,0.871198585,1.020183672,0.615743106,0.636218836,0.412694768,0.956612977,0.275988915,0.418240859,0.346806827,0.359670251,0.871513799,0.381043133,0.970620745,0.70842638,0.552319814,0.515364279,0.864640611,0.676964428,0.791282124,0.408396001,0.819117021,0.844253751,0.391262779,0.964765021,0.392768894,0.427835597,0.492781839,0.425990386,0.389908751,0.757821375,0.570503705,0.318755736,0.436360952,0.517592964,0.59510518,0.234286145,0.164568979,0.365617548,0.222644532,0.210995229,0.286877903,0.697619427,0.584722361
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.370743648,0.517098721,0.211339375,0.395699586,0.466683702,0.416382448,0.366310101,0.549741684,0.494797717,0.297651433,0.435071778,0.546488029,0.478823446,0.382706075,0.414602032,0.286931936,0.399875508,0.408664379,0.549090732,0.604128829,0.49690501,0.290385225,0.491537445,0.519297471,0.473177206,0.461078088,0.446378884,0.350133301,0.50649917,0.570202095,0.415483622,0.432201576,0.296592297,0.498547068,0.457623976,0.434631932,0.368720798,0.303301291,0.526846283,0.435987989,0.606879873,0.468626244,0.495599364,0.574469557,0.465911852,0.538353427,0.405119958,0.506417105,0.60925336,0.591201787,0.620883213,0.341273883,0.669931871,0.338941091,0.454918858
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.021764149,0.033364598,0.008839251,0.012621546,0.021815174,0.035426344,0.032427091,0.004961714,0.014001399,0.082207911,0.032313028,0.030927426,0.009333,0.016717114,0.026681242,0.016517778,0.018206472,0.022334082,0.030322228,0.033541016,0.024511091,0.032986445,0.009054145,0.034690444,0.027900791,0.027246487,0.018758462,0.009676763,0.058157412,0.037019057,0.031213051,0.027671127,0.020386659,0.029360555,0.018716209,0.014140319,0.013990098,0.005859743,0.012737835,0.014362799,0.044170448,0.012153649,0.022543011,0.01937547,0.02286763,0.024436729,0.026500925,0.03298385,0.017892066,0.019975962,0.019902294,0.019963434,0.015292888,0.031854855,0.04835492
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.037541859,0.049919622,0.034851947,0.023800377,0.04651216,0.006701374,0.026500068,0.018217793,0.042934996,0.024604801,0.030570736,0.038281379,0.035546571,0.058168986,0.058093936,0.045852588,0.029266569,0.031544171,0.03155003,0.027671348,0.022781707,0.04030015,0.036066796,0.031492558,0.057423337,0.037862221,0.038243725,0.042468499,0.02080079,0.033466916,0.031906869,0.063181579,0.114436542,0.032710991,0.027255319,0.029584791,0.022273149,0.057927682,0.012350024,0.017237961,0.037799035,0.062801349,0.041287617,0.023894019,0.040837858,0.011137946,0.041804321,0.016907844,0.034184121,0.016339459,0.026061382,0.030230314,0.012205079,0.021342049,0.033651221
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.510912028,0.474797354,0.424475049,0.361913564,0.623564814,0.472248187,0.350245407,0.333459568,0.432408571,0.518427894,0.774882049,0.630297718,0.341305083,0.354697366,0.397846826,0.509645463,0.680388206,0.461636324,0.498821384,0.596685872,0.546312159,0.768493151,0.518319829,0.428665938,0.423388826,0.546850178,0.451294058,0.60560796,0.550663193,0.505625327,0.315848445,0.608540573,0.561004474,0.457095806,0.578669883,0.194041147,0.441619492,0.971757278,0.422752058,1.000778852,0.556802548,1.311098047,0.487012867,0.369134368,0.622873524,0.21234557,0.692431609,0.305216169,0.390328804,0.253754989,0.379858325,0.292560448,0.476890355,0.505721676,0.422323372
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.051449693,0.06163993,0.042379229,0.053383272,0.043576585,0.064599323,0.051489807,0.025866325,0.047361483,0.053709389,0.05881838,0.063001875,0.046933034,0.033297944,0.054477081,0.067980763,0.070623157,0.058450079,0.045387731,0.055354219,0.055875962,0.080441782,0.050913561,0.05169525,0.066419755,0.088121146,0.058438557,0.047345059,0.072637716,0.053351961,0.068743234,0.053634162,0.104679329,0.0386187,0.052245154,0.041967529,0.065804929,0.112648709,0.096202582,0.110497146,0.074636381,0.090060862,0.051730085,0.055210573,0.053629989,0.050388174,0.05407508,0.066053794,0.021674221,0.049018276,0.030167408,0.040003823,0.069352244,0.073024239,0.058456265
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.074395483,0.081113767,0.053391717,0.05956335,0.060597819,0.062823611,0.086388436,0.08194726,0.063718608,0.101812688,0.087646721,0.090123643,0.074000052,0.055077154,0.073746895,0.066122588,0.06797696,0.05034016,0.07316376,0.081635622,0.101652839,0.080712332,0.056504674,0.080389722,0.0728356,0.086951356,0.077508564,0.069129351,0.048488055,0.087909998,0.080549129,0.073537941,0.080351171,0.067412783,0.136973701,0.093618955,0.062357018,0.074857039,0.079063712,0.089790469,0.112675786,0.108635824,0.08332988,0.058692823,0.109530554,0.074925185,0.105117727,0.072693632,0.135184475,0.052336404,0.096588857,0.074473509,0.091508722,0.065789627,0.050546551
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.34503196,0.32831705,0.194308069,0.328660868,0.333934394,0.215231722,0.384434241,0.365651977,0.273929201,0.31065046,0.33893994,0.344682145,0.18130341,0.22441622,0.305933077,0.212211766,0.287975471,0.244907026,0.431736136,0.392556388,0.451427348,0.306663561,0.318720134,0.383409352,0.291887391,0.321815732,0.21466709,0.332811591,0.222944742,0.36979538,0.221018189,0.350950755,0.268192578,0.285302052,0.425977518,0.155351148,0.285817802,0.180050015,0.261852817,0.317327066,0.342063806,0.278855383,0.343749815,0.337228002,0.367936136,0.216187647,0.283275686,0.241313101,0.382862156,0.256386051,0.360946234,0.364875742,0.330634303,0.288728162,0.295688504
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.073486505,0.094914616,0.050732931,0.065993462,0.087287732,0.071065085,0.066295997,0.058228749,0.089004609,0.084404788,0.0702561,0.094465329,0.054351097,0.066868556,0.071825773,0.03605385,0.078229021,0.07645012,0.093069939,0.06805849,0.075796615,0.061709646,0.062530304,0.074177563,0.063886564,0.063860367,0.078321843,0.06360527,0.052623049,0.071217234,0.057341293,0.063747872,0.075957311,0.063075097,0.117734664,0.05452037,0.072534456,0.039031694,0.07101777,0.052940535,0.100860485,0.056781956,0.102049827,0.0921782,0.079329072,0.053807521,0.077683275,0.07027007,0.110795016,0.071977219,0.087289796,0.070542468,0.08123534,0.065111405,0.074494886
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,2.800533678,3.235672841,3.959933574,2.799711575,2.894739047,2.624302831,3.587237972,2.470700559,3.283757866,6.486068918,2.986866181,2.87523728,2.47112715,2.777140691,4.917327359,2.474794026,2.53346941,2.326442065,3.549144058,3.769862138,2.592908261,4.615603523,2.311174694,2.979149107,3.628714452,2.937874152,2.35609466,3.374235381,4.042122073,2.933148306,2.563411212,2.753126896,4.005377591,2.839429272,5.358482374,1.327287247,5.270592934,3.319365793,2.756335126,2.293664585,4.161368805,2.846731522,3.115550936,2.884021463,4.184889359,2.392727191,2.741455298,2.65352313,2.678092231,2.65227994,2.515509982,2.938349366,2.78941372,3.748038288,4.017799634
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,1.320836303,1.482279262,1.112445118,1.956034411,1.37632787,1.021944392,0.983386236,0.916913565,1.143988801,1.712886355,1.011155534,1.28832404,0.925260064,0.836236783,1.40117376,0.828328911,1.114984528,1.018566213,1.473564978,1.515507078,1.28610853,1.151997557,0.844875711,1.483444034,0.861763887,1.048858717,1.053258881,0.848699816,1.419910061,1.609078469,0.842679809,1.194271778,0.885381993,0.975729186,1.350320623,0.740072455,1.803265217,0.825043593,0.994500863,1.335470337,1.7217183,1.121287332,1.3318047,1.296968444,1.483142529,1.018300153,1.176491144,1.245302811,1.302588928,1.180623263,1.427483824,1.021648834,1.446632952,0.92155211,1.305559903
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.026971465,0.022063376,0.032318841,0.028401368,0.031187693,0.034191102,0.094077509,0.027267756,0.053839678,0.018256677,0.031893557,0.044927865,0.022592042,0.04743848,0.048464949,0.044020151,0.036682188,0.031372825,0.083720667,0.034115409,0.04287315,0.043201371,0.035328136,0.014520024,0.037335235,0.088645015,0.028726058,0.050739034,0.013820002,0.03020489,0.037281642,0.070067903,0.048785859,0.028713188,0.030705778,0.044802389,0.037991235,0.035662902,0.036022683,0.018649214,0.061687552,0.013899695,0.04011221,0.074417293,0.039945129,0.021440623,0.01964244,0.077024598,0.029529233,0.05322464,0.080188705,0.033991727,0.028068755,0.03673816,0.066903879
Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.023166633,0.064094701,0.036666432,0.010531237,0.077996113,0.058596777,0.025424466,0.039146605,0.03869852,0.046088556,0.031296657,0.039406998,0.018659819,0.039208737,0.091332716,0.037568012,0.030169728,0.031389384,0.02587403,0.108147268,0.035613731,0.021894528,0.041093015,0.039984137,0.039477782,0.035592427,0.043383348,0.025903973,0.093705901,0.055905806,0.031699751,0.029900666,0.082871334,0.060792909,0.055103075,0.024425272,0.056689581,0.038971874,0.03836863,0.012265691,0.045029135,0.052221553,0.04617476,0.023809644,0.039843123,0.055355766,0.046073462,0.012748964,0.041360376,0.026360935,0.016448354,0.020919148,0.031683445,0.066942657,0.036639772
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.587476264,0.527801135,0.300606665,1.018498176,0.977644954,0.300569316,0.179413385,0.134191068,0.281622851,0.397570734,0.213204616,0.330306567,0.715985014,0.180008799,0.275504423,0.159881302,0.405358756,0.276002788,0.545165941,0.187634498,0.515715379,0.174381787,0.211157703,0.429141407,0.42742542,0.179472512,0.178015353,0.153285811,0.160966376,0.250484906,0.201155274,0.244689286,0.250132392,0.172894095,0.524437265,0.29381776,0.147470557,0.223672996,0.366373015,0.228287917,0.543200828,0.208655872,0.269229296,0.428899549,0.265573662,0.210741477,0.19173533,0.370954081,0.305863,0.268670401,0.365704446,0.353930555,0.380244942,0.171436932,0.326689947
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.061396728,0.085364762,0.101034669,0.025277261,0.033423015,0.064850244,0.03311364,0.09703492,0.056166928,0.117115032,0.077838274,0.048444003,0.104021912,0.20457638,0.042393509,0.064208073,0.059404556,0.20676153,0.038161879,0.03151937,0.046161229,0.048220297,0.081186517,0.068300459,0.125808517,0.060167508,0.074220568,0.027433267,0.104208027,0.042521429,0.11052945,0.061149848,0.104194582,0.081008613,0.04252107,0.139725603,0.044015253,0.019246554,0.029469607,0.071893082,0.045733217,0.147486012,0.074953661,0.035786788,0.050403226,0.064455475,0.069448378,0.040412477,0.047324364,0.099410685,0.031326771,0.034269235,0.02957602,0.057288966,0.064333752
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,3.381253084,3.759554483,3.02727069,3.788775497,3.208237023,3.335064187,2.885986591,2.192631943,3.279250868,4.259664691,3.57031412,4.942607872,2.627457438,2.724212768,3.703223117,3.126381466,3.008099424,3.308669137,3.612520364,4.287685405,3.973273293,4.22091211,3.051785471,4.131656381,4.264055952,3.594788783,3.163677412,3.071686774,5.318535373,3.136800299,3.205261436,3.643908563,4.064408731,2.654021858,4.500645013,1.755897965,2.840660286,3.9208811,3.472444481,5.151870983,3.776693707,3.49248037,4.181320739,3.278546207,3.61349335,2.363814799,3.381505096,3.225764649,3.208356919,2.679863652,2.775034968,2.943652129,4.065577285,3.534961242,4.189684055
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,7.992697735,8.953748816,5.577851759,9.359129406,7.221968507,7.798078168,7.328689669,8.411006043,8.707397473,7.639584148,6.63850632,9.568153658,6.344342515,6.612473969,8.95516462,5.852269308,5.790003466,7.399200273,11.21103946,8.142316807,9.216077597,6.066899407,7.275244386,8.30454708,7.388064047,7.562500582,7.780514632,5.98320434,6.553325612,8.049967186,5.482239963,8.839505283,6.245872511,6.553975834,8.029055897,5.034173482,6.169928636,5.289513134,8.497432195,8.398128719,9.642080721,7.196201037,10.72837516,9.3451922,8.29730853,6.895427144,6.679290726,8.706454576,10.37606912,9.559928337,11.65107362,8.047820372,9.77326864,5.320801261,7.969441835
{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.044826939,0.040609231,0.049906512,0.068481432,0.063694992,0.041592927,0.154011858,0.028367839,0.056043497,0.030710518,0.083258785,0.085696237,0.047029505,0.04554403,0.051239756,0.060147912,0.031342334,0.029576062,0.088541178,0.036975551,0.065740201,0.035523841,0.072249537,0.070525959,0.054144342,0.08390452,0.055912036,0.128294784,0.038095485,0.054234253,0.033222141,0.08776907,0.039674802,0.048362421,0.065384842,0.053930711,0.050197912,0.024752877,0.039221607,0.03311753,0.104587412,0.039011038,0.04889681,0.172185995,0.052928559,0.021652192,0.063359736,0.055656749,0.084563258,0.06993269,0.109173003,0.061030953,0.03504933,0.106100303,0.097984972
{Neu5Ac(a2-3/6)Gal(b1-4)}GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.073447539,0.066878848,0.015988782,0.067436278,0.123861479,0.057593193,0.047828276,0.025329346,0.049137752,0.046300725,0.039427323,0.043920124,0.078583558,0.018293366,0.028068594,0.022230821,0.069102005,0.026286759,0.081083974,0.027142943,0.079981416,0.031027357,0.027680178,0.08850315,0.03405624,0.031943275,0.043175617,0.023945571,0.031476405,0.037181526,0.045162586,0.028372363,0.084098979,0.049252576,0.082567525,0.055370774,0.033766459,0.026668147,0.058008468,0.030440185,0.076954835,0.026432373,0.035447726,0.0521741,0.042036707,0.040586802,0.047846429,0.069323542,0.052658113,0.030047755,0.071928352,0.065039051,0.062122864,0.052902991,0.039827552
{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.145985998,0.172496181,0.099327982,0.089316686,0.186182999,0.171438595,0.075037731,0.109856393,0.205764951,0.180626708,0.113603683,0.181704827,0.137710901,0.33955681,0.264369673,0.167995746,0.187451627,0.160960481,0.176670319,0.123285864,0.138355774,0.107569317,0.1167751,0.212431597,0.370925313,0.1212173,0.216415212,0.099355882,0.317766354,0.162261919,0.297228234,0.192250675,0.284056354,0.104947035,0.16419355,0.117318337,0.063355713,0.161590298,0.249948259,0.265454399,0.326297824,0.406710385,0.14576203,0.134905179,0.11048705,0.102246121,0.186253358,0.175100959,0.145416125,0.116236547,0.093352279,0.101389342,0.192953702,0.146500151,0.229043747
{Neu5Ac(a2-3/6)Gal(b1-4)}GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.039567702,0.054993903,0.02008481,0.055110089,0.088014918,0.086264329,0.073641794,0.047004745,0.085964946,0.076677922,0.079274116,0.090552445,0.051806055,0.077947646,0.124832104,0.083939102,0.070987625,0.054016481,0.046051895,0.087712083,0.072978232,0.07334256,0.065687975,0.086536933,0.091444092,0.060813531,0.138871459,0.062988821,0.086567889,0.061025137,0.089631355,0.065132324,0.185935118,0.071782868,0.070752233,0.057548019,0.067580489,0.106800177,0.062235091,0.108439683,0.103762784,0.162913881,0.081548301,0.048824336,0.079316257,0.039807075,0.096789151,0.087120517,0.102649299,0.046956974,0.057267296,0.048682916,0.087689134,0.11729123,0.093223214
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.054501311,0.052778595,0.057218198,0.061619692,0.063910454,0.057737967,0.126321492,0.057220306,0.072239088,0.031271127,0.072708212,0.086521683,0.02808017,0.042997738,0.057145216,0.045216139,0.064728691,0.038100665,0.079212073,0.059604305,0.062622911,0.083921412,0.072727548,0.038558134,0.059968323,0.100098817,0.034955832,0.067506437,0.03196373,0.063219122,0.073372384,0.081485078,0.062129263,0.052797201,0.066046988,0.070542997,0.059701693,0.038894933,0.082592276,0.045924017,0.082003851,0.02246928,0.085915838,0.090105704,0.072901072,0.028936443,0.041664414,0.154881032,0.043493793,0.031304683,0.074005567,0.04459776,0.055069111,0.036376475,0.082723409
{Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.145025504,0.288680655,0.115693601,0.175452688,0.180339086,0.193151657,0.131355919,0.103819304,0.185902405,0.220458867,0.160968446,0.301930753,0.150677793,0.156895517,0.239147034,0.149810191,0.088116513,0.15235278,0.279782981,0.303431922,0.307136413,0.186444072,0.150669714,0.172641897,0.208836261,0.153744655,0.15183274,0.15462817,0.172978655,0.229090367,0.128425005,0.219742117,0.191686684,0.119384932,0.283252711,0.110333176,0.150363637,0.238739158,0.195158622,0.237190714,0.244122958,0.141340208,0.235204193,0.238723428,0.2512252,0.129734805,0.226657898,0.162079973,0.266199156,0.230377541,0.148228089,0.194623581,0.224285994,0.166192555,0.214917466
{Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.009878211,0.013232112,0.008514129,0.017222638,0.016994302,0.019763884,0.00610697,0.016960454,0.020774086,0.063011948,0.016777619,0.042762348,0.022893617,0.026356439,0.038053325,0.031008161,0.032245493,0.026878343,0.020761567,0.009824219,0.025813552,0.045832142,0.017671334,0.018917103,0.043928711,0.015740318,0.036582494,0.024148448,0.01264087,0.020732514,0.05871865,0.041012221,0.035668531,0.013255947,0.009933728,0.073786123,0.058932791,0.031447658,0.095698531,0.059798778,0.025090576,0.031865902,0.028927271,0.018375433,0.01445016,0.019937015,0.026174374,0.020378274,0.038741969,0.04055523,0.035964125,0.022969482,0.043625083,0.008224277,0.014962719
{Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.062929065,0.049814826,0.039666494,0.046748652,0.062887007,0.038417935,0.057622775,0.054037822,0.05201588,0.098161677,0.039991917,0.057716864,0.04871816,0.068990449,0.074173789,0.033415439,0.046696543,0.027735175,0.081868932,0.068403046,0.045840935,0.053873497,0.036819987,0.038234005,0.06452581,0.073594326,0.060134462,0.038926174,0.056286369,0.054826225,0.03606998,0.056466034,0.040708651,0.050854998,0.102713105,0.047376396,0.029898367,0.042614188,0.047752313,0.046240565,0.098645136,0.058711845,0.079717093,0.082442301,0.054879892,0.047703918,0.083165451,0.039838821,0.096879183,0.04947073,0.051736243,0.048667504,0.06389367,0.04164419,0.061923029
