motif,pred
D-RhaNAc(a1-3)Fuc(a1-4)Glc(b1-3)GalNAc,0.231
Gal(a1-3)[Gal(b1-4)]Gal(b1-4)GlcNAc(bond)Man(bond)Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.045
Gal(b1-4)[Fuc(bond)]GlcNAc(bond)Man(bond)[Gal(b1-4)GlcNAc(bond)Man(bond)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.172
GlcNCmOCm(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[FucOAcOMe(a1-6)]GlcNAc,-0.284
[Man(b1-2)Man(b1-2)Man(b1-2)Man(b1-2)Man(a1-2)Man(a1-2)Man(a1-2)[Man(b1-2)Man(b1-2)Man(b1-2)Man1P(a1-6)]Man(a1-2)Man(a1-2)]Man(a1-6)Man(a1-6)[Man(b1-2)Man(b1-2)Man(a1-2)Man(a1-3)Man(a1-2)Man(a1-2)]Man(a1-3)[Man(a1-3)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.486
GlcA(b1-3)Gal(b1-3)[Fuc(a1-2)][Gal(b1-4)]Gal(b1-3)[GlcNAc6S(b1-6)]GalNAc,-0.047
GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcN(b1-4)GlcOMeN,-0.195
Xyl(b1-4)Xyl(b1-4)[GlcA4Me(b1-2)]Xyl(b1-4)Xyl-ol,-0.281
D-FucN(b1-3)Rha(a1-3)[Glc(a1-6)]Glc(b1-3)[Glc(a1-4)]GalN(a1-3)LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,0.211
[Glc(b1-4)]Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc,-0.054
D-Rha(a1-3)[D-FucNAc(a1-2)]D-Rha(b1-3)D-Rha,0.084
[D-FucNAlaAc(a1-4)]Gal(b1-4)Glc(a1-4)Glc(b1-3)GalNAc(b1-3)Gal,0.154
[Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-2)]Man(a1-6)Man(a1-6)[Man(a1-3)Man(a1-2)Man(a1-2)]Man(a1-3)[Man(a1-3)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.055
GlcNAc(b1-7)LDManHep(a1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[GlcA(b1-7)LDManHep(a1-7)]LDManHep4P(a1-3)LDManHep4PPEtn(a1-5)[Rha(a1-5)Kdo(a2-4)[Rha(a1-5)]Kdo7PEtn(a2-4)]Kdo,-0.154
LDManHep(a1-7)LDManHepOP(a1-3)[DDManHepOP(a1-2)DDManHep(a1-4)]LDManHep(a1-5)Kdo,0.086
Glc(a1-6)Glc(a1-3)Glc(a1-6)Glc(a1-6)Glc,-0.063
GalNAc(b1-3)Gal(b1-4)Gal(b1-3)[Neu5Gc(a2-6)]GalNAc,-0.018
Gal(bond)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.311
GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,-0.157
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAcOS(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.026
LDManHep(a1-2)LDManHep(a1-3)[Gal(b1-4)[Gal(a1-6)]LDManHep(a1-6)Glc(b1-4)][Glc(a1-6)]LDManHep(a1-5)Kdo,-0.1
Glc(a1-2)Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)ManNAc,-0.193
Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,-0.205
GalNAcOMe(a1-3)GalOS(b1-3)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.141
Man(a1-3)Man(a1-2)Man(a1-2)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.176
GalNAc(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.119
[Man(a1-2)Man(a1-2)]Man(a1-6)[Man(a1-2)]Man(a1-6)[Man(a1-2)Man1P(a1-2)]Man(a1-6)Man,-0.204
[GalA6Lys(a1-4)]GalNAc(b1-4)[Glc(a1-2)]GlcA(b1-3)GalNAc(b1-6)GalNAc,0.188
[Gal(a1-2)]Rha(a1-3)[Glc(b1-6)]Man(a1-4)Rha(b1-3)Glc(a1-4)Rha,0.062
[RhaOAc(a1-4)GalA(a1-2)]Rha(a1-4)Glc(a1-2)Rha(a1-3)GlcNAc(b1-3)Rha,0.167
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(bond)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(bond)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.399
Glc(b1-2)GlcA(a1-3)Man(a1-3)Glc(a1-3)Glc,-0.181
[Man(b1-2)]Man1P(a1-6)Man1P,0.162
Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,-0.051
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(b1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPEtn(a1-5)[Kdo(a2-4)]Kdo,-0.03
Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)[GlcNAc(a1-2)Glc(b1-4)][Glc(b1-3)]Glc(a1-5)[Kdo(a2-4)]Kdo,-0.127
Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.148
Glc(b1-4)Man3P(a1-5)Kdo(a2-6)GlcN4P(b1-6)GlcN1P,-0.022
Hex(bond)[HexOMe(bond)][Hex(bond)]GalNAc,-0.054
GlcA(b1-3)GalNAc,-0.007
Neu5Ac(bond)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(bond)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.105
Man(b1-4)Rha(a1-3)Gal(b1-6)Man(b1-4)Rha(a1-3)Gal,0.165
GlcNAc(b1-3)[GalA6N(a1-2)]Rha(a1-2)Rha(a1-3)Rha(a1-2)Rha(a1-3)GlcNAc,0.174
[Gal(a1-2)]Galf(b1-5)Galf,-0.248
Ribf(b1-4)GalA(a1-3)GlcNAc(a1-2)[Galf(b1-3)]Rha(a1-2)Rha(a1-2)Ribf,-0.034
L-QuiNAc(a1-3)GlcNAc(b1-4)[L-QuiNAc(a1-3)]GalNAc(a1-6)Glc,0.088
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.133
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-4)[GlcNAc(a1-2)[Glc(a1-3)]LDManHepOPEtn(a1-3)]LDManHep(a1-5)[Kdo(2-4)]Kdo,-0.055
Glc(a1-4)[Glc(a1-4)Glc(a1-6)Glc(a1-6)]Glc(a1-4)Glc,-0.033
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Glc(bond)Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.289
GlcNAc(b1-3)Gal1P(a1-6)GlcNAc,-0.131
Gal(a1-2)Gal(a1-2)[Gal(a1-4)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo,-0.098
D-Araf(a1-2)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,0.037
D-Rha(a1-3)D-Rha(a1-6)Man(a1-6)Man(a1-5)[GalAOP(a1-4)]Kdo,-0.009
[Ribf(b1-4)GlcA6Ac(a1-2)]Rha(a1-3)Rha(b1-4)Rha(a1-3)GlcNAc(b1-3)Rha,0.162
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-3)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,-0.239
[Gal(b1-3)Gal(b1-3)Gal(b1-6)]Gal(b1-3)Gal,-0.087
GlcNAc(b1-7)LDManHep(a1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,-0.049
GlcA(b1-6)GalNAc(a1-6)GlcNAc(b1-3)GlcNAc4Ac(b1-4)GlcA,0.18
Glc(a1-3)Man(a1-2)Man(a1-2)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.101
Gal(b1-4)Glc(b1-4)Pse5Ac7Ac(b2-4)Gal,-0.061
ManNAcA(a1-4)FucNAc(a1-3)D-FucNAc(b1-4)ManNAcA,0.288
Rha(a1-3)[L-Xyl(b1-4)][L-Xyl(b1-2)]Rha(a1-3)Rha(a1-2)Rha,-0.547
GlcNAc(b1-2)Rha(a1-4)Rha(a1-6)GlcNAc(b1-2)Rha(a1-4)Rha,0.283
Gal(b1-3)GalNAc(b1-4)Gal3S(b1-4)Glc,-0.033
Neu5Ac(bond)HexNAc(bond)Gal(bond)[Fuc(bond)]GlcNAc(b1-6)[Neu5Ac(bond)HexNAc(bond)Gal(b1-3)]GalNAc(a1-3)[Neu5Ac(a2-6)]GalNAc,-0.262
GlcNAcOS(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,0.102
Rha(a1-3)GlcNAc(a1-2)Glc(b1-3)6dTal(a1-3)GlcNAc(b1-3)Rha,0.31
DDManHep(a1-7)LDManHep(a1-7)[GlcNAc(b1-3)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[KoOPEtn(a2-4)]Kdo,-0.01
D-Rha4NBut(a1-2)D-Rha4NBut(a1-2)D-Rha4NBut(a1-2)D-Rha4NBut(a1-2)D-Rha2Me4NBut,-0.24
Glc(b1-3)[Glc(b1-6)Glc(b1-6)Glc(b1-6)]Glc(b1-3)Glc(b1-3)[Glc(b1-6)Glc(b1-6)Glc(b1-6)]Glc(b1-6)Gal(a1-3)Glc,0.029
Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)Rha(a1-2)Rha(a1-2)Gal,-0.077
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3)[Xyl(b1-2)][Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,-0.045
D-6dTal(a1-2)D-6dTal(a1-3)D-6dTal,0.144
Glc(a1-2)Glc1PGro(a1-3)Glc1PGro,-0.148
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,0.025
GlcN2Ach3Myr4P(b1-6)GlcN1P2Ach3Myr,-0.23
Glc(b1-4)GalNAc(a1-3)GalNAc(b1-6)Glc,-0.014
Gal(b1-4)Glc6S,0.041
ManOPOMe(a1-2)Man(a1-3)Man(a1-3)Man,0.046
Glc(b1-3)Glc(b1-3)[Glc(b1-6)Glc(b1-6)]Glc(b1-3)Glc(b1-3)[Glc(b1-4)Glc(b1-2)]Glc(b1-3)Glc,-0.578
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc,-0.094
Glc(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)LDManHepOPPEtn(a1-5)Kdo,0.04
[Gal(a1-2)][Gal(b1-4)]Man(a1-6)Man,-0.267
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc,-0.109
[GlcNAcOP(a1-6)Man(a1-2)]Man(a1-6)[Man(b1-2)[GlcNAcOP(a1-6)]Man(a1-2)]Man(a1-6)[Man(a1-2)Man(b1-2)Man(b1-2)[GlcNAcOP(a1-6)]Man(a1-2)]Man(a1-6)Man,0.171
[GlcAOLac(b1-6)]Glc(b1-4)Gal(a1-4)Glc(b1-4)[Ribf(a1-3)]Xyl(b1-4)Glc,0.15
Galf(b1-5)Galf(b1-6)[Glc(a1-2)Galf(a1-2)]Galf(b1-5)Galf,-0.082
GlcNAc6S(b1-6)GalNAc-ol,-0.045
Glc(b1-2)[Man(a1-2)Man(a1-6)]Man(a1-2)Man6Me(a1-2)[Galf(b1-2)Galf(b1-6)]Man(a1-4)Glc(b1-4)Glc(b1-4)Glc,-0.782
GalNAc(a1-3)GalNAc(b1-3)Gal(bond)GlcNAc(b1-3)[Fuc(a1-2)Gal(bond)GlcNAc(b1-6)]Gal(b1-3)[Neu5Ac(a2-6)]GalNAc-ol,-0.167
GalNAc(a1-3)[GlcNAcOAc(a1-4)]GalNAc(a1-4)Glc(a1-4)Gal(b1-3)GalNAc,0.163
[D-FucNAc(a1-3)]Rha(a1-3)Rha(a1-3)Rha(a1-3)Rha(a1-2)Rha,-0.058
Hex(bond)HexNAc(bond)HexA(bond)Gal(b1-3)GalNAc,-0.299
Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Gal(b1-4)Fuc(a1-6)]GlcNAc,-0.117
Fuc(a1-6)[Gal(b1-4)]GlcNAc,-0.136
GalNAc(a1-2)[Glc(b1-2)]Man(b1-4)[Glc(b1-2)]Man(a1-5)[Kdo(a2-6)]Kdo,-0.593
[Rha(a1-4)GalA(a1-2)]Rha(a1-4)Glc(a1-2)Rha(a1-3)GlcNAc(b1-3)Rha,0.056
Gal(b1-3)[Neu5Gc(a2-6)]GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.01
GalOP(b1-3)Glc(b1-3)Gal(b1-4)Man,0.142
[RhaOMe(a1-4)]RibOP-ol(1-5)RibOP-ol,0.105
Fuc(a1-2)Gal(b1-3)[Neu5Gc(a2-6)]GlcNAc,-0.24
D-FucNAc(a1-4)ManNAcA(b1-4)GlcNAc(a1-3)Glc(b1-3)[Gal(a1-2)Gal(a1-2)]Glc(a1-3)Glc(a1-3)[GlcN(a1-7)LDManHep(a1-7)]LDManHep(a1-3)LDManHepOPPEtn(a1-5)Kdo,-0.084
Fuc(a1-2)Gal(bond)GlcNAc(b1-3)Gal(b1-3)GalNAc,-0.176
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc,-0.122
GlcNAcAN(b1-4)GlcNAcAN(b1-4)L-GalNAcAN(a1-4)GlcNAcAN,0.098
Man(b1-3)Galf(b1-3)Man,-0.119
Xyl(b1-4)Xyl(b1-4)[Araf(a1-2)][Araf(a1-3)]Xyl(b1-4)Xyl(b1-4)Xyl,-0.114
KdoOPEtn(a2-4)[Kdo(a2-8)]Kdo,-0.09
HexNAc(bond)Gal(b1-3)[Neu5Gc(a2-3)[GalNAc(b1-4)]Gal(b1-4)GlcNAc(b1-6)]GalNAc,-0.239
Neu5Gc(a2-8)Neu5Gc(a2-6)[Gal(b1-3)]GalNAc,-0.201
Glc(a1-3)[LDManHep(a1-7)]LDManHep4P(a1-3)LDManHep4P(a1-5)[Kdo(a2-4)]Kdo,-0.016
Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-2)Man(a1-2)Man1Etn,-0.183
Gal(a1-3)Glc(a1-3)Glc,-0.078
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc,-0.091
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.119
Gal(b1-4)Glc(b1-4)[GlcNAc(a1-2)LDManHep(a1-3)]LDManHep(a1-5)[Kdo(a2-4)]Kdo,-0.104
GlcNAc(a1-2)Glc(a1-2)[GlcNAc(a1-3)]Gal(a1-3)Glc(a1-3)[GalA(b1-7)LDManHep(a1-7)]LDManHepOPEtn(a1-3)LDManHepOPPEtn(a1-5)[AraN(b1-8)]Kdo,0.096
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc-ol,-0.129
Rha(a1-2)Rha(a1-2)Rha(a1-2)Glc(a1-3)GlcNAc6Ac(a1-2)Rha,-0.249
Gal(a1-6)Glc(a1-4)RhaOPEtn(a1-3)GalNAc(b1-3)Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-3)Man6PEtn(a1-3)Man6PEtn(a1-3)Man(a1-3)Man(a1-2)[D-AllN(a1-3)]Kdo5PGro,0.053
ManOPEtn(a1-3)[ManOPEtn(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.022
Glc(a1-4)Glc(a1-3)Glc(a1-4)Glc,0.005
Man(a1-3)Fuc(a1-2)Gal(a1-6)Gal(b1-6)Man,0.016
Fuc(a1-2)[Gal(a1-4)]Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-4)Kdn(a1-6)]GalNAc,-0.128
GalNAc4S(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,-0.123
[D-FucNAc(a1-3)]Rha(a1-3)Rha(a1-3)Rha(a1-2)Rha,-0.264
Gal(b1-3)GalNAc(a1-4)Gal(b1-3)GalNAc(a1-4)Gal(b1-3)GalNAc(a1-4)Gal(b1-3)GalNAc,-0.138
Gal(b1-2)LDManHep(a1-2)LDManHepOPEtn(a1-3)[GlcOP(b1-3)D-FucNAcN(b1-4)Glc(b1-4)]LDManHep,0.09
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]GalNAc,0.104
Gal(b1-3)Gal(a1-3)Gal,-0.122
Glc(b1-5)[Gal(a1-2)][Glc(b1-3)]Galf(b1-3)Gal(a1-2)[Gal(a1-6)]Galf(b1-3)Glc,-0.099
Gal(b1-4)GlcNAc(b1-3)Glc(b1-4)GlcNAc,-0.026
ManNAc(a1-3)Rha(a1-3)Rha(a1-3)Rha(a1-3)GalNAc1PP,-0.208
ManOP(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.081
GlcN(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[FucOMe(a1-6)]GlcNAc,-0.066
Man(a1-2)Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-2)Man,-0.159
Glc(b1-3)GlcN(a1-2)[Man(a1-3)]LDManHep(a1-3)[GlcA(b1-2)]LDManHep(a1-5)Kdo4P(a2-6)GlcN4P(b1-6)GlcN1P,0.089
Pen(bond)Pen,0.047
Man(a1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.064
Gal(a1-3)FucNAc(a1-3)GlcNAc(a1-3)Gal,-0.11
Neu5Gc(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc,-0.136
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.246
Rib(b1-3)Rha(a1-2)Glc,-0.21
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc,-0.047
Gal(a1-3)[Kdn(a2-6)]GalNAc,-0.293
[Abe(a1-3)]Rha(b1-2)Man(a1-2)Man(a1-3)[Glc2Ac(a1-4)]Gal(b1-4)Rha,-0.053
Glc(a1-6)Glc(a1-4)Glc(a1-4)Glc,0.04
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.343
GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.053
Neu5Ac(a2-3)[Glc(a1-2)]Glc(b1-3)GalNAc(b1-7)Neu5Ac,-0.058
Glc(a1-2)Glc(a1-2)[GlcN(a1-3)]Gal(a1-3)Glc(a1-3)[Glc(a1-7)LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPPEtn(a1-5)[Kdo(a2-4)]Kdo,0.038
Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,-0.047
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc,0.234
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-4)[GlcNAcOAc(a1-2)LDManHepOPEtn(a1-3)]LDManHep(a1-5)Kdo,0.131
Glc(b1-3)[Glc(b1-4)]Gal,-0.185
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)Gal,-0.037
Gal4S(b1-3)GlcNAcOS(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,-0.128
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.438
GlcNAcOMe(b1-2)D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-2)D-RhaOMe(a1-3)D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-3)D-RhaGro,-0.048
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)[GlcN(a1-7)LDManHep(a1-7)]LDManHep(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,-0.024
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-6)]Gal(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GalNAc-ol,0.001
"DL-3,9dGalNon5NAc7NAc-ulosonic(b2-3)FucNAm1Me",-0.225
Galf(b1-5)Galf(b1-6)[Man(a1-2)]Man-ol,-0.034
[Gal(b1-6)Gal(b1-6)]Gal(b1-3)Gal,-0.07
Man(b1-2)Man(b1-2)D-4dLyxHexOMe,0.406
GlcNAc(b1-2)Gal(b1-4)GlcNAc(b1-3)Gal(bond)[Gal(b1-4)Gal(bond)]Gal(b1-3)GalNAc,-0.45
[Man(a1-2)Man(a1-6)Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-2)]Man(a1-6)Man(a1-6)[Man(a1-3)Man(a1-2)Man(a1-2)]Man(a1-3)[Man(a1-3)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.071
Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-3)GlcNAc,-0.033
L-GalNAcA(a1-3)QuiNAc(b1-2)QuiNAlaAc(b1-4)GalNAcA(a1-4)GalOAc(a1-4)L-GalNAcA,0.373
GalNAc6PCho(a1-3)GalNAc6PCho(b1-5)Rib1P2Ala3Ala4Ala-ol(1-6)Glc(b1-3)D-FucNAc4N(b1-4)Glc1Gro,0.035
GalAGroN(b1-3)QuiNAc(b1-4)GalAGroN(a1-4)Neu5Ac,0.434
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc,-0.156
Kdo(a2-4)Kdo(a2-4)Kdo(a2-6)GlcN4P(b1-6)GlcN1P,0.206
Pse5Ac7Ac(a2-6)Gal(b1-3)GalNAc(a1-4)Pse5Ac7Ac,-0.01
Gal6S(b1-4)GlcNAc(b1-3)GalNAc,-0.026
GlcNAc(bond)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(bond)[Gal(bond)]GalNAc,-0.111
GlcA(bond)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcA(bond)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.333
Araf(a1-2)Xyl(b1-4)Xyl(b1-4)Xyl,0.048
Xyl(a1-2)Xyl(a1-6)Glc,-0.285
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(bond)[Man(bond)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.024
GalNAc(a1-3)Gal(b1-4)GlcNAc(b1-3)[GalNAc(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)GalNAc,0.088
Rha(a1-2)Rha(a1-3)Rha(a1-3)Rha(a1-2)Rha,-0.254
Galf(a1-2)Rha(a1-2)Rha(a1-3)Rha(a1-4)Gal(b1-3)Glc1Etn,-0.02
Gal(b1-4)GlcNAc6S(b1-3)GalNAc,0.065
GalNAcOS(b1-4)GlcA(b1-3)GalNAcOS,0.203
