motif,pred
[RibOAcOP-ol(5-6)]Gal(b1-4)[GlcNAc(b1-2)]Glc(b1-3)GlcNAc(b1-3)Gal,-0.046
Glc6Ac(b1-2)Glc1Pam6Ac(b1-4)Glc6Ac,0.157
GalNAc4S(b1-4)GlcNAc(b1-2)Man(bond)[GlcNAc(b1-2)Man(bond)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,-0.108
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.235
Glc(a1-6)Glc(b1-3)[Rha(a1-6)Glc(a1-4)]GalNAla,0.231
Rha(a1-2)[LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[Ko(2-4)]Kdo,-0.03
Rha(a1-2)[GalNAc(a1-3)GalNAc(b1-3)]Rha(a1-3)Rha,-0.004
Gal3S(b1-3)Gal(b1-3)Gal(b1-4)Glc,-0.128
[GlcAOMe(b1-3)]Rha(a1-3)Rha(b1-4)Rha(b1-4)Rha,0.061
GlcNAc(a1-2)Ery-onic,-0.309
[Col(a1-3)]Glc(b1-3)GalNAc(a1-3)[Glc(a1-6)]GalNAc(b1-6)Glc,0.158
Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-3)]Gal(b1-3)][Gal(a1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]GalNAc,0.03
D-Rha(a1-2)D-Rha(a1-3)D-Rha(a1-2)D-Rha(a1-2)D-Rha,-0.193
[Yer(a1-4)]GalNAc(b1-3)GalNAc(a1-3)GalNAc,-0.067
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,0.308
D-3dLyxHep-ulosaric(a2-6)Glc(b1-4)D-3dLyxHep-ulosaric(a2-6)Glc(a1-6)Glc(a1-6)Glc(b1-4)Glc(a1-5)Ko(a2-6)GlcN-ol,0.131
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAc,-0.125
Araf(a1-2)[Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)][Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,-0.061
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc,-0.002
LDManHep(a1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[GlcA(b1-7)LDManHep(a1-7)]LDManHep(a1-3)LDManHepOPPEtn(a1-5)[KdoOPEtn(a2-4)]Kdo,-0.075
Galf(b1-5)Galf(b1-6)Man-ol,0.124
Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(bond)Gal(b1-4)GlcNAc(b1-6)]GalNAc,-0.172
FucOMe(a1-3)RhaOMe(a1-3)RhaOMe,-0.002
Fuc(a1-2)GalOAc(b1-3)[Fuc(a1-4)]GlcN(a1-4)GlcA(b1-4)GalA(a1-3)Glc(b1-6)[3dLyxHep-ulosaric(a2-3)GalA(a1-3)Glc(b1-4)]Glc6Ac(a1-5)[GalA(a1-7)Kdo(a2-4)]Kdo,0.172
GalNAc(a1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-6)[Glc(b1-4)]LDManHep(a1-6)Glc(b1-4)[LDManHep(a1-2)LDManHepOPEtn(a1-3)][Glc(a1-6)]LDManHep(a1-5)KdoOPPEtn,0.021
Man6P(a1-2)Man(a1-3)[Man(a1-3)[Man6P(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.407
[GlcNAcOP(a1-6)Man(a1-2)]Man(a1-6)[Man(b1-2)[GlcOP(a1-6)]Man(a1-2)]Man(a1-6)[Man(a1-2)Man(b1-2)Man(b1-2)[GlcOP(a1-6)]Man(a1-2)]Man(a1-6)Man,0.197
[Col(a1-2)Gal(b1-3)]GlcNAc(b1-3)Gal(a1-3)GalNAc(b1-6)GlcNAc,-0.175
Fuc(bond)Gal(b1-4)GlcNAc(b1-6)[Fuc(bond)Gal(b1-3)]GalNAc,-0.231
[Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-3)]Gal(b1-4)[Gal(a1-3)]Rha(b1-4)Glc(b1-4)Gal,-0.039
Rha(b1-4)Glc(b1-4)[Rha(a1-3)][Glc(b1-6)]Glc(a1-3)RhaOMe,0.036
[Galf(a1-2)Man(a1-2)]Man(a1-6)Man,0.161
Rha(a1-3)Xyl(b1-4)Rha(a1-2)Xyl,-0.027
Gal(a1-3)[Fuc(a1-2)]Gal(bond)GlcNAc(b1-3)[Gal(a1-3)[Fuc(a1-2)]Gal(bond)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)Gal(b1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)]GalNAc,-0.109
Fuc(a1-3)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.238
GlcNAcOAc(b1-3)GalOP(a1-4)GlcNAcOAc,0.128
GlcA(bond)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.236
GalNAcA(a1-4)GalNAcA(a1-3)GlcNAc-ol,0.355
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,-0.156
GalNAc(a1-3)Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)GalNAc,-0.044
QuiNAc(b1-3)[Gal(a1-6)]GalNAc(a1-4)GalNAc(a1-3)GalNAc(a1-3)QuiNAc,0.02
Rha(a1-6)Glc(a1-4)[GlcNAc(b1-3)]Gal(a1-3)[Glc(a1-6)]GlcNAc(a1-2)Rha,0.05
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)DDManHep(a1-6)Glc(b1-4)[LDManHep(a1-3)]LDManHep(a1-5)Kdo,-0.048
[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Gal(b1-5)Araf(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc,-0.063
Glc(a1-2)Galf(b1-6)Gal(a1-6)Glc(a1-3)Gal,0.082
Fuc(a1-3)Glc(b1-3)[Gal4Pyr(b1-4)GlcA(b1-3)Gal(b1-4)]Fuc,0.235
Rha(a1-2)Rha(a1-3)Rha2Ac(a1-3)[Glc(a1-2)Glc(a1-4)]GlcNAc(b1-2)Rha,-0.134
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,0.06
Ribf(b1-4)[Gal(a1-3)]Gal(a1-2)Ribf,-0.219
GlcNAc(a1-4)GlcA6Ser(b1-4)GlcNAc(a1-6)GlcNAc,0.099
GalNAc(b1-4)[Neu5Gc(a2-3)]GalNAc(b1-3)Gal(b1-4)Gal(b1-3)[Neu5Gc(a2-8)Neu5Gc(a2-6)]GalNAc,-0.12
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,-0.092
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-4)[GalOS(b1-4)GlcNAc(b1-2)]Man(a1-3)[GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.199
Glc(b1-4)Xyl(b1-3)Rha(a1-2)Xyl,-0.129
Gal(b1-3)GalOP(b1-4)Man,0.024
D-RhaNAc(a1-2)D-RhaNAc(a1-3)D-RhaNAc(a1-3)D-RhaNAc(a1-2)D-RhaNAc(a1-3)D-RhaNAc,0.226
L-GulNAcA3NAc(a1-6)Glc(a1-4)L-GulNAcA3NAc(a1-4)L-GulNAcA3NAc,0.33
Gal(a1-6)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal-ol,-0.158
GalNAc4S(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,-0.035
Gal(b1-7)[Glc(a1-4)Gal(b1-4)]LDManHep(a1-5)KdoOP,0.054
[Rha(a1-2)Rha(a1-3)]Man(a1-6)Man(a1-6)Man,-0.131
Gal(a1-4)[Fuc(a1-2)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc-ol,-0.11
[Man(a1-3)Man(a1-2)Man(a1-2)]Man(a1-6)[Man(a1-2)Man(a1-2)]Man(a1-6)[Man(a1-2)]Man(a1-6)Man(a1-6)Man,0.017
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.085
Glc(b1-4)[Rha(a1-2)]Gal3PGro(b1-4)Rha(b1-4)Glc,-0.024
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,0.071
Fuc(a1-2)[Neu5Ac(a2-6)]Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-2)[Neu5Ac(a2-6)]Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.103
Fuc3Ac(a1-2)Gal(b1-3)GalNAc(a1-3)GalNAc(b1-4)Fuc3Ac,0.097
Rha(a1-2)[Rha(a1-3)]Xyl,-0.064
Gal(b1-4)[Gal(a1-6)]GlcNAc(b1-3)Gal,-0.088
Neu5Gc(a2-6)Gal(b1-4)GlcNAc6S(b1-2)Man(a1-3)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.078
[D-Ara(b1-2)Gal(b1-3)Gal(b1-3)]Gal(b1-4)ManOP(a1-6)Gal,0.025
Gal3Me(b1-6)Gal3Me(b1-3)[Gal3Me(b1-6)Gal3Me(b1-6)]GlcNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.238
Gal(bond)Gal(bond)GlcNAc(bond)Gal(bond)GalNAc,-0.202
Man(a1-2)Man(1-2)Man-ol,-0.1
Glc(a1-3)Glc(b1-4)[GlcA(a1-3)]Man(a1-4)Glc,0.192
[Galf(b1-2)]Gal(a1-6)[Xyl(b1-3)Man(a1-3)[Xyl(b1-2)]Man(a1-4)[GlcA(b1-3)]Gal(b1-3)]Gal(a1-6)[Galf(b1-2)]Gal(a1-6)[Man(a1-3)Man(a1-4)Gal(a1-3)]Gal(a1-6)Gal,0.077
GlcA(b1-2)[Gal(a1-3)]Man(a1-4)Rha(a1-3)GlcNAc(b1-4)GlcA,0.064
Gal(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-6)]Gal(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-6)]GalNAc,-0.205
Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.102
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)[Man(a1-6)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.147
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(bond)[GlcNAc(b1-2)Man(bond)]Man(b1-4)GlcNAc(b1-4)[Fuc(bond)]GlcNAc,0.156
GlcPGro(b1-4)[Glc(a1-6)Gal(a1-3)]FucNAc(a1-3)GlcNAc(b1-3)GlcPGro,0.217
GalPGro(b1-6)GalPGro(b1-6)GalPGro,-0.609
Gal(a1-3)GalNAc(a1-3)Gal(b1-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc,-0.001
Fruf(b2-1)[Fruf(b2-6)]Fruf(b2-1)Glc,-0.134
Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.279
Gal(b1-4)GlcNAc(b1-4)[GalNAc(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.251
Gal(a1-4)GlcA(b1-6)Gal(b1-4)Gal(b1-4)GlcNAc(b1-6)Gal,-0.164
Rha3PEtn(a1-2)Rha3PEtn(a1-3)Rha(a1-3)[Glc(a1-6)]GlcNAc(b1-2)Rha3PEtn,0.011
Gal3Me(b1-3)[Ara(b1-5)]Araf1Gro,0.035
Gal(b1-3)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.377
Rha3Me(a1-3)Man(a1-3)Rha(a1-4)Man(a1-3)Rha(a1-3)Rha(a1-3)Rha(a1-3)Gal,0.204
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.182
Glc6Ac(b1-2)Glc1Lin6Ac,-0.078
[ManNAc(b1-2)]Rha(a1-3)Rha(a1-3)Rha(b1-4)GlcNAc(b1-3)Rha,0.073
GalA(b1-2)Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,-0.182
Glc3Gc4Gc(b1-6)Glc3Gc4Gc(b1-6)Glc3Gc4Gc,-0.267
[Rha2Ac3Lac(a1-3)]Man(b1-4)Man(a1-3)GlcNAc(b1-4)Man,-0.16
Glc(a1-4)GlcNAc(a1-4)Glc(b1-3)[Glc(a1-7)DDManHep(a1-2)LDManHep(a1-4)]LDManHep(a1-5)KdoOP,0.038
Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc,-0.044
FucOMe(a1-2)Gal(b1-4)[Man(a1-3)]Man(b1-4)[Gal(a1-4)Fuc(a1-3)]GlcNAc(b1-4)[FucOMe(a1-2)Gal(b1-4)Fuc(a1-6)][Gal(a1-4)Fuc(a1-3)]GlcNAc,0.074
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,0.055
QuiNAc4NAc(b1-3)FucNAc(a1-3)FucNAc(a1-3)QuiNAc4NAc,0.258
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.08
D-FucNAcN(a1-4)GalAOAc(a1-3)GalA(a1-3)D-FucNAcN,0.049
GlcNAc(b1-2)Glc(b1-3)6dTal2Ac(a1-3)GlcNAc,-0.244
Gal(b1-3)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.375
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.231
GalNAc(a1-3)[GlcA(b1-4)]Fuc(a1-3)Glc(a1-4)Qui(a1-3)GlcNAc(a1-4)GalNAc,0.208
D-4dThrHexOAcN4en(b1-4)ManNAcAN(b1-4)GlcNAcAN(b1-4)GalNAc(a1-4)ManNAcA(b1-3)D-FucNAcN(b1-6)GlcN(a1-4)[GalA6N(a1-6)]Glc(b1-4)[GlcA(a1-2)[GlcN(a1-7)]LDManHepOP(a1-3)]LDManHep(a1-5)Kdo,0.249
Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-3)][Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]GalNAc,0.038
Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc1PP,-0.075
Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[ManOMe(a1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.065
QuiNAc(a1-3)Ribf(a1-4)Gal(b1-3)[Glc(b1-4)]GalNAc(a1-4)QuiNAc,0.102
Hex(bond)[GlcA(bond)]Hex(bond)Hex(bond)Hex,-0.007
GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,0.115
"3,6-Anhydro-L-Gal(a1-3)Gal(b1-4)3,6-Anhydro-L-Gal(a1-3)Gal(b1-4)3,6-Anhydro-L-Gal(a1-3)Gal",0.059
D-Rha(a1-3)D-Rha(a1-6)Man(a1-6)Man(a1-5)[GalAOP(a1-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,0.118
Ribf(b1-4)Gal(b1-4)GlcNAc(a1-4)Gal(b1-3)GlcNAc(a1-2)Ribf,0.248
Gal(a1-6)Gal(bond)Man,0.081
GlcA(a1-3)[GalOPyr(b1-4)]Gal(b1-3)Gal(a1-6)Gal(b1-4)GlcA,0.252
Glc(a1-6)GlcNAc1P(a1-6)Glc,-0.029
[Fruf(b2-3)]Glc(b1-4)Glc1P(a1-4)Glc,0.003
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHepOPPEtn(a1-7)]LDManHepOPPEtn(a1-3)[LDManHepOPPEtn(a1-7)]LDManHepOPPEtn(a1-5)Kdo,-0.207
ManOP(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.12
Neu5Ac(a2-3)HexNAc(bond)Gal(bond)GalNAc(a1-3)[Neu5Ac(a2-6)]GalNAc,-0.062
Rha(a1-6)Gal3Ac,-0.042
L-Dig4Me(b1-4)L-Dig(a1-3)L-Dig,-0.028
GalA(a1-4)GalA(a1-4)GalA(a1-4)GalA(a1-2)Rha(a1-4)GalA(a1-2)Rha(a1-4)GalA(a1-2)GalA,0.116
GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.142
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal3S(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.075
GlcA3S(b1-3)Gal(b1-3)Gal(b1-4)Xyl,-0.141
GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)][GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.352
Rha(a1-3)QuiNAc(b1-7)LDManHep(a1-2)[Glc(a1-6)]Gal(a1-3)[LDManHep(a1-7)LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[AraN(b1-8)Ko(a2-4)]Kdo,0.057
GlcA(b1-4)Gal,0.072
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(bond)[Neu5Ac(bond)Gal(bond)]GalNAc,-0.137
Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.28
Gal(a1-3)GlcNAc1PGro(a1-2)Gal,-0.161
Kdo(a2-8)Kdo(a2-4)Kdo(a2-6)GlcNAc(b1-6)GlcNAcOP,-0.295
Man(b1-2)Man(b1-2)Man(b1-2)Man,0.45
Man(a1-2)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)]Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.077
GlcA(a1-4)Rha(a1-4)Glc(a1-3)Rha,0.335
Rha(a1-3)Rha(a1-3)[GalNAc4Me(b1-4)]ManNAc(b1-4)Rha,-0.036
Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAcN,-0.047
Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)[Gal(b1-4)GlcNAc(a1-2)Glc(b1-4)][Glc(b1-3)]Glc(a1-5)Kdo,-0.114
Neu5Ac(bond)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)GlcNAc(b1-6)[HexNAc(bond)Gal(b1-3)]GalNAc,-0.163
"Gal(b1-2)Rha(a1-2)Rha(a1-3)[Glc(a1-6)]2,5-Anhydro-Man",-0.045
[Xyl(b1-3)Man(a1-3)[Xyl(b1-2)]Man(a1-4)[Xyl(b1-3)]Gal(b1-3)]Gal(a1-6)Gal(a1-6)Gal,-0.377
Gal4Pyr(b1-3)GlcNAc(b1-4)GlcA(b1-3)QuiNAc4NAc(b1-2)Gal4Pyr,0.133
GalNAcAN(a1-4)GalNFoA(a1-3)QuiNAc(a1-3)Rha(a1-4)GalNAcAOAcN,0.378
GlcNAc(b1-3)[Gal(a1-4)]ManNAc(b1-4)GlcNAc,-0.106
Gal(b1-4)GlcNAc(b1-2)DDManHep(a1-6)LDManHep,0.053
L-GulNAcANAm(a1-4)ManNAcA(b1-3)D-FucNAc-ol,0.139
Man-ol(6-1)Man4Ac6Ac,0.052
Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)[Glc(b1-3)Glc(b1-3)Glc(b1-6)[Glc(b1-3)Glc(b1-3)]Glc(b1-6)]Glc(b1-3)Glc,-0.339
[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc,-0.01
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-2)Man(a1-3)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.243
Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)[GlcNAc(b1-2)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.049
Gal(b1-4)GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.111
Man(a1-4)[Glc(a1-2)]Man,-0.065
[Glc(a1-6)]Man(a1-4)Fuc(b1-6)Glc(b1-3)Man,0.095
Man(a1-3)Man(a1-2)Rha(a1-2)RhaOMe(a1-2)RhaOMe(a1-2)Rha(a1-3)Rha(a1-3)Glc(a1-1)Glc,-0.243
Fuc(a1-3)GalNAc(a1-6)Man(a1-3)Fuc(a1-3)GalNAc,0.461
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAc(b1-4)Fuc,-0.113
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.085
GlcA(b1-4)GalNAc(a1-3)GlcNAc(b1-4)GlcA(b1-4)GlcA,0.25
Glc(b1-6)Glc(b1-6)Glc(b1-6)[Glc(a1-4)]Glc(b1-4)Glc(a1-6)Glc,0.073
Glc6P(a1-5)D-3dLyxHep2Me-ulosaric,0.026
[GlcA(b1-2)][Xyl(b1-4)]Man6Me(a1-3)[Xyl(b1-2)]Man(a1-3)[Xyl(b1-2)][Xyl(b1-4)]Man6Me(a1-3)Man6Me,-0.158
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc,-0.093
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.219
Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-4)Man,-0.073
"IdoA(a1-4)GlcNAc6S(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)GlcNAc(a1-4)GlcA(b1-4)2,5-Anhydro-Man-ol",0.456
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(bond)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(bond)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.068
GlcOMe(b1-2)[GalOMe(b1-4)]GlcOMe,-0.086
