glycan,mock_1,mock_2,mock_3,mock_4,PR8_1,PR8_2,PR8_3,PR8_4,x31_1,x31_2,x31_3,x31_4
{Gal(b1-4)GlcNAc(b1-4/6)}{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,2.463076797,2.598168076,1.961832477,2.467710001,1.61991763,1.7813594,1.370365169,1.603196677,0.760791185,0.59362595,0.564737876,0.459482329
{Gal(b1-4)GlcNAc(b1-4/6)}{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.444130802,0.404077454,0.401164609,0.466395483,0.199915943,0.174291137,0.170840648,0.165627716,0.055885119,0.062803996,0.071960089,0.046253594
{Gal(b1-4)GlcNAc(b1-4/6)}{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.150069268,0.204113112,0.173831798,0.107060346,0.089621565,0.095812609,0.033337903,0.059054283,0.006824329,0.00973384,0.029045792,0.049393532
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.249359055,0.461355315,0.299917826,0.25295386,0.130506231,0.089616886,0.095583514,0.135502578,0.056571251,0.049299711,0.031773885,0.034950141
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,4.3297997,4.952007577,4.555358101,3.998169403,1.784963328,1.651509031,1.60425773,1.916818862,0.349316273,0.270851209,0.336019059,0.29188097
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.79973385,0.808111631,0.840563813,0.797945941,0.193939673,0.146020592,0.157692448,0.172315946,0.041431441,0.015497027,0.015070195,0.015492272
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.225102801,0.29361383,0.254322564,0.176781158,0.084676856,0.084427567,0.004864966,0.08462006,0.014374732,0.118200723,0.124837217,0.05179961
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.013629957,0.045080547,0.005463449,0.005848544,0.012636216,0.053089886,0.037450757,0.068041897,0.01437077,0.038328256,0.058219649,0.061919387
{Fuc(a1-2/3)}{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.103527485,0.113684965,0.108789052,0.085346135,0.039510028,0.023123676,0.025009311,0.036866312,0.008045593,0.01495509,0.029039095,0.012930575
{Fuc(a1-2/3)}{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.098540993,0.096697904,0.073075944,0.089978848,0.019047279,0.031263312,0.027557639,0.043064626,0.033091044,0.016668941,0.027507793,0.010904761
{Fuc(a1-2/3)}{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.220432759,0.267087968,0.213651437,0.276945449,0.042465413,0.022303562,0.022352761,0.02341705,0.009120022,0.011516903,0.026390721,0.026756478
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.140037984,0.095667843,0.124024495,0.155063439,0.018530326,0.042352924,0.051121153,0.042640879,0.01011871,0.014242175,0.009295022,0.012114776
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.204254401,0.080222661,0.143517783,0.100186473,0.046436235,0.05072282,0.006298979,0.051211245,0.005545614,0.01707284,0.035214764,0.033521607
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,1.169344107,1.096529259,1.282720973,1.13621772,0.384019472,0.337159176,0.414296982,0.392005305,0.143693478,0.116179248,0.105570027,0.10301
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.71252578,0.820573362,0.890722213,0.696033015,0.503875953,0.59452706,0.547144413,0.419905491,0.210771624,0.119328064,0.062675211,0.0946933
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.12362666,0.075979655,0.085614746,0.072849663,0.028035692,0.03533095,0.055910091,0.060494477,0.079293695,0.193153219,0.034420474,0.021826925
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.060857802,0.066523621,0.075084255,0.078413459,0.025855819,0.009069307,0.014281855,0.002726865,0.014468915,0.008110562,0.002831019,0.007157621
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.592709985,0.68800365,0.662946135,0.455236077,0.473467143,0.577190036,0.658079426,0.461951605,0.73468196,0.608088924,0.639280432,0.781437922
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.185700379,0.130699584,0.123757377,0.113983823,0.033547256,0.026516071,0.067774494,0.047532686,0.047397356,0.026827963,0.024305275,0.107853646
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.082505192,0.04721075,0.050247221,0.070484818,0.025658467,0.064543778,0.000523609,0.008774173,0.00199403,0.010031673,0.021108905,0.027284641
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.068309235,0.077907284,0.09452348,0.041359479,0.03084863,0.030247165,0.021929577,0.017602448,0.03976109,0.046362055,0.008017039,0.017871996
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.026690277,0.024251864,0.004402845,0.01570782,0.01618866,0.014049253,0.002836152,0.002136899,0.005971476,0.004102357,0.002130826,0.005451946
{GlcNAc(b1-4/6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.106512733,0.086001323,0.110732191,0.089156519,0.501873883,0.354226197,0.287639808,0.244178478,0.415836583,0.467630431,0.304385455,0.348274896
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.337050862,0.303422118,0.380347635,0.337623656,1.575366367,1.715890252,1.554826286,1.397233509,1.544215234,1.603232243,1.32300206,1.478928321
H7N6F1,0.217754154,0.306113358,0.267162028,0.233771467,0.129243166,0.116998317,0.117064773,0.097704334,0.065140749,0.050801252,0.02241282,0.038111471
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.432941136,1.88138127,1.802697761,1.736140901,8.363275521,8.77930254,7.583986525,8.164710529,8.511411229,7.657163159,9.272884015,7.98585477
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.096598208,0.158077248,0.138596787,0.123688284,0.045844816,0.025311523,0.037945369,0.042411679,0.024761322,0.037173471,0.003107903,0.003136713
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,8.696462846,8.201671497,8.042538134,7.573436305,3.769999638,3.941524157,3.747216267,3.525286194,0.820594262,0.660031105,0.708066952,0.970137102
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.278664684,0.35322201,0.401851907,0.263999908,0.163598159,0.116298262,0.13641529,0.139993905,0.0467578,0.040113979,0.052334343,0.071688691
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.701395567,0.720986007,0.577045374,0.633743461,0.191135886,0.040339005,0.302498219,0.162607538,0.094198377,0.038954508,0.041852303,0.059534551
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,2.262869184,2.395039328,2.181580425,2.035429774,0.556262097,0.334035549,0.390729363,0.548912046,0.091613528,0.06196296,0.07406928,0.099177918
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.991852582,0.995953378,0.895048627,0.890672387,0.089917157,0.114048482,0.157237023,0.144899402,0.023863141,0.007267661,0.006081483,0.021397706
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.312590012,0.376820919,0.34951939,0.281444487,0.021534378,0.03566135,0.051844588,0.023982293,0.017784011,0.016141435,0.018738312,0.013413476
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.508228762,0.542863634,0.584339515,0.525941415,0.172560881,0.164458934,0.147531078,0.186750394,0.024855624,0.024416072,0.005936234,0.001250478
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.118915435,0.041771148,0.072828229,0.065114062,4.82E-05,0.005082412,0.018840788,0.010572628,0.00991262,0.004570818,0.002917086,0.000787503
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.011641977,0.010415083,0.011044791,0.033365527,0.012685204,0.002912583,0.010882804,0.004140301,0.004809062,0.009452533,0.000884214,0.001058737
{Fuc(a1-2/3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.027708145,0.015971452,0.036657862,0.030322451,0.162391126,0.161355522,0.137295034,0.219177947,0.219225248,0.22194855,0.253206175,0.176456658
{Fuc(a1-2/3)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.602798774,0.620696547,0.661427719,0.581160546,0.163650755,0.18498928,0.194492551,0.140332036,0.098610186,0.132441595,0.01137233,0.038181605
{Fuc(a1-2/3)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.047505774,0.019934279,0.026908713,0.090248231,0.006962682,0.001596122,0.006000984,0.010363813,0.016279961,0.012120909,0.002410696,0.003691778
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.066627947,0.100865007,0.113393121,0.082947819,0.021512929,0.021410788,0.02511562,0.020596617,0.009172331,0.011600339,0.003261154,0.002046837
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.112300956,0.151753779,0.144943073,0.184032102,0.020096587,0.012077865,0.007729824,0.032778709,0.005788797,0.013619369,0.003332157,0.003377854
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,2.489949795,2.712682639,2.494174769,2.753127364,0.657695056,0.722572236,0.676239165,0.669861218,0.12627827,0.158391253,0.089431475,0.134107607
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.080352953,0.039992959,0.066760277,0.048721821,0.05771313,0.026779252,0.103398092,0.003942773,0.029736461,0.010810455,0.056259591,0.018375584
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.385073008,0.293995459,0.398739438,0.21410742,0.107552075,0.132913839,0.06740589,0.220146791,0.007071054,0.01856022,0.014178646,0.021778858
{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.429174637,0.452932875,0.544619172,0.454436339,0.045098619,0.020522388,0.00375408,0.002399506,0.008041367,0.003470598,0.001134453,0.004255871
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.183926587,0.228305777,0.268151441,0.193893835,0.469768617,0.497147356,0.49308398,0.252602669,0.303044716,0.647589036,0.461817843,0.397261651
{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.721875283,0.674334444,0.716316728,0.947068752,0.284414804,0.202911471,0.437290112,0.26849793,0.035158719,0.122848942,0.090451947,0.013564817
{Neu5Ac(a2-3/6)}{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.134362837,0.249170226,0.169177311,0.121318202,0.022179959,0.018196517,0.007749594,0.012511013,0.011418335,0.006887391,0.020069504,0.017545836
{Neu5Ac(a2-3/6)}{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.322772154,0.655152129,0.511795511,0.588370734,0.078539177,0.041398,0.091287706,0.102465689,0.004182346,0.004095319,0.002005514,0.000727071
{Neu5Ac(a2-3/6)}{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.082415336,0.104719644,0.135250021,0.05626848,0.011878857,0.027807976,0.00470046,0.002670563,0.001646552,0.000350009,0.002420354,0.000805591
{Gal(b1-4)GlcNAc(b1-3)}Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.015472024,0.016985136,0.047206512,0.009697997,0.115664221,0.023745044,0.039542596,0.013897211,0.028889669,0.040446162,0.020456627,0.073803903
{Gal(b1-4)GlcNAc(b1-3)}{Neu5Ac(a2-3/6)}Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.236470463,0.23838882,0.239869209,0.1989172,0.064493823,0.077726026,0.15558152,0.116668478,0.028392335,0.020786163,0.032108508,0.032287569
