glycan,WT_1,ST3GAL1_1,ST3GAL2_1,ST3GAL3_1,ST3GAL4_1,ST3GAL5_1,ST3GAL6_1,ST3GAL1+2_1,ST3GAL4+6_1,WT_2,ST3GAL1_2,ST3GAL2_2,ST3GAL3_2,ST3GAL4_2,ST3GAL5_2,ST3GAL6_2,ST3GAL1+2_2,ST3GAL4+6_2,WT_3,ST3GAL1_3,ST3GAL3_3,ST3GAL4_3,ST3GAL6_3,ST3GAL4+6_3,WT_4
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0905057,0.1325155,0.2508135,0.0473584,0.1747153,0.2969075,0.164931,0.1992194,0.0431812,0.1070724,0.1580719,0.2012724,0.080097,0.0793281,0.1505146,0.0567882,0.2651381,0.0817688,0.1065021,0.1337844,0.0578036,0.1254291,0.0968945,0.0555485,0.1167963
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.5869207,0.9244526,0.6306535,0.9272932,0.5847983,0.5820814,0.6334646,0.7323793,1.2563913,0.6786029,1.1977515,0.4366531,1.6755649,0.6028745,1.0789433,0.5162224,0.5387762,1.1356029,0.6681387,0.9557727,1.4479735,0.7227791,0.6681382,1.0683867,0.7439709
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc1Cer,1.5604495,0.8042609,0.1698768,0.2662288,0.794046,1.1769128,1.7352395,1.4948416,0.945255,1.4495339,0.410702,1.3751898,0.2020042,2.9886506,0.568984,0.8841037,2.3580894,0.8791031,1.5802121,0.9139321,0.0999013,0.6076887,1.7375583,0.5883635,1.3854407
H4N2F1S1,0.0242349,0.0142947,7.19E-04,0.0246193,0.0108932,0.0130621,0.0214489,0.0151816,0.0105653,0.0253346,7.60E-03,0.014019,6.20E-03,0.0245211,6.13E-03,8.45E-03,0.0248481,0.0126338,0.0317266,0.0168796,0.0225276,5.90E-03,0.0229572,0.0115576,0.0295377
H4N2F1S1,0.0546464,0.0469073,0.0556888,0.0345168,0.0370496,0.0401647,0.0631329,0.0591596,0.037807,0.0545913,0.0258673,0.0306208,0.0584961,0.0470324,0.0634261,0.0446478,0.047669,0.035148,0.0436204,0.0342879,0.0420631,0.0208252,0.0430731,0.0351642,0.0263516
Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0655881,0.0890522,0.1478145,0.0711977,0.0615351,0.1135603,0.088985,0.1320347,0.1561447,0.0596898,0.1049337,0.0485347,0.1266242,0.0355206,0.1340439,0.0765506,0.0702513,0.1295821,0.053043,0.0795627,0.1272811,0.0515061,0.0675094,0.1035772,0.0532111
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.2094525,0.1945259,0.0786103,0.1041831,0.1056563,0.2353564,0.2584308,0.2440017,0.1514826,0.2184942,0.1094903,0.1173285,0.1444608,0.1867391,0.1376467,0.1583421,0.2938654,0.1726081,0.2408849,0.195381,0.0743009,0.0642077,0.2799086,0.1361329,0.2291904
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.066852,0.0869138,0.0186157,0.0922608,0.0360533,9.44E-03,0.1396605,0.2540559,0.2462797,0.0653929,0.0240131,0.0940529,0.1502665,0.3189745,0.0240852,0.0319837,0.1131907,0.227223,0.0653305,0.0966924,0.0847051,0.081241,0.355948,0.2757278,0.0620868
{Fuc(a1-2/3/4)}Gal(b1-3/4)GlcNAc(b1-3/6)Gal(b1-3/4)GlcNAc(b1-3/6)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0236663,0.0228338,0.1579131,0.0747422,0.0301155,0.0802375,0.0451232,0.0432553,0.0218835,0.0295087,0.0269438,0.0515457,0.0231105,0.0286024,0.0312561,0.0252068,0.0702497,0.0253999,0.0340136,0.0280581,0.0227304,0.0239667,0.0388427,0.0254782,0.0449336
H5N3F1,0.0118824,0.015568,0.0723942,0.0200695,0.0112493,0.0104662,0.0168922,0.0199072,6.37E-03,0.0125834,8.37E-03,0.0113037,0.0216737,6.45E-03,4.45E-03,0.0150637,3.91E-03,0.013269,5.45E-03,1.98E-03,0.0118033,4.66E-03,0.0231057,0.0123356,0.02685
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,1.5518434,1.6628314,3.5937069,1.3537555,1.3191228,2.0406669,2.097736,2.2279333,2.0618021,1.7863064,1.482409,1.0115501,3.8440139,0.657898,1.714796,2.6358734,2.4046824,2.0739649,1.7348883,1.6761281,2.5420151,1.2091026,1.6100375,2.3307806,1.8828622
Fuc(a1-2)Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-3/6)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,0.0567824,0.0445101,0.0288681,0.0378025,0.0370781,0.0778754,0.1977468,0.0591764,0.0213865,0.0495593,6.52E-03,0.1061665,0.0237145,0.4076202,0.0188006,0.051693,0.1785526,0.0214526,0.0696603,0.0336449,0.0353478,0.0144222,0.1948374,0.0342981,0.0520275
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.1740924,0.1916481,0.1426196,0.189622,0.1486971,0.1018181,0.1821661,0.1420494,0.2275978,0.1885497,0.1763755,0.1321644,0.4399955,0.205276,0.1909197,0.1235014,0.1278801,0.2350696,0.1937873,0.1764908,0.3310293,0.225366,0.1852121,0.2614211,0.1958711
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3/6)[Gal(b1-4)GlcNAc(b1-3/6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0595736,0.0538097,0.1195177,0.0322193,0.1702098,0.0791866,0.0794094,0.0957266,0.0326907,0.0636201,0.0924171,0.2531345,0.0208507,0.1851022,0.0798945,0.0253785,0.1064061,0.0413033,0.0506808,0.0467016,0.0112885,0.128773,0.0365445,0.0227336,0.0595836
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,2.1460122,2.2605227,0.8649989,1.0873984,2.3660432,1.224979,1.1854863,1.9347089,1.5729885,2.3199368,2.6998286,1.5582568,1.8291889,2.4071296,2.124044,1.1866132,1.577776,1.5633261,2.3261933,2.511508,1.229512,3.4373795,1.0519583,1.7380446,2.5945671
H5N3F2,0.0344718,0.0425439,0.0158199,0.0414534,0.0150017,0.0120237,0.030973,0.0204246,5.15E-03,0.0476318,7.00E-03,0.0221711,0.0140941,0.0228095,9.31E-03,0.0328128,0.0256812,0.0145035,0.0269605,0.0133699,0.018687,7.00E-03,0.0375203,0.026278,0.0236376
H5N3F2,0.013521,0.0164411,0.0103827,0.0434658,0.0104174,4.88E-03,0.0587702,0.0672348,0.0295847,0.0157697,8.24E-03,0.0189695,0.0158695,0.1325554,2.62E-03,0.0199513,0.0371225,0.0306806,0.0159536,0.0202243,0.0108878,0.0144455,0.1063681,0.0442796,0.0286607
H5N3F2,0.0249512,0.0296084,0.0183677,0.0350836,0.016894,0.0117001,0.056561,0.098304,0.0347563,0.0196268,0.0129123,0.0294038,0.0219376,0.1692002,9.59E-03,0.0158473,0.0469401,0.0368844,0.022257,0.0359681,0.0187021,0.0188993,0.1182,0.0470887,0.0277387
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.1776888,0.1397412,0.4965553,0.0908804,0.1132382,0.2858898,0.3621745,0.3501234,0.2127335,0.1720696,0.0905023,0.0918965,0.2496808,0.0760434,0.1342928,0.3189593,0.3089315,0.203857,0.1625436,0.1396488,0.1586417,0.069956,0.2383183,0.1929271,0.1544866
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.2919276,0.2169521,0.1632922,0.1272494,0.1063352,0.1795403,0.6680891,0.3932074,0.3461193,0.3359392,0.0704871,0.2295018,0.2891687,0.2892226,0.092402,0.4122975,0.5801365,0.3951778,0.3472203,0.2010423,0.1521933,0.092611,0.8597675,0.3454145,0.3517802
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.061474,0.0555203,1.2242529,0.05464,0.113759,0.3464597,0.2316055,0.2567331,0.0357228,0.0696348,0.0588348,0.1735302,0.1192439,0.039444,0.0826313,0.0776257,0.4108334,0.0650193,0.0695584,0.0612294,0.0743282,0.039991,0.0855037,0.049768,0.0862162
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.6568722,0.3616909,0.1278587,0.1725,0.3599474,0.3389155,0.497838,0.5340042,0.3207115,0.5976689,0.2329927,0.4780365,0.1565942,0.8278593,0.2702264,0.3133398,0.6702451,0.3386157,0.667511,0.395428,0.1026677,0.3344174,0.5544893,0.2573317,0.6528489
H5N3F1S1,0.0576006,0.0223818,2.86E-03,0.0187262,0.0244465,0.0304025,0.0369438,0.0388702,0.0172114,0.0387187,0.0116749,0.0313891,0.0132518,0.0483105,0.0156208,0.0236654,0.0412833,0.0136777,0.0507667,0.0251092,6.48E-03,0.0231589,0.027113,0.0216432,0.0471509
H5N3F1S1,0.0294674,0.0122444,0.0155803,0.0449422,0.0107394,0.0212078,2.62E-03,0.0260206,0.0143119,0.0213689,4.55E-03,0.0166048,5.74E-03,0.0401766,9.81E-03,0.015801,0.0476386,0.0157819,0.0316591,0.0208146,0.011309,0.0101061,4.00E-03,8.84E-03,0.017337
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3/6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0738596,0.0749682,0.3108275,0.0736926,0.0898704,0.1184599,0.1394313,0.1646525,0.0632701,0.0961664,0.0795421,0.1307005,0.1291279,0.0636537,0.0761121,0.0638643,0.1690167,0.0844622,0.0789969,0.0827186,0.0948566,0.0794828,0.0929278,0.0859114,0.0920276
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.239804,0.2255381,0.7999566,0.0934899,0.5152394,0.7237448,0.4435945,0.8162074,0.151783,0.2554398,0.3487125,0.6663126,0.1175499,0.2702411,0.3549793,0.1675772,0.8973156,0.1852757,0.2517913,0.2253868,0.0810979,0.3329827,0.1943287,0.116784,0.2693257
{Fuc(a1-2/3/4)}Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0906557,0.0669978,0.0328406,0.0331174,0.0352102,0.0559578,0.4162786,0.1266284,0.0568631,0.0772006,0.0152928,0.0657353,0.0283056,0.1803495,0.0166882,0.0862828,0.2472617,0.0652033,0.0854835,0.0509187,0.0120472,0.0179387,0.3982285,0.0470737,0.0725573
H5N3F3,0.0216311,0.030295,0.0334571,0.0493809,0.017314,0.0303377,0.0797512,0.042279,0.0322314,0.0167295,9.38E-03,0.0257672,0.0269388,0.035283,9.45E-03,0.0394105,0.0474624,0.0250559,0.0295021,0.0228532,0.0121491,0.0108888,0.0595908,0.0224124,0.0307398
H5N3F3,7.74E-03,0.0103244,0.0328145,0.0528563,6.12E-03,9.87E-03,6.96E-03,8.53E-03,5.00E-03,0.0162276,9.57E-03,5.01E-03,0.0121011,5.15E-03,3.55E-03,8.02E-03,4.18E-03,8.88E-03,9.82E-03,9.82E-04,0.0227885,6.78E-03,0.0144111,0.0129956,0.0194506
H5N3S2,0.0180878,0.0262783,0.0276831,0.043787,0.023949,0.0152108,0.0398053,0.0301425,0.0130953,0.0233333,0.0173968,0.0550157,0.0125878,0.0355779,0.0247253,0.0107889,0.0387761,0.0144307,0.0177869,0.0193019,7.01E-03,0.0383089,0.0299993,9.50E-03,0.0186435
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.1756982,0.210507,0.2799442,0.0309906,0.4443138,0.4307389,0.2880612,0.4322053,0.1017777,0.1840956,0.3328778,0.7634559,0.029517,0.4090218,0.314097,0.0788243,0.5104441,0.1272736,0.1919297,0.2192761,0.0152434,0.4656432,0.1200928,0.073024,0.1833683
H5N3F2S1,0.0869466,0.0487148,7.17E-03,0.0354236,0.0414879,0.033719,0.1110474,0.071821,0.0312628,0.0562662,8.72E-03,0.0642319,0.0213336,0.1719188,7.05E-03,0.0385827,0.0956924,0.0345505,0.0659638,0.0400307,5.36E-03,0.0166067,0.0902268,0.0234517,0.0509877
{Neu5Ac(a2-3)Gal(b1-3/4)GlcNAc(b1-3/6)}{Fuc(a1-2/3/4)}{Fuc(a1-2/3/4)}Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0680504,0.0337276,8.98E-03,0.0466578,0.0324933,0.0379407,0.1225725,0.0593404,0.0286354,0.0693498,0.0130669,0.0669748,4.39E-03,0.2257972,9.12E-03,0.0316339,0.1511246,0.030512,0.0911372,0.036585,0.0144746,0.0149344,0.1297638,0.0103807,0.0704159
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.8806915,0.5195093,0.1709022,0.3178403,0.4799586,0.4254889,0.6999283,0.8049016,0.4370393,0.80682,0.3139861,0.6314897,0.3484094,0.907642,0.3502467,0.3776965,0.8587024,0.4991547,0.9835816,0.6148518,0.2462637,0.4939505,0.8189078,0.4108011,0.9558465
H6N4F1S1,0.0273104,0.0285638,0.0871546,0.0363155,0.0166159,0.0143349,0.0305168,0.0241271,0.0375414,0.0256725,0.0192339,9.21E-03,0.0954191,0.0210149,0.0375517,0.0419479,0.0215344,0.036653,0.0235037,0.0441026,0.0531138,0.0281171,0.0230556,0.0467697,0.0159194
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-3)Gal(b1-3/4)GlcNAc(b1-6)]Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0896891,0.0964591,0.183049,0.0670111,0.1701108,0.1366704,0.1028465,0.2180748,0.0620505,0.1200245,0.1286379,0.1646846,0.1071212,0.0973058,0.1339166,0.0628662,0.1838058,0.0689698,0.1022944,0.1123446,0.074565,0.1514199,0.0622218,0.0764612,0.1313009
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,0.0316015,0.0185774,0.0230551,0.0239896,0.0168367,5.36E-03,7.18E-03,0.1175186,6.25E-03,0.0272291,6.25E-03,0.0323227,0.0166837,0.0136005,6.92E-03,0.02049,0.2445083,7.21E-03,0.0224506,7.27E-03,0.0244702,6.22E-03,0.0100476,0.0153721,0.0228108
H3N1F1S1,7.27E-03,0.0192301,0.0136313,0.0236006,9.98E-03,0.012275,0.0129913,6.10E-03,8.65E-03,0.0233755,0.0291385,0.1602415,8.72E-03,0.0890353,0.0532077,0.0263328,4.10E-03,8.83E-03,7.89E-03,0.0198075,0.0140912,0.0278581,3.99E-03,0.0113795,0.023847
H3N1F1S1,4.91E-03,0.0167976,0.0290444,0.0356172,9.48E-03,0.0267334,0.0164207,6.86E-03,8.86E-03,0.0342335,0.0126719,8.63E-03,7.49E-03,6.21E-03,0.0280997,0.0126372,3.15E-03,9.02E-03,0.0111903,0.0139971,0.0174967,5.61E-03,1.32E-03,5.24E-03,8.41E-03
Gal(b1-4)GlcNAc(b1-3)Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.1831068,0.203151,0.0977072,0.1514194,0.0856262,0.1998724,0.2269893,0.2137204,0.2263764,0.1715576,0.0935515,0.10155,0.2252677,0.1887862,0.1548271,0.116998,0.2396228,0.2128686,0.2005882,0.2271229,0.1511349,0.087516,0.3376428,0.2046849,0.1920459
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0367263,0.0535143,0.0377919,0.0767316,0.0232498,0.0107585,0.0975399,0.1323111,0.1642257,0.0449492,0.0188325,0.0651979,0.1194848,0.2021987,0.0109645,0.0259719,0.047402,0.141071,0.028213,0.047561,0.0618833,0.0511268,0.2352361,0.2170163,0.0446741
H6N4F1,0.0104915,0.0180937,0.1173437,0.0177023,0.0228214,0.0347578,0.0301832,0.0313801,0.0110296,0.012613,0.0218639,0.0264147,0.0291168,0.0212555,0.0188423,0.0159643,0.041361,0.0229574,0.018186,0.0151147,0.019712,0.0160904,0.0318057,0.0271374,0.0244864
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,1.6465607,1.9149186,3.9091877,2.0512869,1.2993169,1.5016663,2.2378759,2.1724706,2.3501443,1.9903901,1.5591874,1.0722819,5.1017299,0.7501445,1.7694818,2.9427779,1.8736325,2.5713823,1.8467241,1.963989,3.7561907,1.5089345,2.0198709,3.8169346,2.2124372
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.190829,0.2878541,0.1057579,0.257797,0.1947368,0.1209582,0.1818185,0.157851,0.3152077,0.2630503,0.234571,0.192602,0.7524655,0.2679611,0.2878196,0.1643739,0.0540844,0.3431711,0.2620317,0.2562951,0.6176756,0.3078133,0.2711355,0.499593,0.2836826
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.040724,0.0449197,0.1228498,0.0597782,0.0647281,5.57E-03,8.10E-03,6.81E-03,6.94E-03,0.0183914,0.0673386,0.1565162,0.0762043,0.0715417,0.0131729,0.0204782,0.0103524,0.0582219,0.0493931,0.0479848,0.0300844,0.0894232,0.0314263,5.96E-03,0.0429582
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,2.0749971,2.632917,0.893575,1.6299713,2.3459831,1.0806396,1.2147581,1.9406061,1.4842725,2.5155833,2.7466889,1.5091441,2.8499613,2.1512296,2.3449303,1.173301,1.3285178,1.50132,2.368446,2.666406,2.0356378,3.3863276,1.1416757,2.117345,2.8010111
H6N4F2,0.0307232,0.0414215,0.0144993,0.0315858,8.24E-03,0.0342847,0.0716004,0.0352567,0.0180692,0.0344509,0.0101351,0.0160085,0.0214837,0.0661843,8.80E-03,0.0267187,0.0604818,0.018164,0.0339716,0.0318289,4.67E-03,9.96E-03,0.0899739,0.0114452,0.0244182
H6N4F2,0.0218561,0.0257004,9.39E-03,0.0271483,4.27E-03,4.52E-03,0.0581575,0.061637,0.0431338,7.05E-03,6.54E-03,0.0239786,0.016046,0.1237871,6.90E-03,9.19E-03,0.030348,0.0352504,0.0202939,0.0220958,0.0175118,0.0147836,0.1022694,0.0315168,0.0163319
H6N4F2,0.0175427,0.0174907,0.0171865,0.0236608,7.95E-03,0.0203318,0.0322504,0.0354413,0.0248329,0.0315982,0.0122833,0.019793,0.0172652,0.088214,0.0354539,0.0120045,0.0229665,0.0281322,0.0211397,0.0214253,0.0149693,0.0178022,0.0838288,0.0284375,0.013241
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3/4)GlcNAc(b1-3)]Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.2081963,0.1661818,0.3475851,0.1034293,0.1100475,0.238146,0.3835651,0.3143298,0.2708775,0.2396165,0.0990554,0.1103901,0.3162672,0.0630559,0.1424989,0.3407397,0.3425548,0.237468,0.246255,0.1596225,0.2095914,0.0679378,0.2645948,0.2530583,0.2424119
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.2807789,0.2324175,0.200325,0.1679416,0.0869801,0.154181,0.4677696,0.2980947,0.383096,0.3053253,0.0797895,0.1702967,0.3710504,0.1831741,0.1014113,0.3648755,0.336456,0.4227499,0.2837095,0.1768719,0.2046454,0.0893068,0.661904,0.4123324,0.3345516
{Fuc(a1-2/3/4)}{Fuc(a1-2/3/4)}Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,4.15E-03,0.0187035,0.6151603,0.0526175,0.0118385,0.1499628,0.0108593,2.34E-03,5.65E-03,0.0149881,4.44E-03,3.41E-03,9.12E-03,5.85E-03,9.87E-03,0.0134674,0.1957233,9.03E-03,6.13E-03,1.00E-02,8.93E-03,5.91E-03,0.0110417,6.48E-03,2.46E-03
H6N4F2,4.99E-03,7.55E-03,0.0511168,0.0351757,0.0120352,9.12E-03,4.93E-04,6.69E-03,6.26E-03,0.0163078,0.0147099,6.62E-03,0.0134267,6.06E-03,5.51E-03,8.92E-03,1.81E-03,2.55E-03,0.0119046,6.96E-03,0.011632,7.06E-03,2.28E-03,0.020627,0.0119403
{Fuc(a1-2/3/4)}Fuc(a1-2)Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.1259763,0.0753516,7.95E-03,0.0683083,0.0264774,0.0645343,0.4341266,0.1539741,0.113373,0.1405363,5.12E-03,0.0895143,0.0463943,0.1556668,7.53E-03,0.1190321,0.2369953,0.1028133,0.1568314,4.51E-03,0.0166738,0.0232478,0.5414459,0.0859175,0.1344494
{Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3/6)}{Neu5Ac(a2-3/6)Gal(b1-3/4)}{Fuc(a1-2/3/4)}{GlcNAc(b1-3/6)}Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0827102,0.0754652,0.0741056,0.0743682,0.0590918,0.0631458,0.1127418,0.1073505,0.0755127,0.0945111,0.0536221,0.0673454,0.1098839,0.0690127,0.0714756,0.0708546,0.0998253,0.0810934,0.0793759,0.0711856,0.0728993,0.0606951,0.1258485,0.079063,0.0883979
{Neu5Ac(a2-3)}{Fuc(a1-2/3/4)}Gal(b1-3/4)GlcNAc(b1-3)[Gal(b1-3/4)GlcNAc(b1-6)]Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.6159617,0.4301656,0.1468185,0.386138,0.3095426,0.2952947,0.4924031,0.5396053,0.2918206,0.6327537,0.2227138,0.4353115,0.4524628,0.5846621,0.2984503,0.2810853,0.5184409,0.3156472,0.6526068,0.446543,0.2743421,0.3113875,0.6024872,0.3064352,0.6853257
H7N5F1S1,0.0251328,0.0136303,2.60E-03,0.0133051,0.0100624,8.05E-03,0.0123854,0.0169722,7.17E-03,0.0188044,7.10E-03,9.31E-03,0.0105448,0.02034,8.86E-03,8.06E-03,0.018911,7.36E-03,0.0255624,0.0122657,7.13E-03,0.0121016,0.011821,6.70E-03,0.0188866
H7N5F1S1,0.0345796,0.0520213,0.1133558,0.0517715,0.0389009,0.0264673,0.0792763,0.0582458,0.0570874,0.044242,0.0282629,0.0536168,0.0997079,0.0340891,0.0537325,0.030044,0.0496329,0.0619655,0.0491088,0.0441099,0.0800782,0.0495104,0.0718014,0.0907781,0.0566979
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0360382,0.0673154,0.1180435,0.0459739,0.0772838,0.0835151,0.0684171,0.0775482,0.0349098,0.048103,0.0797937,0.0872505,0.0562602,0.0426225,0.0672501,0.0200083,0.0787394,0.0456905,0.0433943,0.0527217,0.0601294,0.0559293,0.0375195,0.038811,0.0389365
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.6484635,1.4367888,1.4825817,1.4270686,0.5657285,0.7724635,0.7711925,0.7014117,1.5459902,0.7983226,1.1936941,0.6293191,2.3462027,0.8948083,1.1808166,0.6050785,0.522487,1.4477938,0.7577416,1.2762157,2.0064295,0.9076376,0.8977726,1.6902983,0.8965947
H6N4S2,0.0120206,0.0123968,8.23E-03,0.030954,0.0127691,0.0153625,0.0112755,0.0146834,6.52E-03,0.0292286,6.63E-03,0.0155256,0.0146038,0.0110925,0.0117341,0.0109231,0.0234303,8.92E-03,0.0161271,0.0113792,6.95E-03,0.018879,0.0136221,8.24E-03,0.0123226
H6N4S2,8.91E-03,8.38E-03,3.38E-03,0.0453562,0.0170837,5.83E-03,8.22E-03,0.015763,4.15E-03,6.96E-03,0.0101483,0.0182236,3.68E-03,0.016235,9.09E-03,0.0184182,0.0117766,4.80E-03,8.06E-03,8.95E-03,8.24E-04,0.0203318,3.71E-03,0.0277168,8.32E-03
