glycan,fungal_1,fungal_2,fungal_3,viral_1,viral_2,viral_3,viral_4,viral_5,viral_6,viral_7,viral_8,viral_9,bacterial_coagulase_negative_staphylococcus_1,bacterial_coagulase_negative_staphylococcus_2,bacterial_coagulase_negative_staphylococcus_3,bacterial_enterococcus_casseliflavus_1,bacterial_enterococcus_casseliflavus_2,bacterial_escherichia_coli_1,bacterial_escherichia_coli_2,bacterial_escherichia_coli_3,bacterial_escherichia_coli_4,bacterial_escherichia_coli_5,bacterial_escherichia_coli_6,bacterial_escherichia_coli_7,bacterial_escherichia_coli_8,bacterial_haemophilus_influenzae_1,bacterial_klebsiella_pneumoniae_1,bacterial_microaerophillic_streptococcus_1,bacterial_pseudomonas_aeruginosa_1,bacterial_pseudomonas_aeruginosa_2,bacterial_pseudomonas_aeruginosa_3,bacterial_serratia_marcescens_1,bacterial_staphylococcus_aureus_1,bacterial_staphylococcus_aureus_2,bacterial_staphylococcus_aureus_3,bacterial_staphylococcus_aureus_4,bacterial_staphylococcus_aureus_5,bacterial_staphylococcus_aureus_6,bacterial_staphylococcus_aureus_7,bacterial_streptococcus_agalactiae_1,bacterial_streptococcus_australis_1,bacterial_streptococcus_dysgalactiae_1,bacterial_streptococcus_pneumoniae_1,bacterial_streptococcus_pneumoniae_2,bacterial_streptococcus_pyogenes_1,bacterial_streptococcus_pyogenes_2,bacterial_streptococcus_pyogenes_3,bacterial_mixed_1,bacterial_mixed_2
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,4.626895079,6.377423034,5.421590781,3.532225705,5.99445422,6.222343897,2.197459205,2.370540759,3.352762138,2.490733822,2.305600518,3.305766232,1.71063471,2.434659608,7.537534816,4.74679221,3.756709079,2.02198634,2.24124149,3.47017287,1.539080427,4.089349576,2.29677322,1.819255856,2.874998948,2.046970791,1.008888422,3.09639936,2.761044574,4.190736912,3.198583494,4.279885947,2.619519073,2.767733986,4.395399945,2.326198185,1.583888697,6.492058425,2.955735417,6.092099428,4.585422653,3.00608101,3.527693267,3.86237705,4.605106713,4.640458164,3.129144157,1.44359533,1.44359533
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,2.014117022,1.929882371,1.617088486,1.003195251,1.931248861,1.985675787,0.444110794,0.55704869,1.522100265,1.086975063,0.745475298,0.916269174,0.551633071,0.585402551,2.185590424,2.253762843,1.201258546,0.462438368,0.966650865,1.428608728,0.683544941,1.077180996,0.823491152,0.779075198,0.856115639,0.544678028,0.248334579,1.425004081,1.199183577,1.002441147,0.888363741,1.15986419,1.202018439,0.794422307,1.855474655,0.405595061,0.29195987,1.644157255,0.660167219,1.404210608,2.017267854,0.540847125,1.167754299,0.979429996,2.203919467,1.255032285,1.23088466,0.713695325,0.713695325
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.622928527,1.222128701,1.034147536,0.704931003,1.149084364,1.223298346,0.497583657,0.527328372,0.785961252,0.623137725,0.776566483,2.314477146,1.632994181,1.039729651,0.465568624,0.640931821,1.511169742,1.28051148,0.479558033,0.752612952,0.554227102,0.79640042,0.5579511,0.638014003,1.696722923,0.646974689,0.406698539,4.300959352,2.508382466,1.094311659,0.858867704,1.056939528,1.62416875,0.7416154,2.327336815,2.007207725,0.577796349,1.355660001,1.114964255,1.082624744,0.526314716,3.570037516,0.860237567,1.152920762,0.754952476,0.797879587,0.777028632,0.526132694,0.526132694
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.136484605,0.073556017,0.586404064,0.395686629,0.144324414,0.235208923,0.209402272,0.426669534,0.294995933,0.236609701,0.154386214,0.215472466,0.111490259,0.122831026,0.299738616,0.316702545,0.320181808,0.197212201,0.215951255,0.279999316,0.271423857,0.336560735,0.337802636,0.246544778,0.399021427,0.201436155,0.20644573,0.180446726,0.198154711,0.249251679,0.14421037,0.245243186,0.444235349,0.300567016,0.342451235,0.124276955,0.167603826,0.187415584,0.211278052,0.350407326,0.193060232,0.236963927,0.211422499,0.352733467,0.326980649,0.231316134,0.258016995,0.258847693,0.258847693
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.717763211,1.804604452,0.983845812,0.780690367,0.403104951,0.62800728,0.178362057,0.311447824,0.67890164,0.554876726,0.470864038,1.067987254,0.157862654,0.501614503,0.883667094,0.715085771,0.51437837,0.195042546,0.260708243,0.292531761,0.557962668,0.295112237,1.001990303,0.200710649,0.520055904,0.292712376,0.095756705,0.375369068,1.088907713,1.169615733,0.596615144,0.327984204,0.675494607,0.42514878,1.90079107,0.094001683,0.304665373,1.556174524,0.441358366,0.527495898,0.38673222,0.505407468,0.81174567,1.004054492,0.342530478,0.43424087,0.403363369,0.529763941,0.529763941
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.923768099,2.046589528,1.587268605,0.946948338,1.544884711,2.129148883,0.550672489,0.810286898,1.284873411,1.056409191,0.754215617,1.205266556,0.609661179,0.656345761,2.01478201,1.338749023,1.042251685,0.461419573,1.122935402,0.842680899,1.035306188,0.731074708,1.012351267,0.661686921,1.447586712,1.013080084,0.315251263,1.322810753,1.182966845,1.628270399,0.938310621,1.103524807,1.227577848,0.805823997,2.437172644,0.275215265,0.654957477,2.421918188,1.100644848,0.773722552,1.297960879,1.048310652,1.270758898,1.319695757,0.926765681,1.018326904,0.95853774,0.632215586,0.632215586
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.540628433,1.356636672,0.771890897,0.682551131,0.606957986,1.041973353,0.523128271,0.323573781,1.852749205,1.351193246,0.811032039,0.577821151,0.324144394,1.360596349,0.858196586,0.897455316,1.157257521,0.210852727,0.423283365,0.517629603,0.439560679,0.760511274,0.726177342,0.449145061,0.611336125,0.41170645,0.154973676,0.641699132,0.604167075,1.116072271,0.736414168,0.37925781,1.336109223,0.453016671,1.81980625,0.120294677,0.492431585,1.305302368,0.42667281,0.761484573,0.121586652,0.333179007,1.584578492,1.349294898,0.515873853,0.771460232,0.847551841,0.373804808,0.373804808
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.351421214,0.734849173,0.61156111,0.340593679,0.415972491,0.538635497,0.244229817,0.208142714,0.771389648,0.600248087,0.443034166,0.436635566,0.231264743,0.522461637,0.361968693,0.434196081,0.486457316,0.217022094,0.283917373,0.265162053,0.434525391,0.347866082,0.341676991,0.247594574,0.507852203,0.284552656,0.108941145,0.238654919,0.537966122,0.723523187,0.379936813,0.298006726,0.436062034,0.284013646,1.254294594,0.080143354,0.329841685,0.623298798,0.3166202,0.548684872,0.091559592,0.299083697,0.859966359,0.778174488,0.308577261,0.338438717,0.515681374,0.328501607,0.328501607
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.59881194,0.888838501,0.794376398,0.688163583,0.530558589,0.748165997,0.723618399,0.73624152,0.717816731,0.644451325,0.606465088,0.684940095,0.426271552,0.897153168,0.557528901,0.760594076,1.099428001,1.132710812,1.036306057,1.241936515,1.042231982,0.756925025,0.548881588,0.65786566,0.942259413,0.779886978,0.819710542,1.171288673,0.76508375,0.623392338,0.749648205,0.803988415,0.960022806,0.722220324,0.765422166,0.483010555,0.567917848,0.612489884,0.737395038,0.677137227,0.555135256,0.573160111,0.746731814,0.698517975,0.750258578,0.819602168,1.168863416,0.74482307,0.74482307
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.171721042,0.276022509,0.215603553,0.220389287,0.110400898,0.137970576,0.216023478,0.235928573,0.133443698,0.109228724,0.074784084,0.132533893,0.121257938,0.191207691,0.313288996,0.114512997,0.149069801,0.134292208,0.09254458,0.194180876,0.149631683,0.111387005,0.229159274,0.101872281,0.2740882,0.124122617,0.114199853,0.100412123,0.136612421,0.207480914,0.139247606,0.094898882,0.205543216,0.152623993,0.124454027,0.122076746,0.104268334,0.264589401,0.197888862,0.213579663,0.129471517,0.154593794,0.099023273,0.181388016,0.269971502,0.108116131,0.223940572,0.232273569,0.232273569
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.160176771,0.55058424,0.350801031,0.35430135,0.67672865,0.60185333,0.398517168,0.333296319,1.359671435,1.162365318,0.349117045,0.392779107,1.212926166,0.754092431,0.391260653,0.25537535,0.820801172,0.313958503,0.33001589,0.154368755,0.276577302,0.686786542,0.302287718,0.449176555,0.359724518,0.517367791,0.71723354,0.408254903,0.260666253,0.574093454,0.636733236,1.004017062,0.74361506,0.364339769,0.342623996,0.145233696,0.637099365,0.437818285,0.93421514,0.282383475,0.564617486,0.791668165,0.264307957,0.269656885,0.298899974,0.27033549,0.308206012,0.324297516,0.324297516
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,5.388637815,7.545502929,4.668648062,3.889971457,2.968710561,3.88491447,3.082740978,3.462630532,3.547610631,3.659449647,2.026693022,4.561746944,1.64983235,2.418739758,3.615322062,3.579905462,4.992518019,3.362738761,2.866393542,4.814727784,2.233704821,3.401616478,2.822438032,2.445785082,2.723863657,2.276932618,1.875791726,2.365679844,5.473324309,3.688927132,2.91247484,2.813234351,3.304824506,2.294502851,5.7529256,3.010811587,2.341834357,6.508752702,5.260140679,6.410416879,3.249600829,4.30287074,1.763651364,3.132907452,5.697337464,3.754935565,4.306009998,2.179748071,2.179748071
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.293464065,0.784541498,0.668380908,0.522884731,0.500508333,0.516081962,0.705820597,0.290503751,0.554755602,0.529928967,0.298257954,0.50833755,0.496687466,0.418322815,0.422656166,0.609189662,0.504594188,0.466739944,0.821981319,0.608255748,0.552872846,0.436669055,0.61443743,0.449554482,0.932654877,0.503605211,0.564324171,0.546218554,0.57334903,0.675723063,0.540960601,0.805120765,0.806951134,0.298692885,0.425814835,0.263945417,0.383512034,0.741944954,0.492639063,0.864551013,0.374412119,0.419533517,0.426978201,0.909769411,0.762169085,0.477686032,0.814474497,0.469061924,0.469061924
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.978433622,1.730078891,1.361634392,1.052291096,1.687363477,1.775438792,0.797153517,1.006755866,1.256506207,0.842633504,0.584575154,0.645202111,0.641950392,0.537364554,1.670500682,1.057163487,1.163970249,0.866220586,0.951810646,1.453583586,0.654087595,1.14365324,0.600099383,0.910226312,0.772509145,0.793367933,0.595349042,1.100452532,0.58909677,0.798255215,0.590704327,1.392790585,0.81878393,0.578417822,1.033227564,1.262541564,0.520413561,1.54351069,1.431010492,2.032377347,1.77147759,0.830368319,0.558025653,0.780926089,2.432059447,1.268987124,1.159362372,0.588106618,0.588106618
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,7.802607289,6.095376429,9.44524632,7.038504745,10.74722977,9.409715547,4.696395177,13.53766742,15.02348126,10.85762441,6.442997987,5.200380713,10.949299,10.01989315,6.853599975,8.215524734,11.254492,6.821602669,17.58223289,11.74279317,10.85887205,9.092379222,7.020448081,10.9900917,20.2622162,7.702027754,10.10438912,8.707568102,5.854427939,7.137652346,9.000315566,10.22555817,20.62073339,11.07874627,7.575442862,8.428950328,11.28202792,7.317818266,10.54851444,7.48734047,5.485367798,13.77176192,6.086123561,8.92631757,8.140252842,11.00160669,11.49806477,6.309514459,6.309514459
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,31.97697257,14.54689817,29.13892156,45.02071449,41.8326861,34.29508313,52.72604335,47.12817488,32.81134228,42.19628352,48.64910323,37.97506422,55.45618338,41.53034917,25.97006611,35.09545031,32.98067193,50.8076399,39.2056486,40.03363593,45.78670428,40.82868999,43.69494271,51.24105403,32.04029796,51.74324168,52.10602219,40.55672767,36.95849559,31.40234788,42.84551332,40.98304673,32.9872727,46.56298335,17.35314392,55.22828859,45.03286842,20.163652,38.52412335,38.51873284,45.71080356,34.26090826,33.01750319,31.27323412,37.52372279,44.1026203,39.63467019,52.37005356,52.37005356
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,3.742711382,4.164072061,2.177618145,3.004532798,2.546187322,2.187828835,5.430448597,5.893466103,1.661996281,1.723193906,3.209653904,2.571597334,1.728108646,1.090164704,1.263568567,3.287000838,1.689050068,4.345611316,3.009387916,4.291642246,3.748472258,3.194707284,6.623752318,6.542753552,2.983557431,3.630030707,5.553572448,2.199509344,2.497731117,2.245724904,2.188646551,2.378789375,1.782466217,3.637879899,0.504474033,6.324286294,5.963265415,1.232158994,2.846375523,1.54311817,3.501729572,3.655868886,3.294368051,2.120396063,4.169463361,2.907664579,4.437741475,8.836590306,8.836590306
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.148245804,0.22198663,0.296615672,0.142339483,0.291040371,0.207519702,0.24001873,0.221734169,0.195236494,0.154414669,0.111423849,0.135205597,0.233846339,0.115385621,0.181115819,0.17589818,0.154059178,0.181685018,0.218794182,0.209486305,0.201666026,0.216508074,0.233268438,0.214578465,0.3114543,0.200161431,0.160307723,0.167007931,0.158936483,0.166190668,0.141240451,0.222020077,0.288287354,0.218593401,0.267114356,0.155816601,0.145019822,0.239742638,0.162896863,0.27376675,0.13021922,0.186322811,0.097482815,0.231927307,0.265711841,0.173795703,0.273238254,0.145259577,0.145259577
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.760661781,2.996509256,1.746769719,1.50018577,0.918118511,1.424174265,0.859035311,2.146285932,2.904606294,1.934512828,0.897669909,1.03879141,0.525913442,1.289871053,2.29204768,1.771356256,1.392286367,0.839882861,1.202155064,1.885178673,1.242298349,1.054223674,1.40179729,0.908725103,1.193289301,1.343226383,0.216435768,1.070530943,1.265144823,1.987206087,1.226528207,0.916985033,1.381318763,1.687049075,2.489532373,0.585882763,0.679365698,3.014988667,1.435156886,1.486942318,0.839602141,1.044320193,1.622514994,1.259144992,1.966453725,1.473357021,2.19521118,1.481014648,1.481014648
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.170309982,2.8550335,0.799830802,0.802650616,0.761680412,0.949082676,1.166563861,1.118184027,2.697844725,2.634459243,1.266807068,0.967600619,0.55716231,1.540290901,1.450521742,1.106046643,0.926676031,0.428327619,0.761605607,0.96143302,0.890128099,1.515383205,1.013657394,0.948554393,0.696564002,1.11851909,0.194903694,0.686854014,0.839132517,1.240320561,1.611205282,0.463011984,1.706172448,0.925768376,3.582880601,0.436129182,0.587066779,2.970333194,1.125928943,1.143368947,0.666593936,0.495844965,2.357226893,1.849324513,1.166051084,1.291131211,1.320791956,1.107083621,1.107083621
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.215342167,0.500090426,0.428671611,0.351433929,0.246744837,0.357106707,0.126094254,0.233072943,0.43974915,0.404281632,0.178754745,0.209077737,0.135784231,0.269547881,0.361355157,0.342808354,0.306325516,0.229228761,0.259693409,0.305982532,0.307997865,0.188164714,0.281433711,0.240697409,0.283395689,0.276118721,0.128906154,0.165053923,0.217143712,0.358386525,0.201461123,0.272280527,0.192870306,0.17419829,0.507703326,0.124724961,0.173055138,0.429081842,0.304517481,0.36771506,0.254031987,0.170878031,0.264698496,0.240866123,0.344494885,0.314337641,0.299596304,0.230593875,0.230593875
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.447915858,1.04845118,0.772113526,0.521311146,0.409629703,0.671945915,0.549215824,0.704285269,2.115095549,1.679027751,0.529011076,0.244176408,0.36618202,0.838800561,0.627436943,0.670656027,1.162246899,0.253283631,0.562329616,0.826259074,0.51029103,0.731328012,0.461899391,0.497908122,0.555949143,0.511083102,0.108956213,0.648438468,0.268920528,0.717036191,0.433501771,0.342466366,1.892350318,0.518820459,1.145721247,0.205196853,0.386744416,1.134581061,0.545097374,0.566624004,0.085374052,0.293688061,0.915151657,1.087379806,0.672592144,0.744679586,1.017209132,0.368930781,0.368930781
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.026625391,0.14000205,0.112798554,0.093470935,0.070550515,0.092849918,0.046176293,0.059398764,0.165044247,0.105372066,0.087142286,0.080016096,0.028763601,0.097201884,0.058128151,0.093544849,0.104498959,0.055505433,0.063343755,0.061815926,0.080173788,0.082910327,0.057586999,0.039094433,0.05256503,0.047646543,0.006870977,0.06118573,0.038040535,0.107521678,0.046870547,0.05314099,0.090803539,0.060381883,0.121769594,0.044561696,0.069469551,0.106394526,0.072972569,0.063251224,0.044046485,0.056572058,0.11218226,0.081164453,0.095863042,0.060410754,0.084794364,0.050458794,0.050458794
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.360532134,0.615802185,0.536572334,0.371960468,0.417610178,0.389714229,0.580361979,0.384077949,0.551091146,0.380029185,0.341020292,0.364026939,0.274092261,0.248930767,0.470967741,0.426994079,0.673941151,0.603918736,0.768452266,0.564248139,0.648970506,0.405832653,0.402463268,0.387427508,0.762743709,0.527869448,0.634058558,0.736594835,0.38110363,0.43345034,0.363607095,0.492830535,0.606918498,0.5138867,0.39708343,0.239792898,0.417030665,0.515656209,0.471056045,0.526418807,0.328071546,0.352967061,0.514241918,0.596335645,0.331943361,0.493748398,0.663780113,0.316656364,0.316656364
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.101078399,0.262655739,0.198448773,0.124907661,0.164444568,0.09541776,0.150817838,0.147018849,0.15655133,0.111286845,0.091560278,0.095766612,0.10534452,0.093739467,0.138939603,0.1911372,0.221672881,0.159573404,0.16896302,0.184583472,0.150358801,0.152928825,0.148678361,0.102008755,0.23721718,0.105483473,0.099162057,0.073760507,0.089796507,0.208876705,0.122356796,0.201697373,0.146464671,0.135381988,0.169305318,0.049181139,0.069757585,0.149515683,0.127212148,0.216383813,0.076061755,0.096738219,0.118311549,0.153358997,0.176052188,0.133481723,0.181861725,0.211020096,0.211020096
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.137927639,0.110334026,0.271322575,0.284626514,0.258832527,0.225902192,0.171237639,0.275890634,0.168679962,0.185073249,0.175102075,0.122454719,0.225080473,0.268434097,0.25191787,0.203963954,0.226564972,0.365294426,0.299397077,0.309511784,0.291664989,0.176032796,0.177383807,0.241757704,0.286304279,0.194958775,0.257420542,0.417107759,0.154090223,0.224001589,0.166470252,0.356312822,0.321222682,0.247202228,0.118048598,0.160137373,0.233787656,0.059574981,0.211010862,0.109101862,0.180281313,0.237079505,0.144304073,0.155768591,0.203926084,0.362870976,0.263639262,0.131841441,0.131841441
{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.662060213,0.178706218,0.939233489,0.805535521,0.705427165,0.795093655,0.780640228,0.502992716,0.781995016,0.77420563,0.746084076,0.628245952,0.62671127,0.892177458,0.312079454,0.508152875,1.113965294,1.287190244,0.756156084,0.88209688,0.844546924,0.551455664,0.251040572,0.994745452,0.567694897,0.781465561,0.829112931,0.976645475,0.713463265,0.802499793,0.484725619,1.890567703,0.704713497,0.735069017,0.2686692,1.225576064,1.243795133,0.177774582,1.055024623,0.213171111,0.871481464,1.715629783,0.227065747,0.520814306,0.59513249,0.792881737,0.716143595,0.171901665,0.171901665
