glycan,WT_1,ST3GAL1_1,ST3GAL2_1,ST3GAL3_1,ST3GAL4_1,ST3GAL5_1,ST3GAL6_1,ST3GAL1+2_1,ST3GAL4+6_1,WT_2,ST3GAL1_2,ST3GAL2_2,ST3GAL3_2,ST3GAL4_2,ST3GAL5_2,ST3GAL6_2,ST3GAL1+2_2,ST3GAL4+6_2,WT_3,ST3GAL1_3,ST3GAL3_3,ST3GAL4_3,ST3GAL6_3,ST3GAL4+6_3,WT_4
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.4297796,0.4462618,0.3625298,0.3740546,0.4253809,0.2337054,0.4557281,0.3815386,0.3388609,0.3207768,0.3507982,0.5184232,0.3693264,0.4847488,0.4683768,0.2850903,0.3052345,0.3761475,0.3011063,0.3652234,0.2749156,0.425697,0.4277198,0.3248816,0.3010419
Fuc(a1-3/4)[Gal(b1-3/4)]GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.9143327,0.7340632,1.4735231,0.9160562,1.0858205,1.5297321,0.9627437,1.1950682,1.1530716,0.9226042,0.9143392,0.8762662,1.0183449,0.7819065,0.7652439,2.3170036,1.4497611,1.1626419,0.9322113,0.6587397,0.9407325,0.6606184,0.6071495,1.4540555,1.2776972
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.4021095,0.2915963,0.3595589,0.1536476,0.5211727,0.3454146,0.4107148,0.1641738,0.4189041,0.3172561,0.1857413,0.3078282,0.4050226,0.5006641,0.2013055,0.3014189,0.2159105,0.2576512,0.2827297,0.0967531,0.1512835,0.4579956,0.3267926,0.3214669,0.4301585
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0325114,0.0812,0.1431062,0.0899204,0.1707915,0.0253157,0.0937278,0.0387127,0.1446438,0.0828865,0.0579733,0.0693558,0.0682024,0.0782533,0.0672321,0.0300789,3.52E-03,0.0887107,0.0153068,0.0406414,0.0796835,0.0857382,0.0565254,0.1253331,0.0290039
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,3.4370582,3.3365122,3.919293,4.1514435,3.6416771,2.2639872,2.3854474,1.7431228,2.8320312,2.6142201,1.968183,2.5951849,2.5808445,4.1356503,2.0432709,2.2076333,2.5163306,2.6557627,2.298671,2.047734,2.8211583,3.4686398,2.8270155,2.3517396,2.5318719
{Man(a1-2)}GlcNAc(b1-6)Man6P(a1-2)Man(a1-3/6)[Man(a1-3/6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0112972,0.0389807,0.0989174,0.0342933,0.0647103,3.15E-03,0.0633688,0.0778037,0.0455638,0.0442442,0.020599,0.0464546,0.0502307,7.91E-03,0.0534375,0.0424882,0.0238636,0.0354856,7.49E-04,9.09E-03,2.59E-03,0.0394418,0.0274877,0.07083,5.70E-03
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0253845,0.0185908,0.0283817,0.0133751,0.0302692,9.33E-03,0.0435771,0.016237,0.0580697,0.0273457,0.0210455,0.0475446,0.0375031,0.0677944,0.0237849,0.0319682,5.60E-03,0.0567347,0.0302133,0.0326125,0.0503332,0.0411231,0.0101434,0.0466574,8.16E-03
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0131259,8.22E-03,1.88E-03,1.21E-03,0.0169247,3.00E-03,0.020205,1.87E-03,1.05E-03,0.0139271,0.0112612,0.0163099,8.64E-03,0.0259186,5.70E-03,0.0453356,3.00E-03,0.0347825,0.0132187,2.66E-03,0.0128333,9.53E-03,2.37E-03,0.0186622,5.15E-04
Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.1458102,0.1396852,0.1874912,0.3232709,0.1878837,0.0873506,0.2779402,0.3228371,0.2386363,0.1531389,0.2783766,0.1922368,0.1567884,0.1523836,0.3642268,0.2644143,0.1715579,0.3927126,0.1536059,0.3421289,0.3408056,0.366075,0.2973831,0.2263528,0.129294
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0645504,0.0555992,3.96E-03,0.0239068,0.0748658,0.056313,0.0846508,0.0490839,0.0635933,0.0599429,0.0844812,0.1094292,0.0637447,0.0602675,0.0681765,0.026776,0.0462551,0.1283609,0.0219919,0.0564042,1.75E-03,0.0252618,0.0528593,0.107665,0.0434479
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Fuc(a1-3/4)[Gal(b1-3/4)]GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.4717937,0.5888419,0.7661969,0.369604,0.5714014,0.3373574,0.4623861,0.4638377,0.4519794,0.4364464,0.263246,0.3644514,0.5177625,4.43E-03,0.3477702,0.5579177,0.4818592,0.5187888,0.2942466,0.2855419,0.4737551,0.2661875,0.3116265,0.5326344,0.3863265
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,18.0991009,17.63934,17.5277921,17.416909,23.5486897,16.888972,11.5425019,9.2232155,19.4306775,14.8725219,12.6826753,18.1165743,15.1821713,33.2871987,11.2118531,11.8682018,13.9181217,16.6397422,15.1224794,14.0780453,17.820133,24.1091107,16.2376719,18.424289,17.320009
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.2087726,0.1026908,1.76E-03,8.70E-03,3.12E-03,4.79E-03,0.0878463,1.53E-03,2.50E-03,0.1357056,0.0520174,0.0274128,0.09693,3.46E-03,1.98E-03,0.0886946,1.38E-03,1.35E-03,9.41E-03,0.0370624,0.0417867,4.61E-03,6.52E-03,2.38E-03,0.2134803
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.7302703,0.4048912,0.3874855,0.0739243,0.5972937,0.4758816,0.4936276,9.01E-04,0.461866,0.7383211,0.1505313,0.2828729,0.3301516,0.7538753,0.1872652,0.3782403,0.3719106,0.4165489,0.6041608,0.1816417,0.2702514,0.6093159,0.651809,0.4922066,0.7160183
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.557657,0.2961134,0.235424,0.0750092,0.4522276,0.2627616,0.5223295,0.2401276,0.2207098,0.4220939,0.1251151,0.2066605,0.2246439,0.4271198,0.1320934,0.3035909,0.1522269,0.2658354,0.488416,0.1284436,0.1374985,0.3562423,0.6122059,0.3440275,0.5269232
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.4415143,0.1472482,0.0189273,0.0107431,0.1072666,0.1137,0.286278,0.0263917,0.0533888,0.3294416,0.0207374,0.0247358,0.0397792,0.0819122,0.0304966,0.3294117,0.1016808,0.057599,0.1881594,0.0198022,0.0266814,0.0310525,0.2101144,0.1619259,0.3814477
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-2)Man(a1-3/6)[Man(a1-3/6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0143173,0.0289179,0.0360203,4.88E-03,0.0801067,3.30E-03,0.0301355,0.0191422,0.1143555,0.0163542,0.0470036,1.58E-03,0.0899,4.39E-03,0.0184955,0.0156966,0.0196643,0.0725465,4.87E-03,9.16E-04,9.79E-03,0.0505523,0.0406562,0.082544,0.014227
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,1.177489,1.4193202,1.1917384,1.8911817,0.6105075,1.2450626,0.9903576,0.9892506,0.5166355,0.9929852,1.1217988,1.1338598,0.9791088,0.4495656,1.2500252,0.7365301,1.1829285,0.4782486,0.9085002,0.9644117,1.05768,0.4655465,0.9570222,0.370099,0.940567
Neu5Ac(a2-6)Gal(b1-4)[Gal(b1-4)GlcNAc(b1-4)]GlcNAc(b1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0398605,0.0835836,7.80E-03,0.0327908,0.0811812,0.0346879,0.0488799,0.0228784,0.0604016,0.0459685,0.0432101,0.078407,0.039553,0.1060028,0.0455997,4.28E-03,0.018415,0.0458144,0.015923,0.0542345,0.0657297,0.0725689,7.98E-03,0.0622237,0.0284723
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.3371352,0.4987293,0.5914385,0.5845054,0.3768985,0.6121886,0.3750407,0.1742424,0.4989816,0.4285695,0.1835444,0.3483295,0.3762134,1.0162922,0.2703052,0.2703248,0.2920093,0.3662625,0.2884449,0.2685909,0.4268445,0.3685706,0.4970059,0.4905445,0.5092574
{Fuc(a1-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0295895,0.0730704,0.2292273,0.0379136,0.2301173,0.0700456,0.197075,0.2133486,0.3199105,0.0725275,0.1147464,0.0945631,0.1826354,0.0857407,0.1209893,0.2047098,0.0996931,0.3074078,0.0152878,0.073865,0.1445567,0.1050524,0.0353482,0.3360416,9.53E-03
{Fuc(a1-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.2555601,0.1816088,0.4313789,0.0647019,0.2767349,0.0997771,0.225171,0.119784,0.4181145,0.293609,0.1615858,0.2023757,0.2488363,0.1183957,0.1140126,0.6308593,0.258118,0.3136341,0.1428975,0.0658616,0.1375577,0.0899503,0.0109044,0.4334304,0.2050561
{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0609744,0.0983784,0.1859252,0.1213829,0.1867298,9.40E-03,0.1141899,0.0686833,0.2091178,0.0868756,0.0255425,0.0614669,0.1349324,0.196637,0.0656823,0.0755853,0.029881,0.15268,0.0382791,0.0698845,0.0686,0.1708622,0.0719047,0.1309103,0.0741267
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,11.5657531,12.5599726,7.5503744,10.6368703,4.5259434,14.2556231,8.3561898,10.7290849,3.5190096,8.7920362,12.4421084,11.3876837,9.1001678,3.1345944,10.2543963,6.8363047,11.7857422,3.3077105,9.9415582,11.394937,10.5522472,4.1097014,8.6961655,3.1343198,11.0892757
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,2.7091415,3.0795497,2.9233105,1.833448,2.9789393,2.5504986,2.336184,1.8452029,2.7567697,2.1082433,1.4969356,2.6392385,2.4204405,3.4325711,2.8895426,1.7089648,2.6379731,2.5618996,2.4270956,2.6182567,2.532119,3.5224591,3.4589551,2.830818,2.6685042
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.8980183,0.4169182,0.1978166,0.1003273,0.1368264,0.5890669,0.5939616,0.2763361,0.0746151,0.5727011,0.3559514,0.1897736,0.3506379,0.0402075,0.276496,0.3396926,0.2740301,0.0760549,0.5104252,0.2426395,0.3444856,0.0555075,0.3630564,0.0853403,0.7169492
{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.1568929,0.2557183,0.2275348,0.2297581,0.1980832,0.1775779,0.2824286,0.4195644,0.2126729,0.1872057,0.3309171,0.2101053,0.2767236,0.082597,0.3018904,2.35E-03,0.1315012,0.1659791,0.1208848,0.3561233,0.2805618,0.0942344,0.1359709,0.1321343,0.0397286
{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.3654332,0.3239283,0.2901627,0.2302163,0.231999,0.1943966,0.31339,0.2316505,0.2728277,0.4269085,0.3975901,0.392991,0.2912854,0.1840744,0.2122819,0.5757978,0.1177062,0.2390486,0.4491413,0.2453728,0.1939214,0.0892182,0.1342415,2.79E-03,0.1876084
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.1228446,0.072741,0.0528971,9.18E-03,0.0801776,0.0648482,0.1426012,0.0214302,0.0823198,0.0943762,0.0129991,0.0315481,0.0497486,0.0763437,0.0406859,0.0665554,0.0292226,0.0843522,0.0936538,0.0290359,0.0330213,0.0734063,0.1526954,0.1132379,0.1068709
{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.9173731,1.0541841,1.7894604,0.9455433,1.9419178,0.9241148,0.8786381,0.7675304,1.8878276,0.8845589,0.7254658,0.9712683,1.0872498,1.939501,0.7798382,0.7351885,0.8077055,1.7691057,0.8656831,0.8741864,1.0121009,1.673437,1.0470387,1.4679171,1.1519829
{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.6645729,0.4620564,0.2921975,0.3135124,0.6299425,0.0876754,0.4714034,0.1955984,0.5588173,0.3587353,0.3267715,0.4741581,0.5548002,0.5409796,0.3051718,0.6119027,0.4190322,0.3461438,0.915012,0.2828544,0.3645683,0.5383032,0.5927106,0.9789853,0.6030896
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0914985,0.0635013,0.3539933,0.0746919,0.229089,4.14E-03,0.1347884,0.0796934,0.2472997,0.0790329,0.0259865,0.1437836,0.1126936,0.210278,0.0779577,0.1565405,0.0115437,0.3126295,9.25E-03,0.1108209,0.0464577,0.1800974,0.0710284,0.2404433,0.0725467
Neu5Ac(a2-3)Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.3612919,0.4920815,0.3993723,0.2095788,0.2528302,0.5777385,0.4088626,0.7298826,0.1705136,0.2500236,0.6065663,0.3333378,0.3347318,2.54E-03,0.578779,0.4395121,0.7221257,0.2982162,0.2889052,0.6208841,0.4427206,0.2491975,0.2885072,0.2092322,0.2942366
Neu5Ac(a2-6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0722446,0.0810393,0.1514247,0.0343429,0.1076651,0.088627,0.1079896,0.1223707,0.1425786,0.0608578,0.0523257,0.0534758,0.0851965,0.0507373,0.1269566,0.1063523,0.1318843,0.1293538,0.0682309,0.0909652,0.1187475,0.1468272,0.0923774,0.1536109,0.0849614
{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.1959336,0.2706652,0.3824608,0.2581799,0.2090579,0.1845237,0.2286314,0.1816424,0.2254107,0.2489428,0.209033,0.1910617,0.148883,0.2045828,0.1785894,0.1481248,0.1860843,0.1718313,0.1788631,0.2327323,0.1765214,0.1727875,0.1712652,0.1724549,0.2039163
{Fuc(a1-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,5.26E-03,0.0279782,0.1908786,0.0291031,0.1384281,5.88E-03,0.1394162,0.0692691,0.2913803,0.0309376,0.0121749,0.0471039,0.1340693,0.0429548,0.0680899,0.1433738,0.0211101,0.2659766,9.15E-03,0.0125172,0.0253451,0.1065166,0.0141433,0.2849097,8.37E-03
{Fuc(a1-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,2.41E-03,5.73E-03,0.0375977,5.61E-03,0.0345286,3.32E-03,0.0432639,0.0154687,0.1154971,0.0130133,0.0362129,0.0321344,0.0321371,4.86E-03,0.021,0.0633403,0.0281881,0.0998442,3.65E-03,0.0135799,0.0270855,0.0504682,0.0132603,0.1149839,3.43E-03
{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,9.31E-03,0.0234878,0.0604532,0.0109882,0.07003,3.78E-03,0.0110044,1.40E-03,0.0976557,0.0126618,1.72E-03,1.51E-03,8.49E-04,0.0448909,9.65E-04,3.44E-03,2.37E-03,0.0916238,2.21E-03,1.87E-03,6.46E-03,0.0613207,2.51E-03,0.0832084,3.85E-03
{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0156404,0.0154109,0.0604532,0.0109882,0.07003,2.78E-03,6.89E-04,9.25E-04,0.0156732,0.0192248,1.94E-03,1.83E-03,0.0125282,0.0153543,1.67E-03,2.17E-03,2.71E-03,0.0257169,5.13E-03,2.57E-03,2.33E-03,9.39E-04,4.48E-03,2.13E-03,2.08E-03
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Fuc(a1-3/4)[Gal(b1-3/4)]GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0855031,0.1170633,0.0749708,0.130867,0.0573309,0.0610169,0.2011744,0.311236,0.029451,0.1447202,0.2456594,0.1945634,0.1598066,7.59E-04,0.2257015,0.1303319,0.1079331,0.0425705,0.0674578,0.2254705,0.1694521,2.00E-03,0.0322041,0.0329715,3.71E-04
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.2693624,0.421594,0.2874258,0.2869739,0.2090565,0.2345222,0.3648205,0.3700335,0.1680421,0.4297238,0.403613,0.2732385,0.2537219,0.0940919,0.352919,0.4298668,0.1796167,0.1741275,0.3588009,0.3639596,0.1520567,0.0810985,3.83E-03,0.1541684,0.1426275
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,2.4599633,2.703556,2.7905096,1.7199754,2.2947283,1.9813664,2.4020191,2.5081089,1.9976352,2.6294021,2.6126596,1.9601078,2.1823834,1.541998,1.9864185,1.9517782,2.7035528,2.1172129,2.7964615,2.4470657,1.9833636,1.9840724,2.3390418,2.185653,2.5085619
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0147548,0.0307981,0.1003435,2.70E-03,0.0496422,5.51E-03,1.19E-03,8.54E-04,0.0522763,2.95E-03,5.08E-03,1.17E-03,0.0322006,0.0842905,1.68E-03,4.77E-04,1.76E-03,0.0498745,7.64E-03,0.0295754,0.0161356,0.1145922,0.0436022,0.0676434,1.73E-03
{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.1150019,0.1174966,0.2522196,0.0891263,0.1521085,0.0375533,0.2023215,0.2295211,0.2498949,0.1737298,0.1763611,0.1909721,0.1698772,0.063604,0.0783248,0.1992511,0.0575176,0.1819579,3.28E-03,0.1555793,0.0599416,0.1374903,0.1087943,0.2358279,0.0543721
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,7.08E-04,1.62E-03,3.84E-03,6.40E-03,1.46E-03,2.52E-03,1.84E-03,1.71E-03,1.57E-03,2.73E-03,0.0190047,1.46E-03,2.57E-03,2.15E-03,5.34E-04,2.63E-03,4.65E-03,8.71E-04,4.02E-03,0.022943,1.20E-03,1.27E-03,1.10E-03,2.01E-03,2.94E-04
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,2.46E-03,1.14E-03,2.31E-03,6.00E-03,9.34E-04,2.70E-03,0.0125245,2.21E-03,3.14E-03,1.47E-03,0.0245363,0.0199035,8.10E-03,2.50E-03,3.00E-04,5.67E-04,1.93E-04,1.17E-04,3.11E-03,0.0166554,2.27E-03,3.12E-04,4.70E-03,5.54E-04,1.83E-03
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,5.63E-03,1.33E-03,1.45E-03,0.045173,1.11E-03,3.34E-03,9.62E-04,1.73E-03,2.42E-04,3.86E-03,2.76E-03,3.95E-04,7.19E-04,1.27E-03,1.38E-03,2.37E-03,3.35E-03,1.82E-04,4.16E-03,2.41E-03,0.0474166,1.34E-03,4.74E-03,2.00E-03,3.16E-03
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)[Fuc(a1-3/4)[Gal(b1-3/4)]GlcNAc(b1-4/6)]Man(a1-3/6)[Fuc(a1-3/4)[Gal(b1-3/4)]GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.2009254,0.2556927,0.7337551,0.0929685,0.8948941,0.1573967,0.2412999,0.3230296,1.1318485,0.330944,0.2542663,0.1502107,0.3997327,0.2393013,0.2736533,0.3624024,0.2942904,0.7745123,0.3021117,0.1938649,0.3627718,0.7170397,0.360255,0.9271678,0.1923957
