glycan,10ca_eoc_a_0_N10_1,10ca_eoc_b_0_N11_1,10ca_eoc_c_0_N12_1,12_eoc_b_0_H1_1,12_eoc_b_0_H2_1,12_eoc_c_0_H3_1,14_eoc_a_0_I1_1,14_eoc_b_0_I2_1,14_eoc_c_0_I3_1,15_eoc_a_0_J1_1,15_eoc_b_0_J2_1,15_eoc_c_0_J3_1,16_eoc_a_0_K1_1,16_eoc_b_0_K2_1,16_eoc_c_0_K3_1,17_eoc_a_0_L1_1,17_eoc_b_0_L2_1,17_eoc_c_0_L3_1,18_eoc_a_0_M1_1,18_eoc_b_0_M2_1,18_eoc_c_0_M3_1,1_eoc_nbf_0_O10_1,1_eoc_nbf_b_0_O11_1,1_eoc_nbf_c_0_O12_1,20_eoc_a_0_N1_1,20_eoc_b_0_N2_1,20_eoc_c_0_N3_1,21_eoc_a_0_O1_1,21_eoc_b_0_O2_1,21_eoc_c_0_O3_1,22_eoc_a_0_P1_1,22_eoc_b_0_P2_1,22_eoc_c_0_P3_1,25_eoc_a_0_P10_1,25_eoc_b_0_P11_1,25_eoc_c_0_P12_1,26_eoc_a_0_B4_1,26_eoc_a_0_B5_1,26_eoc_c_0_B6_1,27_eoc_a_0_C4_1,27_eoc_a_0_C5_1,27_eoc_c_0_C6_1,28_eoc_a_0_D4_1,28_eoc_b_0_D5_1,28_eoc_c_0_D6_1,2_eoc_a_0_C1_1,2_eoc_c_0_C3_1,2ca_eoc_a_0_J10_1,2ca_eoc_b_0_J11_1,2ca_eoc_b_0_J11_2,2ca_eoc_c_0_J12_1,30_eoc_a_0_E4_1,30_eoc_b_0_E5_1,30_eoc_c_0_E6_1,31_eoc_a_0_F4_1,31_eoc_b_0_F5_1,31_eoc_c_0_F6_1,32_eoc_a_0_G4_1,32_eoc_b_0_G5_1,32_eoc_c_0_G6_1,34_eoc_a_0_H4_1,34_eoc_b_0_H5_1,34_eoc_c_0_H6_1,41_eoc_a_0_I4_1,41_eoc_b_0_I5_1,41_eoc_c_0_I6_1,45_eoc_a_0_J4_1,45_eoc_a_0_J4_2,45_eoc_b_0_J5_1,45_eoc_c_0_J6_1,46_eoc_a_0_K4_1,46_eoc_b_0_K5_1,46_eoc_c_0_K6_1,47_eoc_a_0_L4_1,47_eoc_b_0_L5_1,47_eoc_c_0_L6_1,49_eoc_a_0_M4_1,49_eoc_b_0_M5_1,49_eoc_c_0_M6_1,4_eoc_a_0_D1_1,4_eoc_b_0_D2_1,4_eoc_c_0_D3_1,4ca_eoc_a_0_K10_1,4ca_eoc_b_0_K11_1,4ca_eoc_c_0_K12_1,50_eoc_a_0_N4_1,50_eoc_b_0_N5_1,50_eoc_c_0_N6_1,51_eoc_a_0_O4_1,51_eoc_b_0_O5_1,51_eoc_c_0_O6_1,52_eoc_a_0_P4_1,52_eoc_b_0_P5_1,52_eoc_c_0_P6_1,53_eoc_a_0_B7_1,53_eoc_b_0_B8_1,53_eoc_c_0_B9_1,54_eoc_a_0_C7_1,54_eoc_b_0_C8_1,54_eoc_c_0_C9_1,55_eoc_a_0_D7_1,55_eoc_b_0_D8_1,55_eoc_c_0_D9_1,58_eoc_a_0_E7_1,58_eoc_b_0_E8_1,58_eoc_c_0_E9_1,59_eoc_a_0_F9_1,59_eoc_b_0_F8_1,5ca_eoc_a_0_L10_1,5ca_eoc_b_0_L11_1,5ca_eoc_c_0_L12_1,60_eoc_a_0_G8_1,60_eoc_b_0_G9_1,60_eoc_c_0_G7_1,68_eoc_a_0_H7_1,68_eoc_b_0_H8_1,68_eoc_c_0_H9_1,69_eoc_a_0_I7_1,69_eoc_b_0_I8_1,69_eoc_c_0_I9_1,6ca_eoc_a_0_M10_1,6ca_eoc_b_0_M11_1,6ca_eoc_c_0_M12_1,70_eoc_a_0_J7_1,70_eoc_b_0_J8_1,70_eoc_c_0_J9_1,71_eoc_a_0_B10_1,71_eoc_b_0_B11_1,71_eoc_c_0_B12_1,72_eoc_a_0_C12_1,72_eoc_b_0_C11_1,72_eoc_c_0_C10_1,73_eoc_a_0_D10_1,73_eoc_b_0_D11_1,73_eoc_c_0_D12_1,77_eoc_a_0_E10_1,77_eoc_a_0_E12_1,77_eoc_b_0_E12_1,77_eoc_c_0_E11_1,79_eoc_a_0_F10_1,79_eoc_b_0_F11_1,79_eoc_c_0_F12_1,7_eoc_a_0_E1_1,7_eoc_b_0_E2_1,7_eoc_c_0_E3_1,84_eoc_a_0_G12_1,84_eoc_b_0_G11_1,84_eoc_c_0_G10_1,87_eoc_a_0_H10_1,87_eoc_b_0_H12_1,87_eoc_c_0_H11_1,89_eoc_a_0_I10_1,89_eoc_b_0_I11_1,89_eoc_c_0_I12_1,8_eoc_a_0_F1_1,8_eoc_b_0_F2_1,8_eoc_c_0_F3_1,9_eoc_a_0_G1_1,9_eoc_b_0_G2_1,9_eoc_b_0_G2_2,9_eoc_c_0_G3_1,11_bod_a_0_J3_1,11_bod_b_0_J4_1,11_bod_b_0_J4_2,11_bod_c_0_J5_1,11cb_a_0_K9_1,11cb_b_0_K10_1,11cb_c_0_K11_1,12_bod_a_0_K3_1,12_bod_b_0_K4_1,12_bod_b_0_K4_2,12_bod_c_0_K5_1,13_bod_a_0_L3_1,13_bod_b_0_L4_1,13_bod_c_0_L5_1,14_bod_a_0_M3_1,14_bod_b_0_M4_1,14_bod_c_0_M5_1,15_bod_a_0_N3_1,15_bod_b_0_N4_1,15_bod_c_0_N5_1,16_bod_a_0_O3_1,16_bod_b_0_O4_1,16_bod_c_0_O5_1,17_bod_a_0_P3_1,17_bod_b_0_P4_1,17_bod_c_0_P5_1,19_bod_a_0_B6_1,19_bod_b_0_B7_1,19_bod_c_0_B8_1,1cb_bod_a_0_J9_1,1cb_bod_b_0_J10_1,1cb_bod_c_0_J11_1,20_bod_a_0_C6_1,20_bod_b_0_C7_1,20_bod_c_0_C8_1,21_bod_a_0_D6_1,21_bod_b_0_D7_1,21_bod_c_0_D8_1,22_bod_a_0_E6_1,22_bod_b_0_E8_1,22_bod_c_0_E7_1,24_bod_a_0_F6_1,24_bod_b_0_F7_1,24_bod_b_0_F8_1,24_bod_cc_0_F7_1,25_bod_a_0_G4_1,25_bod_aa_0_G6_1,25_bod_b_0_G5_1,25_bod_bb_0_G7_1,25_bod_cc_0_G8_1,26_bod_a_0_H6_1,26_bod_b_0_H7_1,26_bod_c_0_H8_1,27_bod_a_0_I6_1,27_bod_b_0_I7_1,27_bod_c_0_I8_1,28_bod_a_0_J6_1,28_bod_b_0_J7_1,28_bod_c_0_J8_1,2_bod_a_0_B3_1,2_bod_b_0_B4_1,2_bod_c_0_B5_1,30_bod_a_0_K6_1,30_bod_b_0_K7_1,30_bod_c_0_K8_1,31_bod_a_0_L6_1,31_bod_b_0_L7_1,31_bod_c_0_L8_1,32_bod_a_0_M6_1,32_bod_b_0_M7_1,32_bod_c_0_M8_1,33_bod_a_0_N6_1,33_bod_b_0_N7_1,33_bod_c_0_N8_1,34_bod_a_0_O6_1,34_bod_b_0_O7_1,34_bod_c_0_O8_1,36_bod_a_0_P6_1,36_bod_b_0_P7_1,36_bod_c_0_P8_1,39_bod_a_0_B9_1,39_bod_b_0_B10_1,39_bod_c_0_B11_1,3_bod_a_0_C3_1,3_bod_b_0_C4_1,3_bod_c_0_C5_1,40_bod_a_0_C9_1,40_bod_b_0_C10_1,40_bod_c_0_C11_1,41_bod_a_0_D9_1,41_bod_b_0_D10_1,41_bod_c_0_D11_1,42_bod_a_0_E9_1,42_bod_b_0_E10_1,42_bod_c_0_E11_1,43_bod_a_0_F9_1,43_bod_b_0_F10_1,43_bod_c_0_F11_1,44_bod_a_0_G9_1,44_bod_b_0_G10_1,44_bod_c_0_G11_1,45_bod_a_0_H9_1,45_bod_b_0_H10_1,45_bod_c_0_H11_1,46_bod_a_0_I9_1,46_bod_b_0_I10_1,46_bod_c_0_I11_1,4_bod_a_0_D3_1,4_bod_b_0_D4_1,4_bod_c_0_D5_1,5_bod_a_0_E3_1,5_bod_b_0_E4_1,5_bod_c_0_E5_1,6_bod_a_0_F3_1,6_bod_b_0_F4_1,6_bod_c_0_F5_1,6_bod_c_0_F5_2,7_bod_a_0_G3_1,7_bod_b_0_G4_1,7_bod_c_0_G5_1,8_bod_a_0_H3_1,8_bod_b_0_H4_1,8_bod_b_0_H4_2,8_bod_c_0_H5_1,9_bod_a_0_I3_1,9_bod_b_0_I4_1,9_bod_c1_0_I5_1,9_bod_c_0_I4_1
GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.171644797,0.133377577,0.197413328,0.187534478,0.204985667,0.352020375,0.165300387,0.203661703,0.209196324,0.155311176,0.17315372,0.226733347,0.186468778,0.237726328,0.255345967,0.103539733,0.090983111,0.097719445,0.09582453,0.091711941,0.138935497,0.251042257,0.265179151,0.243935591,0.140160332,0.111337922,0.169475825,0.177493682,0.208453886,0.226824824,0.109305422,0.103268869,0.188012529,0.236718202,0.429921338,0.348077623,0.09558703,0.128740183,0.129883793,0.169647539,0.190227634,0.163942592,0.038777464,0.05097127,0.04483063,0.122920028,0.153547848,0.323946241,0.428871437,0.428871437,0.316279795,0.049740743,0.038594628,0.055020664,0.167910523,0.103462972,0.118495219,0.210983268,0.224434678,0.202269762,0.14500419,0.195686946,0.254820072,0.275599021,0.236466765,0.242926475,0.232151692,0.254333678,0.227967782,0.260090439,0.249542786,0.218894988,0.27917751,0.097335173,0.117619629,0.097135354,0.087707177,0.110488558,0.103120595,0.04483261,0.047609329,0.042384074,0.320091669,0.122444793,0.290587048,0.351732029,0.44309024,0.315471334,0.188663563,0.27191461,0.235071698,0.216568965,0.20607154,0.331512646,0.206764584,0.274295536,0.281511638,0.099262012,0.08311786,0.074939272,0.292372808,0.275236111,0.238953653,0.14350436,0.234021814,0.123110019,0.167714268,0.148236358,0.1240864,0.126037332,0.091282886,0.159201574,0.196339413,0.183188831,0.230504284,0.248470435,0.170289128,0.075031295,0.069578183,0.068393978,0.201419608,0.156214204,0.132712687,0.24231231,0.215190523,0.279300874,0.072730614,0.08908736,0.098338982,0.075690381,0.093292515,0.095820505,0.302383673,0.452043193,0.431502314,0.169228487,0.162982986,0.128198843,0.100845493,0.173309032,0.200230063,0.142667752,0.071846686,0.069429103,0.080166494,0.153772234,0.20383449,0.143649728,0.264430773,0.138302481,0.212305574,0.131396124,0.149410236,0.088739216,0.194923826,0.163719814,0.215026453,0.137693319,0.143697338,0.154235189,0.165280401,0.553383098,0.390396331,0.374864822,0.428852525,0.119464831,0.136524308,0.129588256,0.330958076,0.305627949,0.374742088,0.234629113,0.132617341,0.150773235,0.144688441,0.30901138,0.381351742,0.351087559,0.290916009,0.227859864,0.31246869,0.445662192,0.28052356,0.357705628,0.496410713,0.275560939,0.248730326,0.225348291,0.276716568,0.364063939,0.182106424,0.243199018,0.144772769,0.417551156,0.342738539,0.244726059,0.237858805,0.267963446,0.182112505,0.130274078,0.117808643,0.159915461,0.279968052,0.294930881,0.412138095,0.288580774,0.094984217,0.164815155,0.097311065,0.207965931,0.196452558,0.188957811,0.220441,0.225347819,0.327040137,0.292381449,0.346726824,0.1762199,0.195618432,0.182049944,0.182342536,0.15760826,0.157185554,0.145065203,0.141921609,0.165963365,0.206701809,0.18905532,0.210139434,0.162152459,0.127103324,0.163436468,0.366552193,0.391145114,0.294485996,0.230320427,0.213998403,0.208349348,0.260820624,0.208488747,0.250648149,0.127650654,0.130128384,0.146166753,0.512300067,0.427636679,0.431705456,0.170596077,0.167979247,0.155307799,0.12834948,0.130593577,0.204154589,0.185910003,0.271681218,0.292109104,0.141144974,0.163698391,0.181982507,0.340936318,0.305756628,0.219439678,0.181995237,0.198332007,0.225955193,0.110459129,0.119112383,0.115028799,0.260007224,0.222118789,0.245477581,0.3980463,0.263603509,0.377096083,0.431874249,0.411999283,0.364100629,0.364100629,0.086294723,0.099119688,0.127227365,0.225990475,0.214257404,0.208402674,0.189474893,0.332060479,0.31560014,0.245480674,0.284190634
{Man(a1-2/3/6)}Man(a1-2/3/6)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,2.81004442,2.091401466,3.069975626,2.103238325,2.82356386,4.389639653,2.435136097,3.362069056,3.366931146,1.684773808,2.200849865,2.606153165,3.254696851,3.681931496,4.55663244,1.579536209,1.365130652,1.732753421,1.771262774,1.494114973,1.784839232,2.152927121,2.3822009,2.135961884,2.304882145,1.930677343,2.843132999,0.77790965,0.977518905,1.078246301,2.066967238,1.859144011,3.723726095,1.613475008,3.128212977,2.43946699,1.056981775,1.197103477,1.740921664,1.254765154,1.454075192,1.21345852,0.607295578,0.906331093,0.67042386,1.998292069,2.634911741,1.828925554,2.619167267,2.619167267,1.968380288,1.266847665,0.893777716,1.498574524,2.033658038,1.493863799,1.967805606,1.134329418,1.259119355,1.382393333,2.322215375,3.347923801,3.868667113,1.931364352,1.531793578,1.629620377,2.892947749,3.224735168,3.101210245,3.864773951,2.715031632,2.454082356,3.211642931,1.285389126,1.625306583,1.42322262,1.980757571,2.341114698,2.196529937,1.914874422,2.138698276,1.772987009,0.975765111,0.527296412,1.341944459,2.046627533,2.790087649,1.925154789,1.79065483,2.532318811,2.10454496,2.264872283,2.030439504,3.081755728,1.577397239,2.089633103,2.120045347,1.793932691,2.160009326,1.626317533,2.387331802,2.126730442,1.913117039,1.582090457,2.788585781,1.716175603,3.158543654,2.652260281,2.212300239,1.89838542,1.792986662,2.321380316,3.186320837,2.743544243,1.679293113,1.881495866,1.127953548,1.664173174,1.641408923,1.423589567,1.099975069,0.755902557,0.6327845,1.928935099,1.757502992,2.544825414,0.968318173,1.497965863,1.699163697,0.797784385,1.101584513,1.107783288,1.133077336,1.822740296,1.540037698,1.647805058,1.694299255,1.239203402,0.891053537,3.227391944,3.646800446,2.602141539,1.486658182,1.600528288,1.674067379,1.574388711,2.338499959,1.519803904,2.472545507,1.437830031,2.105239058,2.599605691,2.520717019,1.62996115,1.938660837,1.621582908,2.233103407,1.367221965,1.459457862,1.645745411,1.857585305,4.893634372,3.691313471,3.4958668,4.353974216,1.503129331,1.737981051,1.572202569,5.233666518,5.122276952,5.988672202,4.188679173,4.374933475,4.448938512,4.153333282,5.554731669,6.416942574,5.573697658,1.768855564,1.547918486,1.879828291,3.366644579,2.29211646,2.764561067,5.685711494,3.658870131,3.0031061,3.151746328,3.84793891,4.901486683,1.12714068,1.54731771,0.929286808,5.070948322,4.223901697,2.908238836,3.790435317,4.17028227,2.901612846,1.021652683,1.086277096,1.514643819,3.341940219,3.390373493,4.90981927,3.259275434,2.321948153,2.589276603,3.008823071,3.554109685,3.25407517,1.761427393,2.047044145,1.90560176,3.174239739,2.863865672,3.404661061,2.178864649,2.471651416,2.223601051,2.700865562,2.278110308,2.805497694,3.187755481,3.491419786,4.166386501,1.940634246,1.608617336,1.91477694,1.662960488,1.434178893,1.888770671,4.174073777,4.422259315,3.279774595,2.577000869,2.570644061,2.569831584,3.69986635,2.84692458,3.618599459,0.72863203,0.739568235,0.823512515,6.200253408,5.654257408,5.876800499,2.06687116,2.939351374,2.508510958,2.713809836,2.925734144,5.019499172,2.198121656,2.439507648,3.515789746,2.155453841,2.571675794,2.944447683,2.38634432,2.157435768,1.534945534,3.793087842,4.177686739,5.019750532,1.740509063,1.860551983,1.775747214,4.194755571,3.58226606,3.336458471,3.056403568,2.367411323,2.989653173,4.36001785,4.177156499,3.794866429,3.794866429,2.859116876,3.074234252,4.495414732,3.509585917,3.46345449,3.388808419,3.158408543,4.801766972,4.936511343,3.503428758,4.193554469
Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.207336091,0.162027301,0.211782359,0.220879854,0.258785357,0.388953728,0.219798013,0.262352992,0.271724211,0.171123394,0.19413048,0.229508694,0.237907,0.288164436,0.294975839,0.125761905,0.110647351,0.128424931,0.116859088,0.11127727,0.169003253,0.206287409,0.215682319,0.196282651,0.171737627,0.154247484,0.211273937,0.117309849,0.130673496,0.137281865,0.149531578,0.142689317,0.244726704,0.268126521,0.476280618,0.375317468,0.121306153,0.159313744,0.156759522,0.165008517,0.168139288,0.148388772,0.048234578,0.066103237,0.057233274,0.152642189,0.180861313,0.31686008,0.406513419,0.406513419,0.304442207,0.079189339,0.057843733,0.093104428,0.194276731,0.126335733,0.147834137,0.217876044,0.23516873,0.220050289,0.192571796,0.258521527,0.329673184,0.287559525,0.243196841,0.253305454,0.251448954,0.272849108,0.254693148,0.285391603,0.28503656,0.247479775,0.304845845,0.132343365,0.164466722,0.140089419,0.145867984,0.173571278,0.16965196,0.087357789,0.089811038,0.080056559,0.315197372,0.110614256,0.236750894,0.33894964,0.441690787,0.306142536,0.217320136,0.292493857,0.258792421,0.23179761,0.209943173,0.338759089,0.167959075,0.218305715,0.219742653,0.128478026,0.115029662,0.103231242,0.292829402,0.275240751,0.254526986,0.171529102,0.280472534,0.149872235,0.225382847,0.202325264,0.181163401,0.17695153,0.139152699,0.214723226,0.258108422,0.244728508,0.23019651,0.228763181,0.166397498,0.09778806,0.089556152,0.083529209,0.209174566,0.166326213,0.159288847,0.228375986,0.208589686,0.262230469,0.10154672,0.12293727,0.134629817,0.088337247,0.108923077,0.115886649,0.191557639,0.27181276,0.277273458,0.100958834,0.095082821,0.079714421,0.063090027,0.274684442,0.290559614,0.215849876,0.097715077,0.094949724,0.107529985,0.194667938,0.264672576,0.177467881,0.266620269,0.146199274,0.218785808,0.16600554,0.178639653,0.108986118,0.195697936,0.161188257,0.215020466,0.143661396,0.151924416,0.164413461,0.170503032,0.62314421,0.469491444,0.448193867,0.517700087,0.142146257,0.157858242,0.142238374,0.445324254,0.423159506,0.507028504,0.33000553,0.286729662,0.280227681,0.270760441,0.440109251,0.523815577,0.505882834,0.344236954,0.2716481,0.370176616,0.495034616,0.319281104,0.414191655,0.635204761,0.439540001,0.362129424,0.329987269,0.370702672,0.455569411,0.195197932,0.252340208,0.16262118,0.535708133,0.427156033,0.310080563,0.367794942,0.378927499,0.268958694,0.142288258,0.12791164,0.179757058,0.360362258,0.380374481,0.518421998,0.368145199,0.146468316,0.219336673,0.156371876,0.278706618,0.25369494,0.216329222,0.254097917,0.256382125,0.420455438,0.416981194,0.470531683,0.261156625,0.283396824,0.274686534,0.264714141,0.222013785,0.236923413,0.204482419,0.216821583,0.242861454,0.260665439,0.239008096,0.26318738,0.198231008,0.158153714,0.200148671,0.467658401,0.525484774,0.383779705,0.31354547,0.28067804,0.282323562,0.461838057,0.377807529,0.445912026,0.126052135,0.121249752,0.141642392,0.776513906,0.652814205,0.671547909,0.211780502,0.210575758,0.18765907,0.18173427,0.197044896,0.287465524,0.240473652,0.322082341,0.344741363,0.200497057,0.247519937,0.260847321,0.324267228,0.303860644,0.226796138,0.279385231,0.302219594,0.332892782,0.153028482,0.163000725,0.163250698,0.35662324,0.308734225,0.316305946,0.432070647,0.29487891,0.401507439,0.573688986,0.560480107,0.477406572,0.477406572,0.165080904,0.166184123,0.229579826,0.332917113,0.310290036,0.31269667,0.289375973,0.456927281,0.440813884,0.334780297,0.371804
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.363582916,0.291108999,0.339071599,0.624758073,0.814712534,1.045686282,0.265087752,0.317027515,0.319545578,0.184195074,0.200812132,0.215301484,0.326279838,0.377162794,0.363951299,0.255625728,0.218781473,0.255666392,0.123737897,0.120903423,0.159756265,0.265239399,0.28059331,0.248999568,0.272178465,0.251501803,0.305753803,0.15407467,0.187626585,0.211069902,0.190632109,0.180596732,0.275688164,0.420630054,0.660200945,0.571645746,0.123705544,0.156699648,0.15422235,0.139175117,0.141914484,0.129418982,0.050749362,0.068838849,0.061709459,0.192244302,0.218165439,0.184590033,0.214664565,0.214664565,0.174569509,0.110823252,0.075542173,0.125483858,0.225995765,0.148871465,0.150739254,0.190897757,0.239808756,0.224965627,0.363469378,0.476236453,0.55691125,0.438223217,0.381018687,0.393864338,0.246907777,0.279922902,0.241154928,0.276477106,0.488761342,0.515211061,0.576703954,0.20399281,0.260958224,0.214277148,0.108577159,0.126175625,0.125805861,0.087809881,0.088222172,0.08996582,0.266834294,0.091743333,0.170652061,0.583866724,0.722619715,0.505491596,0.940448596,1.134686715,1.004287511,0.459734314,0.415668097,0.580603061,0.320854537,0.390555595,0.403059067,0.232647604,0.248971506,0.195120444,0.356653266,0.33703151,0.322025417,0.146398265,0.201417159,0.122918587,0.258948727,0.248249625,0.154615268,0.159743161,0.122799605,0.380109693,0.385950205,0.381402658,0.516384528,0.476935248,0.343710847,0.189072532,0.168749882,0.16695202,0.203230887,0.163154756,0.15412126,0.274360015,0.262825011,0.307526466,0.087707015,0.095567791,0.097559278,0.101206732,0.137780316,0.128802523,0.215873525,0.284126978,0.27935867,0.256881117,0.219693523,0.184623846,0.149074276,0.201793201,0.226485195,0.163548381,0.108286428,0.114488433,0.127390717,0.149981365,0.20486255,0.14475687,0.292229828,0.198938047,0.265964238,0.255944396,0.282413233,0.180002412,0.245972777,0.204602163,0.259722268,0.316160714,0.331209448,0.363701375,0.371784747,0.632260238,0.454052968,0.451464886,0.465358268,0.126028715,0.138714514,0.120211779,0.403275785,0.391582501,0.416037727,0.316895874,0.180362196,0.182633769,0.185051758,0.439362032,0.481449488,0.491829498,0.387383339,0.325327019,0.405464582,0.353039984,0.241995686,0.324479872,0.394884192,0.285655068,0.251315631,0.328808715,0.315910929,0.361018711,0.134795936,0.163975113,0.116457011,0.285519752,0.232542425,0.186271045,0.302778418,0.306679242,0.248153613,0.177594607,0.17194393,0.215481834,0.236927228,0.265669531,0.305776362,0.24073108,0.100494695,0.168095308,0.100869798,0.191814872,0.182493862,0.203083514,0.232637336,0.239668506,0.246228665,0.243976585,0.275931069,0.313536784,0.345320877,0.322432139,0.185138566,0.16045995,0.146133152,0.264436009,0.285072428,0.290512896,0.112550677,0.115246855,0.123106904,0.219732685,0.176523238,0.211538171,0.246040506,0.274687062,0.215384065,0.284083795,0.2501534,0.242507643,0.477368669,0.434208157,0.446552114,0.159712733,0.152230919,0.169743701,0.477307033,0.387341519,0.382017062,0.38448158,0.423853094,0.37305129,0.828404088,0.920556861,1.259583539,0.45963199,0.530458079,0.560469855,0.510515456,0.608005923,0.589742367,0.355207835,0.362448204,0.298084712,0.457285996,0.484432225,0.51364108,0.181404606,0.193498512,0.19224832,0.636474226,0.554277855,0.547553458,0.550496277,0.4042863,0.481221258,0.535224147,0.545299656,0.45725604,0.45725604,0.113032989,0.109237872,0.13022242,0.308053736,0.29266262,0.287924389,0.271309686,0.307567938,0.294186525,0.246760196,0.260788474
Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,2.06109921,1.583091545,2.045554868,2.31182204,3.175088285,4.548393336,2.548864942,3.386347412,3.462451023,1.324633211,1.722219528,1.959325702,3.425477979,3.802533103,4.459257,1.985301758,1.681515261,2.065591885,1.852988803,1.644028239,1.792080366,1.85814613,2.015380094,1.764999977,2.399165348,2.128848522,2.953815274,0.680791869,0.888753895,1.019694344,2.231056465,2.01992024,3.649428712,1.610807768,3.039848866,2.355200454,1.39954449,1.479075166,2.168859377,1.247925885,1.39480244,1.161768202,0.624860896,0.925838184,0.722087216,1.664660524,2.109426705,1.068588644,1.40970254,1.40970254,1.14067088,1.464046577,0.977807786,1.750442886,2.114959535,1.651704346,2.201766212,1.225908531,1.281363014,1.441001649,2.179958719,3.062587132,3.497890127,1.935375299,1.56105939,1.670833383,1.872834256,2.053391516,2.021122856,2.456319265,2.915327967,2.718696741,3.428626295,1.366865504,1.716355323,1.510250907,2.230893933,2.631761744,2.539811542,1.979027051,2.145352064,1.907002277,0.944905524,0.561450894,1.070043399,2.065133653,2.770232466,1.897510968,1.802081593,2.408145709,2.039777524,2.217889086,1.999500455,2.903548276,1.471227397,1.851654133,1.890595473,1.099747517,1.323168925,0.993523851,1.726229264,1.527477913,1.409985991,1.522865649,2.419321606,1.640981052,2.492917702,2.131192473,2.362914194,1.935385313,1.976368834,1.915138992,2.408754327,2.20851863,1.461579234,1.499465285,0.935580744,2.184492348,2.050292777,1.90107881,0.889058991,0.60462483,0.535609021,1.684376303,1.622912291,2.24357907,1.203581267,1.804367731,1.942205423,0.705383462,0.977381109,0.974111457,0.976532664,1.474352525,1.220904586,1.153279911,1.122768547,0.828690526,0.632162126,3.423342175,3.800636306,2.723838409,1.371561096,1.504611323,1.555129338,1.445234285,2.202142707,1.38528229,2.275460626,1.41051071,2.045005095,2.642319761,2.588419749,1.748898301,1.653381858,1.384990299,1.867701925,1.366151011,1.471906684,1.663178497,1.790758741,3.808019874,2.817055888,2.715986318,3.222609061,1.184314588,1.341775874,1.130193042,3.751812566,3.850661854,4.296093097,3.161675072,5.393335251,5.136264257,4.937814379,5.994600323,6.787741164,6.268331477,1.774872559,1.60735998,1.812166549,2.801576466,1.952747884,2.413074907,6.00765766,4.774822719,3.855830318,3.371874189,3.826987156,4.527543805,0.658531508,0.863397289,0.570606325,4.428301941,3.641945181,2.672351972,3.809604669,3.985842647,2.926421274,0.888887553,0.942674697,1.267698174,2.59038693,2.613560379,3.521969621,2.519722064,2.107100217,2.811686185,2.627036629,3.701368597,3.367468689,1.250128931,1.481084477,1.356223795,2.758542096,2.506000016,2.962694802,1.707750424,1.930447224,1.787909901,2.665177553,2.282969878,2.743341227,2.669050507,3.307434938,3.426927868,2.065212651,1.741901777,2.073525964,1.64836103,1.475228137,1.833395122,3.154607523,3.483075304,2.629781679,2.881081066,2.790820533,2.73736727,3.338084389,2.706920325,3.322038861,0.735362885,0.761008186,0.837243203,6.857128958,6.163184704,6.475124067,1.526750989,2.032004287,1.747406751,3.003298775,3.323690094,5.283116683,2.223923197,2.395141273,3.117858651,2.013292403,2.422452242,2.568825671,2.134506361,2.023039199,1.498497668,3.507962043,3.817529119,4.386366413,1.766550187,1.892653695,1.812951367,3.25500621,2.807486204,2.591520267,2.991177518,2.35781258,2.851445098,3.758792669,3.691981741,3.219625024,3.219625024,2.720017054,2.744126569,4.034465804,3.140434703,3.089683304,3.123087272,2.908394449,4.043239489,4.233439539,3.036544503,3.553432404
