glycan,stage1_A21,stage1_A22,stage1_A23,stage1_A24,stage1_A25,stage1_A26,stage1_A27,stage2_B21,stage2_B22,stage2_B23,stage2_B24,stage2_B25,stage2_B26,stage2_B27,stage3_C21,stage3_C22,stage3_C23,stage3_C24,stage3_C25,stage3_C26,stage3_C27,stage4_D21,stage4_D22,stage4_D23,stage4_D24,stage4_D25,stage4_D27,stage4_D28,healthy_E21,healthy_E22,healthy_E23,healthy_E24,healthy_E25,healthy_E26,healthy_E27,healthy_E28
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.309758,0.131551,0.161066,0.0753751,0.234862,0.0643409,0.220953,0.130646,0.17826,0.18974,0.204799,0.264861,0.216473,0.199596,0.206673,0.267871,0.11143,0.247486,0.062246,0.448537,0.232325,0.0881731,0.226045,0.30525,0.145796,0.163322,0.188821,0.261751,0.0978536,0.137802,0.0879114,0.106315,0.132822,0.0904523,0.0264115,0.196801
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.170285,0.508334,0.348524,0.230825,0.236805,0.370316,0.434019,0.224334,0.329125,0.298512,0.377078,0.325911,0.280117,0.226436,0.269281,0.850276,0.434977,0.647786,0.176235,0.45473,0.586543,0.19474,0.278993,0.334823,0.23022,0.160528,0.657873,0.41246,0.278324,0.514591,0.217437,0.288952,0.35239,0.374554,0.387241,0.32536
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.23033,1.23174,2.40084,1.19913,1.9175,1.44973,1.00491,3.16578,1.13277,0.980287,0.978899,1.55052,1.16333,1.30772,2.14329,1.39247,1.12559,0.927693,2.11021,1.22023,1.33527,0.862038,1.8052,1.99832,2.4071,2.75889,0.900363,2.10609,3.56013,3.09154,3.12584,2.88395,2.24934,1.98602,3.86248,3.65291
Fuc(a1-3)[GalNAc(b1-4)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.159774,0.0606244,0.0505345,0.0647178,0.105396,0.0651758,0.0946896,0.0706834,0.114126,0.0565376,0.0877469,0.0678775,0.0751813,0.127766,0.0603113,0.0544503,0.205679,0.0373062,0.0523362,0.117842,0.163615,0.0428094,0.0548879,0.0570229,0.0249943,0.115127,0.139039,0.0783053,0.0812994,0.048345,0.0195822,0.0393925,0.0249328,0.0149568,0.0468911,0.0901498
Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0281659,0.0149818,0.065948,0.380176,0.188897,0.112781,0.186626,0.0118356,0.121426,0.0283908,0.108236,0.329153,0.044012,0.275552,0.123102,0.122344,0.15928,0.161481,0.212089,0.148745,0.17818,0.0970434,0.0500722,0.283661,0.115202,0.136998,0.0846141,0.225073,0.0471123,0.00802,0.0515703,0.0668194,0.0656164,0.0787461,0.0210819,0.00292
Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.777071,0.593475,1.05872,0.574202,0.685887,0.848556,0.716534,0.765221,0.527893,0.482887,1.10093,0.678352,0.712815,0.857684,0.425539,1.07145,1.30476,0.971803,0.514125,2.35806,0.557442,0.306338,0.800334,0.962345,0.514952,0.918026,0.474209,1.27011,1.61774,1.11478,0.851716,1.22967,1.55536,1.57699,0.931157,0.888472
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.162878,0.0784126,0.133524,0.0629614,0.177815,0.125782,0.157113,0.160426,0.105277,0.0546488,0.13655,0.137328,0.076822,0.114782,0.0948833,0.0576767,0.0652603,0.0730129,0.0751617,0.267078,0.103697,0.0624507,0.0843859,0.164242,0.182001,0.0907145,0.0495491,0.0886432,0.0995189,0.0910364,0.342226,0.133231,0.217691,0.20711,0.0571309,0.1159
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0435571,0.0540348,0.119375,0.173957,0.382161,0.111711,0.0868459,0.10083,0.286044,0.065327,0.144322,0.0926218,0.162646,0.914959,0.118699,0.105811,0.398693,0.148383,0.729536,0.0639513,0.737717,0.655108,0.0796345,0.147698,0.11278,0.0514987,0.186903,0.0576407,0.129625,0.0174286,0.0293153,0.0346532,0.093063,0.0941606,0.0424129,0.10688
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.163575,0.254192,0.0422707,0.169301,0.146038,0.0804727,0.115404,0.0475252,0.243122,0.68024,0.0902747,0.0800823,0.0484938,0.255756,0.108065,0.0782548,0.410439,0.0482624,0.0706151,0.0686517,0.599049,0.297476,0.0889689,0.0494347,0.0802367,0.027879,0.109035,0.0724837,0.0950349,0.0911032,0.0857801,0.0380831,0.0277205,0.0477267,0.0516119,0.0673941
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.394795,0.0757774,0.163084,0.248184,0.125267,0.118432,0.119869,0.163062,0.121549,0.142757,0.108194,0.20157,0.110949,0.116622,0.333595,0.287957,0.146279,0.124279,0.0778054,0.186735,0.151458,0.0681915,0.256043,0.15587,0.160925,0.244329,0.0962102,0.0917932,0.137668,0.073102,0.110532,0.0800367,0.0771741,0.105436,0.0695693,0.109426
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0879464,0.054969,0.101855,0.0252101,0.0984526,0.0808417,0.0613796,0.117725,0.0229806,0.0399106,0.0861684,0.0477481,0.0563459,0.101033,0.147385,0.0352951,0.0601208,0.0698139,0.0962991,0.020479,0.127063,0.0331259,0.037402,0.12332,0.13752,0.0496761,0.0510797,0.0927639,0.126702,0.113842,0.119758,0.106006,0.0560451,0.0948321,0.146607,0.13846
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.578035,0.181458,0.299504,0.31092,0.219816,0.393757,0.477828,0.179445,0.303376,0.303949,0.238839,0.448084,0.312332,0.297374,0.324688,0.355226,0.277935,0.245502,0.264581,0.451784,0.22793,0.155946,0.419959,0.396439,0.321085,0.542692,0.359672,0.261875,0.247507,0.182245,0.224209,0.261229,0.246815,0.236586,0.131427,0.13733
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.057299,0.0773874,0.138341,0.0977402,0.16147,0.177357,0.0850666,0.207079,0.0794626,0.116451,0.0661301,0.128224,0.0736933,0.159132,0.191616,0.105153,0.0940809,0.0861962,0.173296,0.0585045,0.109153,0.101673,0.141283,0.126575,0.238578,0.174981,0.0679649,0.129328,0.250763,0.476699,0.314793,0.459373,0.196701,0.254449,0.540219,0.509694
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.368916,0.355636,0.303502,0.456325,0.155664,0.238541,0.392477,0.397598,0.447114,0.507347,0.327588,0.242992,0.355006,0.36684,0.510939,0.316072,0.527886,0.283988,0.282991,0.243106,0.391136,0.646997,0.234281,0.309266,0.372005,0.322072,0.465007,0.297668,0.417006,0.386765,0.221231,0.346133,0.296693,0.247981,0.509844,0.337762
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0585284,0.0378531,0.0764559,0.0771953,0.0576562,0.104186,0.0550802,0.190272,0.0577491,0.0427416,0.0448751,0.0462335,0.0540898,0.0911974,0.107949,0.116818,0.0598011,0.0270743,0.0897065,0.0537648,0.0767321,0.0633994,0.103228,0.0651252,0.110721,0.174282,0.0544509,0.102399,0.222084,0.733296,0.140509,0.223278,0.104503,0.128878,0.629429,0.568309
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,1.01172,2.91754,2.76548,1.39435,2.78253,2.68362,2.83164,3.12742,1.72923,2.52039,2.73844,2.77189,1.56868,2.31486,3.27343,3.61544,2.20392,11.6216,1.3467,3.45046,3.73572,0.816642,2.69053,2.86745,2.65842,1.2759,6.33831,2.51724,2.52482,2.70941,2.93912,1.53319,3.96724,2.17344,2.37845,2.58231
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.230095,0.305595,0.487213,0.339456,0.528017,0.503195,0.3038,0.756724,0.234939,0.221885,0.188153,0.343228,0.262032,0.378538,0.479381,0.524765,0.22795,0.20033,0.49263,0.208603,0.260968,0.205358,0.320656,0.475835,0.616077,0.581621,0.224295,0.54145,0.83869,1.3245,0.859382,1.15655,0.633732,0.754367,1.65412,1.44341
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.216286,0.293017,0.265064,0.19346,0.207665,0.131533,0.192395,0.110637,0.305687,0.233711,0.159446,0.202114,0.425649,0.112804,0.281724,0.122662,0.193797,0.206853,0.340581,0.210017,0.194642,0.397535,0.174473,0.468013,0.198669,0.131287,0.216981,0.222012,0.249048,0.0551533,0.223573,0.309268,0.238237,0.231561,0.0644164,0.169795
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.199875,0.24478,0.240325,0.145175,0.131745,0.242074,0.120913,0.184157,0.129694,0.232425,0.228041,0.195448,0.0443808,0.180327,0.126936,0.194129,0.144398,0.0872532,0.217659,0.205973,0.165504,0.0786401,0.165584,0.196696,0.0892896,0.163584,0.261525,0.36485,0.141382,0.265328,0.21457,0.0883706,0.212751,0.238336,0.136436,0.0681366
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.379344,0.131574,0.323222,0.226023,0.216076,0.288591,0.227359,0.389189,0.15889,0.111115,0.499327,0.265682,0.193945,0.269839,0.188466,0.377802,0.155767,0.213438,0.142712,1.27987,0.169103,0.0467431,0.262249,0.673666,0.217534,0.250624,0.21628,0.233046,0.6564,0.247126,1.25416,0.959287,1.02575,0.857237,0.19903,0.389686
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.220784,0.841436,0.286834,0.178899,0.179517,0.16701,0.190606,0.305756,0.38188,0.734459,1.15837,0.59899,0.262175,0.362439,0.287942,1.23016,0.600294,0.946455,0.267444,0.901829,0.0980667,0.221297,0.554205,0.39598,0.403733,0.747255,0.525614,0.387776,0.717303,1.45727,0.388704,0.341327,0.537359,0.10263,0.456296,0.328583
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.32353,0.288502,0.228392,0.232322,0.398779,0.31365,0.0971863,0.352898,0.242072,0.1723,0.158277,0.328316,0.222899,0.246112,0.503624,0.308469,0.267889,0.101425,0.391713,0.0866243,0.143683,0.27989,0.316603,0.379132,0.349334,0.372838,0.150956,0.322586,0.423265,0.798402,0.413662,0.590727,0.352641,0.381129,0.828806,0.880072
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.313154,0.190456,0.0934857,0.376484,0.0694844,0.0334638,0.239778,0.0600862,0.148871,0.18042,0.119821,0.105308,0.17878,0.115858,0.232162,0.295014,0.143972,0.224927,0.0886793,0.204199,0.112003,0.146042,0.178294,0.110755,0.12668,0.108495,0.13524,0.162753,0.136018,0.112792,0.108039,0.0928958,0.0718419,0.0479071,0.0386243,0.0374094
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.38563,1.1083,2.08855,0.83218,1.20516,1.49141,0.832347,3.08493,0.990309,0.919795,0.839212,1.32551,1.04723,1.02116,2.20863,1.53566,0.986207,1.15202,1.31262,1.31366,1.08606,0.909432,1.26282,1.49234,2.37689,1.56375,0.970463,1.79056,2.34528,1.71587,2.6977,1.55586,1.4331,1.18829,1.92032,1.89741
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.40905,1.59011,2.96765,1.45334,2.82524,2.47879,0.787033,3.76493,1.1067,0.733627,0.969983,1.48716,1.56833,1.67,2.2792,2.02367,1.1475,0.721688,3.10369,0.852437,1.15339,1.18956,2.04891,2.66655,3.34987,3.74563,1.28836,3.46558,4.81386,5.82802,4.53889,6.14939,3.05865,3.43159,7.19329,6.44595
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.193143,0.293404,0.36128,0.290477,0.109773,0.333438,0.209108,0.166931,0.24702,0.179445,0.417852,0.272033,0.136574,0.308514,0.0768183,0.273315,0.477933,0.114811,0.437221,0.452617,0.156083,0.220137,0.257409,0.245554,0.109825,0.343458,0.233365,0.410446,0.254273,0.243257,0.294304,0.418955,0.0708641,0.451937,0.236577,0.153052
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0781179,0.139854,0.154832,0.147909,0.077748,0.147725,0.140711,0.161594,0.087464,0.0992218,0.142177,0.239548,0.0584673,0.14426,0.11477,0.196123,0.13975,0.110869,0.163033,0.180483,0.157015,0.0758841,0.135646,0.200002,0.1327,0.135071,0.117968,0.222769,0.146119,0.195651,0.247212,0.154132,0.190619,0.122167,0.105022,0.134829
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.125731,0.100387,0.112083,0.0605502,0.189541,0.0700399,0.0628874,0.051323,0.115563,0.0691813,0.105499,0.139972,0.0704095,0.132579,0.170184,0.0366146,0.138123,0.0883101,0.114721,0.193172,0.116819,0.0762606,0.117195,0.153122,0.109641,0.136939,0.0805901,0.149282,0.108576,0.132039,0.124528,0.113661,0.0493691,0.123924,0.115062,0.108406
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,3.66426,8.26268,8.23719,4.68963,7.6951,8.54311,7.06762,11.8552,7.18652,9.5033,12.0998,9.88016,5.22247,8.34298,6.80017,19.5373,8.97514,17.0294,5.60346,11.2014,5.00575,2.83038,14.1613,10.4045,7.76678,7.90678,9.45139,11.3509,9.44597,14.059,11.6211,8.65165,18.2541,11.1053,14.0233,12.2203
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.418733,0.584791,0.894661,0.367498,0.60995,1.05201,0.818085,1.49782,0.724332,0.860039,0.953227,0.743669,0.42057,0.609186,0.653285,1.31319,0.825895,1.32479,0.455673,1.185,0.388148,0.195183,1.06947,0.769477,0.807974,0.533045,0.826083,0.971989,1.19259,0.878903,0.944633,0.848003,1.5635,1.2516,1.57904,1.82058
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.159491,0.193537,0.529208,0.223892,0.382255,0.40047,0.105512,0.478006,0.154461,0.106754,0.0827859,0.249673,0.247826,0.251191,0.474227,0.411045,0.153259,0.118598,0.42164,0.107758,0.134785,0.172702,0.218888,0.355465,0.407112,0.344346,0.291817,0.427769,0.53813,0.885221,0.830307,0.750965,0.443139,0.558506,1.19173,1.13337
Neu5Ac(a2-3/6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.18337,0.43576,0.319552,0.777094,0.325681,0.397607,0.537556,0.237455,0.457421,0.48292,0.199062,0.470824,0.530461,0.478104,0.817705,0.714481,0.452641,0.542447,0.239542,0.641988,0.373247,0.414095,0.469542,0.380959,0.328411,0.524907,0.683338,0.410468,0.370386,0.14399,0.260885,0.209117,0.0690184,0.114894,0.0579844,0.295392
Neu5Ac(a2-3/6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3/6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.1948,0.0664011,0.0575627,0.121998,0.0321861,0.0302881,0.0648468,0.0277225,0.132997,0.115873,0.110103,0.141215,0.112916,0.0869807,0.234628,0.200139,0.127303,0.0450232,0.125599,0.195867,0.0424826,0.0334301,0.237731,0.103281,0.0822351,0.0508449,0.0972171,0.113368,0.0668331,0.0707642,0.0650032,0.0822931,0.0127122,0.0275082,0.0244299,0.0348067
Neu5Ac(a2-3/6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3/6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.248815,0.0651958,0.0618323,0.107236,0.026223,0.0394312,0.0175096,0.0397056,0.0855458,0.0296389,0.0290794,0.0985464,0.130675,0.0730351,0.1196,0.0822422,0.124811,0.0434567,0.0301337,0.0733265,0.0358548,0.0436709,0.172033,0.110418,0.0496214,0.0214801,0.107323,0.0845694,0.0675738,0.0244373,0.122014,0.0399895,0.00387,0.0799488,0.019773,0.0264599
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.25033,0.281087,0.319771,0.405156,0.16148,0.295259,0.214492,0.294516,0.326034,0.199496,0.283803,0.32466,0.119249,0.225317,0.178177,0.290741,0.329642,0.21412,0.18268,0.567632,0.173964,0.0701613,0.217518,0.416844,0.254367,0.175808,0.200996,0.354769,0.424001,0.483656,0.496039,0.428726,0.366577,0.369246,0.279341,0.277021
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0393363,0.0722954,0.0575951,0.0544518,0.069593,0.0938947,0.0948972,0.121765,0.0528949,0.0736716,0.0534233,0.086555,0.0685552,0.0801473,0.134481,0.092765,0.0849412,0.105355,0.0368904,0.115986,0.075966,0.0612218,0.146638,0.0892805,0.074644,0.0934583,0.0368575,0.0521178,0.0308116,0.0947769,0.094585,0.0785297,0.0827315,0.14629,0.062901,0.102454
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.104222,0.0545822,0.0897184,0.0678648,0.103582,0.0807411,0.0813736,0.0964245,0.0627324,0.101814,0.0647037,0.0895633,0.0530393,0.0391342,0.056193,0.0659203,0.0577272,0.0859462,0.118325,0.106834,0.0961209,0.0664114,0.0842522,0.0503518,0.0660572,0.0349367,0.103886,0.164194,0.0635422,0.0682212,0.123892,0.0775374,0.0673699,0.112024,0.0746328,0.0749372
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0698563,0.0730835,0.0259863,0.0474688,0.0239435,0.0267845,0.0659302,0.0488639,0.120311,0.297173,0.0191992,0.0175771,0.189906,0.088096,0.0356693,0.0431127,0.130623,0.0282587,0.0343814,0.0343563,0.121797,0.267652,0.0161348,0.0137269,0.0191332,0.0243527,0.0681493,0.048033,0.026089,0.0150002,0.0230672,0.0243799,0.00766,0.0263122,0.0303469,0.0280061
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.156431,0.278627,0.115389,0.100271,0.0904446,0.0473443,0.0802657,0.18385,0.155409,0.241955,0.462218,0.240276,0.198633,0.192046,0.13335,0.535416,0.255865,0.22991,0.100715,0.287995,0.0451053,0.113826,0.228713,0.186537,0.130713,0.254561,0.232756,0.139655,0.227334,0.428226,0.125967,0.137835,0.156468,0.0543348,0.140843,0.0825169
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.99865,0.761759,1.19153,0.557748,0.592046,0.895099,0.492557,1.34412,0.821306,0.783589,0.980639,0.863269,0.659951,0.631154,0.829728,1.05327,0.720367,0.825135,0.541241,1.01183,0.377913,0.423212,1.3396,0.714421,0.807353,0.901192,0.589031,1.1376,1.18283,1.1897,1.20062,0.795862,1.03927,1.01135,0.959001,0.772103
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.385507,0.369354,0.686876,0.307888,0.538045,0.828284,0.276622,1.50993,0.27042,0.221034,0.198967,0.369818,0.290497,0.341934,0.827851,0.34364,0.356692,0.310675,0.502431,0.257887,0.382299,0.365511,0.376396,0.421681,1.12518,0.659528,0.347873,0.638993,0.420695,0.796527,0.510168,0.430167,0.457538,0.517066,0.678291,0.708841
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.07726,1.16542,2.62515,1.01042,2.17404,2.42224,0.510698,3.26283,0.895861,0.63056,0.610557,1.10304,1.46252,1.06491,2.09868,2.22674,0.922751,0.537214,2.27402,0.503137,0.616447,0.987322,1.59737,2.4449,2.44684,3.21997,1.12161,3.01575,3.93397,4.96629,5.31983,5.33617,2.81731,2.97304,6.34879,5.14723
Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0482202,0.020639,0.0229886,0.0837275,0.116934,0.0615454,0.201063,0.0157926,0.0498944,0.0660347,0.211333,0.126358,0.0316145,0.0712335,0.0780647,0.105439,0.0870765,0.0803006,0.0389448,0.164573,0.040476,0.0230568,0.0760809,0.228425,0.0272152,0.0306773,0.0669986,0.0936102,0.171761,0.0313792,0.101237,0.187504,0.0674646,0.101079,0.0220716,0.0718979
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0545476,0.0579697,0.0517902,0.0792494,0.0427362,0.0924784,0.0659943,0.0423239,0.0497008,0.0393559,0.052495,0.0583086,0.0216715,0.0502358,0.0382365,0.0596207,0.0423948,0.0334796,0.0426873,0.0674005,0.0555395,0.0473847,0.0569716,0.0867547,0.0577387,0.0756334,0.0432383,0.0332149,0.0574176,0.0825058,0.0515058,0.0337144,0.0234609,0.0613171,0.0294253,0.0583049
