glycan,SC_160320_EC_2_NG,SC_300620_EC_5_NG,SC_300620_EC_32_NG,SC_300620_EC_34_NG,SC_300620_EC_37_NG,SC_160320_EC_39_NG,SC_160320_EC_42_NG,SC_160320_EC_43_NG,SC_160320_EC_45_NG,SC_160320_EC_55_NG,SC_160320_EC_64_NG,SC_300620_PA_51_NG,SC_300620_PA_56_NG,SC_300620_PA_63_NG,SC_300620_PA_71_NG,SC_300620_PA_83_NG,SC_300620_SA_9_NG,SC_300620_SA_11_NG,SC_300620_SA_15_NG,SC_300620_SA_23_NG,SC_300620_SA_27_NG,SC_300620_SA_38_NG,SC_300620_SA_44_NG,SC_300620_SA_49_NG,SC_300620_SA_60_NG,SC_300620_SA_62_NG,SC_300620_SA_81_NG,SC_160320_SV_8_NG,SC_160320_SV_47_NG,SC_160320_SV_57_NG,SC_160320_SV_69_NG,SC_160320_SV_75_NG,SC_180320_HV_9F_NG,SC_300620_HV_11F_NG,SC_300620_HV_14F_NG,SC_300620_HV_18F_NG,SC_300620_HV_21F_NG,SC_300620_HV_22F_NG,SC_180320_HV_24F_NG,SC_180320_HV_26F_NG,SC_180320_HV_30F_NG,SC_300620_HV_35F_NG,SC_300620_HV_41F_NG,SC_180320_HV_49F_NG,SC_300620_HV_52F_NG,SC_180320_HV_59F_NG,SC_180320_HV_64F_NG,SC_300620_HV_79F_NG,SC_180320_HV_87F_NG,SC_180320_HV_89F_NG,SC_300620_HV_90F_NG,SC_180320_HV_1M_NG,SC_300620_HV_2M_NG,SC_180320_HV_6M_NG,SC_300620_HV_8M_NG,SC_180320_HV_10M_NG,SC_300620_HV_12M_NG,SC_180320_HV_28M_NG,SC_180320_HV_34M_NG,SC_300620_HV_39M_NG,SC_180320_HV_44M_NG,SC_180320_HV_45M_NG,SC_180320_HV_46M_NG,SC_300620_HV_57M_NG,SC_180320_HV_70M_NG,SC_300620_HV_72M_NG,SC_180320_HV_73M_NG,SC_300620_HV_77M_NG,SC_180320_HV_88M_NG,SC_300620_HV_92M_NG,SC_300620_ HV_100M_NG
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.29709187,0.564314175,0.377431103,0.244847424,0.34284489,0.212815598,0.332060078,0.402937765,0.221938531,0.22060383,0.320552134,0.795443606,0.876505989,0.818051789,1.712840329,0.670814138,0.610607482,0.361607411,0.49902806,0.376160358,0.490497633,0.395880492,0.231338491,0.427987799,0.395206483,0.436560459,0.482172558,0.124180638,0.316711927,0.292500061,0.115688393,0.269539845,0.884067035,0.259989761,0.299515448,0.327245314,0.346544619,0.244482521,0.433283616,0.273065754,0.386174279,0.292970295,0.314039769,0.339122433,0.362096658,0.411917123,0.336891238,0.309512896,0.463249798,0.226042455,0.378972155,0.435004489,0.312433066,0.313556626,0.382084784,0.440378048,0.322364248,0.525512808,0.293692688,0.315219791,0.333749092,0.365742543,0.492749489,0.371602842,0.522572718,0.387686788,0.481860654,0.388429087,0.456438815,0.337747965,0.238061048
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.135002944,0.130916726,0.212227793,0.469711326,0.339053959,0.147515011,0.184965513,0.16232817,0.263517933,0.131964849,0.193131656,0.208400906,0.156795428,0.377417215,0.274609192,0.216943457,0.318052272,0.366612283,0.273212039,0.367509446,0.267186208,0.245307585,0.357657369,0.330654705,0.283355122,0.15870034,0.404701547,0.102979066,0.252937454,0.185438467,0.168375463,0.124371106,0.265753505,0.372431635,0.3216744,0.614778662,0.370988798,0.283985066,0.226740117,0.251240593,0.330332615,0.206330337,0.341543911,0.324619287,0.802156924,0.233059917,0.226798118,0.229669518,0.389667382,0.217280054,0.337624299,0.237775091,0.20644828,0.455287383,0.342841334,0.236726761,0.354447084,0.465327862,0.39471757,0.374402113,0.302431072,0.28509492,0.249118402,0.255637793,0.299020784,0.290244889,0.292693434,0.292015944,0.25909959,0.288127389,0.2497898
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.460154922,1.321354897,1.157397359,0.543553538,0.574487996,0.881961782,1.165631437,0.717977047,0.506923594,0.255919155,0.611363339,1.390856944,2.435874649,1.458897309,1.373221327,0.979220763,1.330484085,0.739291199,0.600222223,0.813236619,0.57987786,0.617693835,0.492675467,0.775683162,0.563658161,0.564989408,0.836356568,0.277879798,1.103129571,1.094954564,0.38331899,0.316530713,3.709954487,0.678550174,1.52855653,1.603659226,1.497922861,0.885229834,1.291026491,0.666040421,1.735005833,1.004012008,1.242803149,0.898054131,1.322382307,1.407130501,1.03648723,0.896481504,1.139362501,1.207957478,1.040214226,0.582232764,0.729709286,1.543387933,1.421443001,1.603860596,1.129703723,1.965886287,2.199226916,1.343696287,2.209848236,1.26595427,1.482554889,1.124718598,1.479667178,1.189287938,1.221303384,1.110787763,1.226418427,1.462917783,0.926750888
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,11.21403712,9.615478819,10.75516867,11.94178988,13.31788791,9.759551569,7.523586796,10.89403305,9.63124391,7.408234372,8.825400027,6.925800702,4.79590678,11.42107534,9.854564502,5.927591655,9.021518758,9.263709071,11.48745764,11.49167724,8.191304737,9.154129357,10.40905101,9.600403008,10.07517063,7.508156083,8.472432408,10.29404428,8.1471695,9.37646049,8.1544287,7.507792353,8.39182073,11.37633633,10.8814546,12.01303153,10.52898199,9.78641239,9.342835926,9.275871328,9.075145134,9.250064226,10.88451841,9.494112668,9.736730851,9.482693303,11.6201198,8.330460254,8.685827231,8.649855293,9.430866215,6.609922913,8.987100917,11.56648827,10.51575892,8.592831226,10.0997931,10.98858238,11.29396425,9.898448058,11.7405291,12.96258492,9.440347037,10.85026362,10.12198432,11.99814235,10.10471724,10.84162397,6.694078723,9.926397476,9.225052908
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,2.026988379,4.482400194,3.486597702,2.234808563,2.291937605,2.194093327,2.938306989,2.672548502,2.260344077,2.079481653,2.509179144,4.513591999,5.228968713,3.546964744,3.709669803,2.757748715,3.872806398,2.479379892,2.643822338,2.717926926,2.550575326,2.152201101,1.671706938,2.255644756,2.258188939,2.969409089,2.701719958,1.694275008,2.216172399,3.138030556,1.392764497,1.900284646,5.641424061,3.206817396,3.172511102,3.395850438,3.056965674,2.070171192,3.332993505,2.059738601,3.672539053,2.674203109,3.180791508,2.341614304,3.146286431,3.085818079,2.713772337,2.509201289,2.858546653,3.133710345,3.229267275,3.367880713,3.058328927,4.282960335,3.29721365,3.343363524,2.542547512,4.638046423,3.956819911,2.368587985,4.506088452,3.571671747,3.770878772,3.013834443,3.812929149,3.90437853,2.641885889,3.007896304,2.927041149,3.439050044,2.072466755
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.254771729,0.147144433,0.201659161,0.381432719,0.340133568,0.294777818,0.329171131,0.2184836,0.426383191,0.281174866,0.376598606,0.339403913,0.268774701,0.298041718,0.321895764,0.29356112,0.280788239,0.271699875,0.301625612,0.273617428,0.245266853,0.246801482,0.260477133,0.320586055,0.390135607,0.465817259,0.393932743,0.229453546,0.480627278,0.406109885,0.346223515,0.292603556,0.408599909,0.604175223,0.471979584,0.481963762,0.380886619,0.403913405,0.378302704,0.337861576,0.464409675,0.399848565,0.531586264,0.381070504,0.558971337,0.479128615,0.439400864,0.308513374,0.464234418,0.449416599,0.405360775,0.398034335,0.347056262,0.38266125,0.402172954,0.423194713,0.389058928,0.551604968,0.385348724,0.471440318,0.444920424,0.358477019,0.446798096,0.349698789,0.509422956,0.336691057,0.486784318,0.386112205,0.490282518,0.414670161,0.366030346
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,44.80453356,32.75691841,33.06509264,38.43157963,37.14225241,46.65101378,44.59118705,40.19773132,47.07165944,51.35131478,40.17487108,22.70420279,27.00603616,33.31931893,29.02081278,41.50682396,32.02041889,36.19407352,31.65194359,32.06895613,31.7650032,40.25475247,42.45653559,36.66521695,37.29909848,32.80003531,32.46649455,50.96247238,44.11668047,41.62487702,52.04587483,49.02319308,33.9363396,36.15505511,42.54613069,39.82484293,44.3277988,44.65040111,33.29275937,41.02163381,41.00740001,41.94865266,39.79398466,39.36276638,43.53348058,38.85370946,40.94020755,38.53213387,35.76546687,38.43818249,40.7233304,36.71541277,39.67403145,37.80926256,36.92482254,41.92893283,41.97794691,37.62861567,41.12402425,43.11280823,36.48209941,34.78600731,38.9603616,38.71751592,38.66180682,38.12863993,39.1627102,39.11403728,37.74414044,40.75029856,43.7690156
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,4.600221198,2.500198254,3.731642226,4.071837059,2.575177142,2.961050503,3.622810344,4.459695873,6.855564739,2.107445048,4.001310093,0.655119608,4.445959161,3.347213993,3.591433671,2.765904653,6.110271955,3.520649979,3.949122439,9.202279183,3.844275497,2.647882382,4.015048102,4.608698373,3.962702989,2.847949574,3.026997075,2.889396608,4.071633756,4.527645242,5.700231236,4.827295148,3.754198478,4.239899418,5.377228904,3.6992792,4.118502338,5.359718112,5.735559648,5.404147176,4.290761181,4.940275039,4.880433819,5.269225795,5.060230988,5.106598386,4.489393318,3.541052448,4.083407279,4.534568576,3.94112715,4.882964136,3.143960622,4.418422942,4.12943727,5.752059614,4.550663778,4.118683773,4.611577062,4.202900151,5.217714571,3.841882128,4.392492858,3.547428869,4.816196408,3.441982537,4.412368057,3.497986257,4.66890882,4.548828752,4.996029654
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.364735942,0.725205307,1.066040265,0.764182909,0.556343048,0.194029349,0.453137688,0.101481991,1.264104098,1.809977108,0.48288855,0.638776453,0.75920565,0.240168532,0.3781161,1.687794809,0.772448263,0.331594023,1.45259103,1.344572568,0.436770406,1.178619198,1.326420998,0.892370158,0.795896865,0.485181919,0.723817839,0.970592887,1.129133429,2.209925845,0.939501745,0.993093302,0.597174755,0.579535874,0.553123741,0.543778118,0.675387075,0.617241259,0.464976747,0.175491525,0.807554762,0.288470235,0.619362158,0.477228877,0.741202616,0.60018489,0.658110108,0.431924315,1.307304039,0.91760692,1.221360173,0.512462154,0.694124687,0.574599587,0.321277846,0.200954917,0.249206679,0.345100784,0.249615182,0.546499359,0.232500375,0.407828531,0.587614096,0.488874535,0.392701824,0.44442447,0.673157164,0.487533901,1.272656342,0.434596056,0.614246717
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,4.491855725,4.830187252,5.131280566,3.756665549,4.332684347,3.735765705,3.991845036,3.438661233,4.722229584,4.089244415,4.470765758,6.542033785,10.47629981,5.645934597,3.833991083,4.163687393,4.583839035,4.330168167,4.51297059,3.314428316,4.82668646,5.324657348,3.482559444,4.530390389,3.924428823,6.620482806,5.516400564,2.752625083,4.591569313,4.162460572,2.968962573,3.440457514,3.744818027,2.784512696,3.157146194,3.778766555,3.555907525,2.804646495,2.990852586,2.481141151,2.617821471,3.256403461,3.486625789,2.566208153,3.398859345,4.016439902,3.757200675,4.938159183,4.111773739,3.43417562,4.030186388,3.237493438,5.355651856,3.564864851,4.989394817,4.467583864,3.422511148,2.875335307,2.751726615,2.895441407,2.99788862,3.293595713,3.987184928,5.420874939,3.774713726,4.893141483,3.232959966,4.019980098,4.329851928,3.974134407,3.584679278
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.44979308,0.324313598,0.337904775,0.428641787,0.359809784,0.257910462,0.321003471,0.304708983,0.534602282,0.299738584,0.438862563,0.390606532,2.314044382,0.453297017,0.498331224,0.431034195,0.757558724,0.285620675,0.311135344,0.463009549,0.355182763,0.364701948,0.304889948,0.450928963,0.380739443,0.528625741,0.463405803,0.233499638,0.440212089,0.45641984,0.452145922,0.412474094,0.384727726,0.349557428,0.415513155,0.34167512,0.340797253,0.35898902,0.493324842,0.441442835,0.406570676,0.455597063,0.482305518,0.429677859,0.456119503,0.595717958,0.556940473,0.423589212,0.482641584,0.46594835,0.487246151,0.39643169,0.416873747,0.393439232,0.473779353,0.618102112,0.412636485,0.394518944,0.316049418,0.321272505,0.488163066,0.400287172,0.458954991,0.63106092,0.449871845,0.387120821,0.481496985,0.426916179,0.639958278,0.441774047,0.399538674
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.423105101,0.274562585,0.034867961,0.55527106,0.482115142,0.380182658,0.524961463,0.37703582,0.629951339,0.477906812,0.584088656,0.482875271,0.700345029,0.406690303,0.381540211,0.544464136,0.398077791,0.376064251,0.494779322,0.455919666,0.370921793,0.42418488,0.452391812,0.566215665,0.597246192,0.721813941,0.50263486,0.388579415,0.689828813,0.669495005,0.798336418,0.547691224,0.487963094,1.316156088,0.819833184,0.774917287,0.603706963,0.76121572,0.563365141,0.831385852,0.793619684,0.730774091,0.843012231,0.65209293,0.840517818,0.773771922,0.814292053,0.4049103,0.814412069,0.908332452,0.689008011,0.83806362,0.573346802,0.549849605,0.617263364,0.638163105,0.599361937,0.78883474,0.600261803,0.55322759,0.713088136,0.651215804,0.664473512,0.589356651,0.748755202,0.528577082,0.739232786,0.592898571,0.749679392,0.571684258,0.553051553
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.492119955,0.423395916,0.866452414,0.570770961,0.826606093,0.265854885,0.878225067,0.136070629,0.865599544,0.433184911,1.362371401,2.897055317,0.474021515,0.132700562,0.163073661,0.606490398,0.369426556,1.165712159,0.954788189,0.558309505,1.114741683,0.948323827,0.404204868,0.574772241,0.215956701,1.173879311,0.353414328,0.520972009,0.250619838,0.824860047,0.208503267,0.095314998,0.146586855,0.323941004,0.366093018,0.465662092,0.152956912,0.393199706,0.621040261,0.474452923,0.237051654,0.21717942,0.321225819,0.533323134,0.242827185,0.901197045,1.083313503,0.617518225,0.838533801,0.139614689,0.682194787,1.00103978,0.683150659,0.437623306,0.590605431,0.228887017,0.433242867,0.43857433,0.289083661,0.453532904,0.417583645,0.617037092,0.432626696,0.539040234,0.319330243,0.412261809,0.603459464,0.323353305,0.557595693,0.432617522,0.224354664
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.393836173,0.475208229,0.539797075,0.436102577,0.343942264,0.94850905,0.679046265,0.464905218,0.281434718,0.512142939,0.76432375,1.750465054,0.422571363,0.528087217,1.229307699,1.116357606,0.488668391,0.877363764,0.790434218,0.529736647,0.905118994,0.621878786,0.591697861,0.65790502,0.905615327,1.222054438,1.336705416,0.291751542,0.414099245,0.310701879,0.256450602,0.268505755,0.936273002,0.453626594,0.477992863,0.60636556,0.412435541,0.921785181,0.975234929,0.854414704,0.455892632,0.769950923,0.718874616,1.185775668,0.481109918,0.864363724,0.770600812,0.464225166,0.575389404,1.21874328,1.073237318,1.796530158,0.722757226,0.48337466,0.543892717,0.520104166,0.562602425,0.415719539,0.362054454,0.67742323,0.424253087,0.570171824,0.567273147,0.397522741,0.583620598,0.485388997,0.957040917,0.345343639,0.668123998,0.564307341,0.88930603
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.548562073,0.456315324,0.837025501,0.500693258,0.991961887,0.413833495,0.475393328,0.376994443,0.366052314,0.339080409,0.682067812,2.279384797,0.157518563,0.150208524,0.134310581,0.123537295,0.485030211,0.558219106,0.511836424,0.334319379,0.523861815,0.360758996,0.34024457,0.350256957,0.603844816,0.553600586,0.892253451,0.307002671,0.218372652,0.242299788,0.230170527,0.291497306,0.288797327,0.57868845,0.318367466,0.630269534,0.338144856,0.551121221,0.600403123,0.324901884,0.295568183,0.481097098,0.451601779,0.206465577,0.354476907,0.687325377,0.64405943,0.469161686,1.112762217,0.645604724,0.396111524,0.564626585,0.538808743,0.459459977,0.699716926,0.313611172,0.460458358,0.461679619,0.272135818,0.363844572,0.324183534,0.737951681,0.513504161,0.504513169,0.498026893,0.36368445,0.575690724,0.41795463,0.600163741,0.328008958,0.360102382
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.704344259,1.105841319,1.231069211,0.584692931,1.036982268,1.089036616,1.035107402,0.706464434,0.408207561,0.583561164,1.33367109,2.640137735,1.231968012,1.017896117,3.241789851,1.432482855,1.086741353,0.893275093,0.878410088,0.736391066,0.82100143,0.701399647,0.629515451,1.154261238,1.265475382,0.715089216,1.458103352,0.550527172,0.749870338,0.686576726,0.173282705,0.439975815,2.07918901,1.232085354,0.903697547,1.117440917,0.791055303,0.739072934,1.438770712,0.981699639,0.947101635,0.928986474,0.986737595,1.410914211,0.534211958,1.472497162,1.45799569,0.706904346,1.200972467,0.759460964,0.767346597,1.933994461,0.984680461,1.361672012,1.118328939,0.879930739,0.837961289,1.064622713,0.854971173,0.976760086,0.991262215,1.077073022,1.010242931,0.826958011,1.10629788,0.675137114,1.25786116,0.846312514,1.277512131,0.920283783,1.200334371
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.470121455,0.776271808,0.29157677,0.529686802,0.886774483,0.465669115,0.483994433,0.43851863,0.444685275,0.40618104,0.807794153,1.598865233,0.164393013,0.339274777,0.124709753,0.336598275,0.454480874,0.988157291,0.795408673,0.527311656,0.675138781,0.406698316,0.430312382,1.054085462,0.65672012,0.661066089,0.892951221,0.349950488,0.168889402,0.484955482,0.247635314,0.310471112,0.282990555,0.611684885,0.160985499,0.401627897,0.329090358,0.350745931,0.631628305,0.300125524,0.259813345,0.4279859,0.296620225,0.300700333,0.178086697,0.53708132,0.52208534,0.532413896,0.860545216,0.453726143,0.349515296,0.619536141,0.474471638,0.594626282,0.639091251,0.232778204,0.41527311,0.420878401,0.248244931,0.320895376,0.32195304,0.651597252,0.448569435,0.38267756,0.445285935,0.434572965,0.559117586,0.460345949,0.643458818,0.489007518,0.338716164
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.285103341,0.318562489,0.302367765,0.272604181,0.360360522,0.255543202,0.350951899,0.298628216,0.156363179,0.273790827,0.522047723,1.178583987,0.767566372,0.501459937,0.295218783,0.305749751,0.348505891,0.416278956,0.320481926,0.239146791,0.457779828,0.280035315,0.231761374,0.421161714,0.381378728,0.544099633,0.650134563,0.239946722,0.145520479,0.159277327,0.095945231,0.16568857,0.310641675,0.550148607,0.210829744,0.267583944,0.18007554,0.163431015,0.524781847,0.395392163,0.240152867,0.202330693,0.300930551,0.445310056,0.132231196,0.342693875,0.29382211,0.173729074,0.377251105,0.387905723,0.256014889,1.083515188,0.330285626,0.312044902,0.208870907,0.250968949,0.170663563,0.253691546,0.14998022,0.268428851,0.192760696,0.42391581,0.327516267,0.273722805,0.319812735,0.232309776,0.282312513,0.218401505,0.405216509,0.205549517,0.2029438
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.098065924,0.300525105,0.269457484,0.210454041,0.256759733,0.255438791,0.29863656,0.200695216,0.120201228,0.150120185,0.313500345,0.475312801,0.388818242,0.2508056,0.212305927,0.159890498,0.217250566,0.211321265,0.219301016,0.224943181,0.181675033,0.162565991,0.156183347,0.282345013,0.255283175,0.325230898,0.295321323,0.183220762,0.174393554,0.224182581,0.087162276,0.112374235,0.529269337,0.354342837,0.337048547,0.313535455,0.279389095,0.246524904,0.33628186,0.290028667,0.336215556,0.242150522,0.345442333,0.365136874,0.223059521,0.332025019,0.298647334,0.185012697,0.491238694,0.333404441,0.177826829,0.506347771,0.247915732,0.405172398,0.235594941,0.239384119,0.218660899,0.379846543,0.238436817,0.229348336,0.351398356,0.381558957,0.416963425,0.224517472,0.431974844,0.250939634,0.347542961,0.239284172,0.405775284,0.284487173,0.24273993
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.428442427,1.255044034,0.71473295,0.757205679,0.910214299,0.644419541,0.851136484,0.492958353,0.398736674,0.289904255,0.553486038,1.194374909,0.166362857,0.337086602,0.104105157,0.265536534,0.342956966,0.756579651,1.191620673,0.83246087,0.529556253,0.370400805,0.629550926,0.834537622,0.92752313,0.865402281,0.864329729,0.348405146,0.237725412,0.716415567,0.21585983,0.3565208,0.674746519,0.969397112,0.545461153,0.643663987,0.761361081,0.405626307,0.814607019,0.499566915,0.612508846,0.661725027,0.5472006,0.48761112,0.465110662,0.524851973,0.74313485,0.98048484,1.139708974,0.920555314,0.362373429,0.607513656,0.370840326,0.725501083,1.003747525,0.386899659,0.594725033,0.830073564,0.613800409,0.50126045,0.490294378,0.796425633,0.853802018,0.698834562,0.738092586,0.559599414,0.48213285,0.662104387,0.761273272,0.681106341,0.456993492
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.766197108,2.452425003,1.198622759,1.021114992,1.187017862,1.116495223,1.478449446,1.040558396,0.517849809,0.712659911,1.502410417,2.83293302,2.959197801,1.619390382,0.693213591,0.756597141,1.190515729,1.009571952,1.233892341,1.601170511,0.936004052,0.790139481,0.609067301,1.79686638,1.091438376,1.391678741,1.772630205,0.992895812,0.552566046,0.984966927,0.37713085,0.889585485,2.007248083,1.419496547,1.584052776,1.67587511,1.644293646,0.990335524,2.467045904,1.98200243,1.955132466,1.474556225,1.679552452,1.822113448,1.112957623,1.357848422,1.25519228,0.867647227,1.903294677,1.910801162,0.799881104,3.451851218,1.51856112,2.118039177,1.316538036,1.330415777,0.993250778,2.162433217,1.562256805,1.018443206,1.288555656,2.045780092,2.183893632,1.224707452,1.989754867,1.388828779,1.533480894,1.323478569,1.971211809,1.474768735,0.948747352
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.055914817,1.435086739,0.253888124,0.153906803,0.222129564,0.087755557,0.127257451,0.157868067,0.08080692,0.635245455,0.09840826,0.46865757,0.099836648,0.101876395,0.051117469,0.156620121,0.184763395,0.178476634,0.401095969,0.289249052,0.148399195,0.129300823,0.152350093,0.245881701,0.150475645,0.286815649,0.191015944,0.229910467,0.08355947,0.116992056,0.042795539,0.33313531,0.178806787,0.275903373,0.129126577,0.137842534,0.122078693,0.119407415,0.18230422,0.116440716,0.128465132,0.153248576,0.151609153,0.107619428,0.264757852,0.101290417,0.086067656,0.180063061,0.146471887,0.12512139,0.108653449,0.059683993,0.136380908,0.133151647,0.195616899,0.121499584,0.099458313,0.163485152,0.168036066,0.116476928,0.147437434,0.141910368,0.167125802,0.118573356,0.112720784,0.115559532,0.110190088,0.104626448,0.122617301,0.149085668,0.071810883
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.032629739,3.044458031,2.325771832,1.247724149,1.639713657,1.080918298,1.509435265,1.623867942,0.996097194,0.833483558,1.420404191,3.390051492,6.782165612,1.996581986,1.087035091,1.21632909,1.234393322,1.634868496,2.526553625,1.725804389,1.24457193,0.815299776,1.014491265,2.421698915,1.503630026,2.538036609,2.414941541,0.658191527,0.538095404,1.462513734,0.592331314,0.777817025,1.682612244,1.850776134,1.157571947,1.260912755,1.57069952,0.898980408,2.092564792,0.903170385,1.081307591,1.429849985,1.212254825,0.807968042,0.984535563,1.373182518,1.530532726,1.497438934,1.66919414,1.104136772,0.897989516,1.716433153,1.588094441,1.453617225,1.996694225,1.136411757,1.197088558,1.583982309,1.319742015,1.060524177,1.37400504,1.751141523,1.465788128,1.45792551,1.501576478,1.378560777,1.425918433,1.425779451,1.480677874,1.431148083,0.865271797
{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.529539829,0.362019894,0.348864256,0.468964597,0.568736686,0.462532375,0.321255458,0.406469961,0.347109302,0.598779549,0.45777076,0.161830805,0.148151141,0.422713844,0.223340773,0.294572627,0.618065345,0.248804567,0.394865675,0.220932064,0.198202156,0.434882271,0.531978215,0.344836779,0.229206614,0.248441329,0.253198937,0.599119689,0.340306977,0.208717437,0.382517569,0.658909346,0.32526444,0.352022378,0.342707941,0.35447476,0.363732729,0.284518081,0.26025933,0.420962046,0.318783764,0.253895569,0.302708588,0.613366753,0.295473817,0.370720757,0.336596258,0.383399178,0.483893394,0.321379862,0.328749484,0.188484491,0.485604334,0.226385383,0.337434108,0.221050333,0.250038374,0.279213977,0.281065397,0.307836764,0.361669209,0.312389557,0.283518416,0.300392561,0.327251769,0.25077505,0.379689386,0.331517173,0.415020466,0.279290097,0.269351195
