glycan,SC_160320_EC_2_NG,SC_300620_EC_5_NG,SC_300620_EC_32_NG,SC_300620_EC_34_NG,SC_300620_EC_37_NG,SC_160320_EC_39_NG,SC_160320_EC_42_NG,SC_160320_EC_43_NG,SC_160320_EC_45_NG,SC_160320_EC_55_NG,SC_160320_EC_64_NG,SC_300620_PA_51_NG,SC_300620_PA_56_NG,SC_300620_PA_63_NG,SC_300620_PA_71_NG,SC_300620_PA_83_NG,SC_300620_SA_9_NG,SC_300620_SA_11_NG,SC_300620_SA_15_NG,SC_300620_SA_23_NG,SC_300620_SA_27_NG,SC_300620_SA_38_NG,SC_300620_SA_44_NG,SC_300620_SA_49_NG,SC_300620_SA_60_NG,SC_300620_SA_62_NG,SC_300620_SA_81_NG,SC_160320_SV_8_NG,SC_160320_SV_47_NG,SC_160320_SV_57_NG,SC_160320_SV_69_NG,SC_160320_SV_75_NG,SC_180320_HV_9F_NG,SC_300620_HV_11F_NG,SC_300620_HV_14F_NG,SC_300620_HV_18F_NG,SC_300620_HV_21F_NG,SC_300620_HV_22F_NG,SC_180320_HV_24F_NG,SC_180320_HV_26F_NG,SC_180320_HV_30F_NG,SC_300620_HV_35F_NG,SC_300620_HV_41F_NG,SC_180320_HV_49F_NG,SC_300620_HV_52F_NG,SC_180320_HV_59F_NG,SC_180320_HV_64F_NG,SC_300620_HV_79F_NG,SC_180320_HV_87F_NG,SC_180320_HV_89F_NG,SC_300620_HV_90F_NG,SC_180320_HV_1M_NG,SC_300620_HV_2M_NG,SC_180320_HV_6M_NG,SC_300620_HV_8M_NG,SC_180320_HV_10M_NG,SC_300620_HV_12M_NG,SC_180320_HV_28M_NG,SC_180320_HV_34M_NG,SC_300620_HV_39M_NG,SC_180320_HV_44M_NG,SC_180320_HV_45M_NG,SC_180320_HV_46M_NG,SC_300620_HV_57M_NG,SC_180320_HV_70M_NG,SC_300620_HV_72M_NG,SC_180320_HV_73M_NG,SC_300620_HV_77M_NG,SC_180320_HV_88M_NG,SC_300620_HV_92M_NG,SC_300620_ HV_100M_NG
{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.3326672,0.237755089,0.173696223,0.565844393,0.487870551,0.174591635,0.250690248,0.29809728,0.096078825,0.142950819,0.451245778,0.081266281,0.047690472,0.211068498,0.18535424,0.087145484,0.185914718,0.196300387,0.235829367,0.233451042,0.291074873,0.227981095,0.215029917,0.180018284,0.139456645,0.13158861,0.177404934,0.26582527,0.25259122,0.129232552,0.119221869,0.20001733,0.108481347,0.352022378,0.342707941,0.35447476,0.363732729,0.284518081,1.143694818,0.26516614,0.376503783,0.253895569,0.302708588,0.474597951,0.295473817,0.238865766,0.199012711,0.383399178,0.194838938,0.309160272,0.328749484,0.282890703,0.209186535,0.162076172,0.172974691,0.182745814,0.165527174,0.329259143,0.238908866,0.129616352,0.327322095,0.454958451,0.180840325,0.15220109,0.230291878,0.1545944,0.266443209,0.214994994,0.162376687,0.194250076,0.182111634
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4)[Gal(b1-4)GlcNAc(b1-2/4)]Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.203656836,0.12882825,0.117335414,0.193183976,0.222362568,0.202940308,0.162795466,0.163445756,0.152719046,0.338365012,0.129340655,0.098528601,0.093297764,0.179047053,0.117956431,0.215789454,0.285094638,0.171355237,0.141731056,0.091300759,0.194228932,0.239995699,0.274984373,0.186820516,0.192065215,0.220928502,0.180911762,0.186988206,0.101807544,0.108204075,0.145384998,0.179850248,0.107789519,0.109507521,0.132109193,0.155189842,0.115046192,0.117351932,0.088005818,0.120133562,0.0802118,0.087565358,0.093145869,0.087102169,0.103262812,0.112898327,0.127538161,0.162521036,0.135280409,0.131782843,0.13460993,0.062959807,0.200766664,0.091387697,0.13549072,0.077728892,0.136922016,0.132168451,0.098245043,0.103231824,0.063253173,0.090355281,0.096286611,0.11002598,0.10802284,0.119306328,0.105484943,0.150450332,0.140043057,0.127172901,0.135157189
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/6)[Gal(b1-4)GlcNAc(b1-2/6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.67137311,0.841125268,0.665436344,0.794986687,1.04537247,0.520101406,0.51051536,1.02142219,0.210894277,0.58306548,0.888293293,0.335696981,0.275553593,0.706175422,0.607614723,0.416287664,0.554506001,1.093464433,0.707976177,0.56133243,1.103969734,1.084602966,0.857090794,0.70844798,0.776475981,0.734689967,0.752533716,0.623264154,0.869361751,0.2171419,0.506326111,0.345632967,0.366266462,0.720764398,0.521003332,0.725513456,0.840413609,0.654116011,0.441835269,1.042218354,0.569312199,0.625158818,0.614218241,0.674627673,0.706728609,0.511694935,0.519977145,0.789543004,0.576340795,0.573460848,0.572473852,0.299930931,0.816293538,0.419113208,0.715160401,0.393452794,0.720680608,0.541212399,0.568326428,0.529551345,0.73585152,1.064932546,0.436181019,0.582517006,0.397359436,0.596170566,0.746650996,0.92750826,0.514571966,0.617608633,0.682792438
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/4)[Gal(b1-4)GlcNAc(b1-2/4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.114764473,0.098411993,0.068819529,0.123070534,0.0952755,0.057582266,0.052116078,0.102988766,0.118699872,0.099219754,0.052998418,0.046453601,0.046083308,0.068294898,0.059640007,0.037233447,0.363101956,0.087445073,0.09144862,0.134419172,0.093812465,0.077817433,0.120962458,0.109858574,0.052619298,0.06268182,0.075605234,0.09626565,0.071287819,0.05752165,0.085119168,0.09929465,0.054757024,0.060873179,0.097235315,0.058348323,0.064727456,0.070472824,0.061751665,0.058904853,0.060035738,0.053164551,0.073009277,0.05981325,0.066879054,0.098297673,0.071029984,0.083186738,0.090007711,0.06747114,0.094587965,0.046940406,0.073258962,0.087551367,0.069784228,0.070720624,0.074354227,0.044558672,0.06343804,0.052727614,0.042438166,0.043759015,0.061895502,0.068243237,0.088472222,0.064390821,0.072532094,0.085373215,0.089511129,0.071125962,0.098523691
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/6)[Gal(b1-4)GlcNAc(b1-2/6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.967193194,0.599040241,0.805808905,1.001601492,0.805809953,0.543074753,0.527407379,1.288530623,0.594020518,0.333223755,0.876396736,0.108078008,0.483543165,0.845784052,0.800334406,0.451621639,1.972418385,1.066164396,0.788452662,1.387617572,1.113296908,0.699598438,0.96024291,0.982782224,0.779157952,0.633481315,0.637478633,0.603674121,0.580872692,0.342256682,0.695862873,0.625427307,0.400078057,0.96592072,0.753968928,0.785263962,0.82460645,1.002491084,0.688896793,0.846364299,0.717279168,0.909186945,0.848723468,0.82242756,0.774289664,0.693189663,0.72764702,0.789314522,0.525837389,0.741750968,0.665583517,0.490638674,0.653245465,0.696551216,0.861220255,0.644502826,0.910401799,0.594447582,0.736008457,0.587216863,0.984733097,1.242125589,0.589211453,0.619415712,0.59410844,0.772481606,0.711542496,0.846238358,0.59889187,0.728402944,0.773038866
{Fuc(a1-3)}Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4)[Gal(b1-4)GlcNAc(b1-2/4)]Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.097430536,0.425458222,0.310237178,0.256245461,0.282054017,0.084269922,0.10307733,0.065380433,0.11131064,0.636316694,0.181161067,0.4553572,0.300362416,0.136591077,0.087330347,0.340290524,0.166246511,0.088442732,0.484654925,0.170822901,0.082115861,0.552269292,0.417574098,0.310281216,0.225375784,0.150998075,0.243325098,0.30213018,0.434283856,0.157049665,0.13194245,0.162163868,0.106683511,0.157918486,0.096728973,0.169976194,0.216298855,0.129830928,0.102093268,0.064174633,0.149731851,0.074035742,0.100990533,0.107495153,0.137860482,0.079882365,0.100887937,0.142860894,0.256151011,0.192967501,0.211994552,0.073719922,0.240995184,0.148675333,0.095114036,0.054379474,0.079488277,0.094351813,0.050968099,0.0887165,0.088049422,0.149089538,0.100026562,0.096656847,0.090323018,0.121551719,0.178309878,0.134149319,0.201444623,0.104747932,0.165523587
{Fuc(a1-3)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4)[Gal(b1-4)GlcNAc(b1-2/4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.120540207,0.406429441,0.515904269,0.365199086,0.268200173,0.048813953,0.105701279,0.01438032,0.101124834,0.423760821,0.179075422,0.1988992,0.123661883,0.073140417,0.07751364,0.203692076,0.26477266,0.080437885,0.519264059,0.272478655,0.120021237,0.46217185,0.522922275,0.265920785,0.241791885,0.072112549,0.206197217,0.330578448,0.509457352,0.2603194,0.196720314,0.236088156,0.105444635,0.226575471,0.099677402,0.201350481,0.21210962,0.142475169,0.123737305,0.066604877,0.193305271,0.086986753,0.165836708,0.117150256,0.179772817,0.114797267,0.104435382,0.13139055,0.305471202,0.266574612,0.307687008,0.09302219,0.238467011,0.165890084,0.093219632,0.020107654,0.083649091,0.067345493,0.115455135,0.113696119,0.076579568,0.189009225,0.093587134,0.162042655,0.087771638,0.143787302,0.165162215,0.14115341,0.233664514,0.158500677,0.151804387
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,1.930107031,2.852531647,2.574152297,1.647474195,2.425638988,2.228031294,2.222030014,3.063976113,1.412173074,2.947224953,2.075700457,1.713415923,1.081407903,1.365573639,1.616290413,2.781537745,1.335486695,3.120193932,2.279353619,1.346838821,3.149335384,3.522020641,2.449177262,2.293516782,2.459673724,3.222963433,2.229479105,2.767911928,2.600363575,1.783084743,2.163297453,2.502000658,1.120479712,1.816102032,1.373686872,1.466480072,1.75665094,1.782970907,1.322431322,2.163733986,1.342328371,1.980855316,1.388844526,1.476036909,1.417632901,1.224110994,0.0396496,2.400957473,1.277082405,0.062436523,1.738379289,0.961058275,2.494990881,1.105737336,1.80818202,1.2475045,1.945067709,1.309507153,1.335063915,1.284656942,1.417765633,1.805892943,1.206049909,1.766301186,1.284180419,1.386820188,1.808094425,2.178763321,1.732918273,1.581927595,1.690781969
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,3.792873373,2.998673612,3.585427481,3.765149774,3.650326323,3.106194944,3.780069632,7.7750998,3.166745743,1.588848937,4.171817821,0.695335363,2.351352287,2.946049889,3.943049823,2.251022025,4.04551928,6.113376859,2.968274231,4.192971546,6.56707942,3.29204202,3.385589241,4.231578586,4.256139884,5.09903267,3.725557551,2.647822335,2.982787995,2.356857917,4.6020526,3.231018473,2.537444744,4.233376203,4.486667619,3.562653721,3.846804281,5.477718932,4.182425156,5.918971261,3.284642857,6.00029863,4.425991094,4.45080544,4.226525034,3.407191828,1.176638218,5.464985282,2.256975531,2.018953662,3.37079768,3.117356746,3.600477977,2.699808491,5.009983164,4.068086611,5.27193862,3.342862655,4.777010306,3.252329813,5.223323132,4.766596593,4.037833864,3.786453961,3.399502595,3.931895904,3.393465949,4.55742917,2.892086326,4.404112296,4.444576177
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.348539778,0.325403631,0.445617337,0.624460703,0.360713786,0.457856677,0.401406781,0.742015392,0.845674601,0.27342278,0.402529351,0.068819028,0.776669785,0.66208889,0.462536786,0.431795107,1.131051482,1.037783071,0.508557442,0.890761672,0.828053404,0.326135465,0.752853879,0.67584413,0.705591973,0.458927959,0.449732432,0.314036917,0.191320454,0.41071339,0.536781142,0.430819517,0.236500644,0.423128693,0.476304746,0.508264133,0.476677839,0.663591383,0.494795389,0.740467978,0.274403919,0.793525646,0.43241724,0.366285756,0.582227499,0.368111101,2.723844984,0.938068315,0.376945439,3.65140594,0.478035159,0.284442219,0.360259373,0.222447687,0.509518157,0.323172003,0.642248619,0.252307703,0.276980869,0.302241993,0.310747671,0.299196683,0.382029818,0.575111855,0.287089948,0.384079383,0.265925497,0.422252352,0.39820664,0.439052224,0.414935804
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.351577653,0.216591533,0.396752234,0.339991711,0.325701654,0.143369456,0.275319563,0.719857033,0.400922511,0.090886009,0.415570727,0.040416651,0.387796875,0.239978813,0.386949417,0.234151019,0.836079848,0.565501867,0.335628763,1.040605419,0.575427585,0.279302901,0.305313675,0.527223965,0.389197892,0.309233125,0.294822997,0.183440601,0.280209106,0.206675116,0.505995912,0.283747978,0.299332352,0.452726059,0.478740365,0.349639112,0.406549775,0.581937338,0.590118441,0.575270262,0.283140196,0.702381948,0.446343746,0.503378169,0.442164028,0.3855346,0,5.464985282,0.298574004,0,0.292173957,0.366663743,0.280747149,0.268745835,0.495438243,0.451332577,0.495015223,0.327675972,0.480931939,0.310582347,0.580024753,0.559914359,0.405871663,0.353788127,0.367158153,0.293544958,0.28941025,0.428405317,0.286740186,0.500404635,0.441066956
{Fuc(a1-3)}Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,1.39705691,5.002353133,5.323988864,3.027366081,2.507441923,0.847913154,1.871157203,0.225891296,2.018163604,4.475067671,1.824455945,3.10174654,1.612533092,0.550229188,0.997540951,4.555805572,1.437319625,0.556114739,4.186903656,2.081090373,1.025622804,3.99555434,4.32618669,2.743063222,2.30724024,0.838026456,1.821283652,4.061054814,5.144095323,4.623435568,3.209215527,4.21704255,1.363626484,2.079418227,1.576152725,1.409041969,1.911416166,1.701985902,1.094730024,0.79097908,1.704240479,1.05646365,1.477555084,1.252935681,1.822340927,1.290517351,1.106607809,2.08211582,2.330746826,2.504263384,2.82311498,1.021214775,3.063656168,1.338492236,1.200469719,0.448101523,1.230488537,0.964154345,0.779036966,1.396554445,0.944055964,1.269773717,1.412052705,1.70506326,1.098138843,1.173971585,1.880992094,1.675754147,2.92980823,1.487603593,2.026775194
{Fuc(a1-3)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.080653196,0.401506678,0.39063479,0.309085048,0.157077652,0.029918146,0.074871925,0.02664632,0.28062502,0.219901435,0.119601918,0.269815245,0.162060492,0.062936625,0.092092468,0.425857326,0.098089098,0.049506783,0.510348429,0.212774934,0.060961409,0.492526618,0.399982236,0.293523516,0.221045619,0.075730605,0.182955071,0.142139117,0.17475684,0.299923509,0.161779733,0.15523091,0.100862994,0.089034219,0.078977418,0.097830591,0.13947136,0.115494945,0.100144551,0.047596831,0.117608132,0.085885655,0.056032069,0.06359438,0.131223375,0.094911288,0.05688494,0.17184151,0.190013581,0.278084834,0.228718091,0.04765093,0.423207171,0.10139276,0.197640776,0.094535883,0.069572274,0.090577557,0.081474217,0.051967139,0.06737327,0.120653043,0.161987821,0.131202596,0.105495361,0.078864103,0.100085492,0.18553225,0.234473848,0.157199919,0.125733372
{Fuc(a1-3)}Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.165648041,0.248255844,0.206639319,0.127503796,0.175176136,0.082883536,0.096482876,0.100463955,0.087280541,0.178867439,0.185132543,0.098859757,0.186603084,0.136896166,0.289603131,0.291600578,0.087263051,0.099381241,0.145325825,0.077637362,0.27806748,0.338700888,0.207808253,0.146097858,0.156966015,0.390924175,0.257685564,0.141317952,0.259289768,0.060458886,0.093758693,0.167971063,0.055600963,0.080629489,0.061149173,0.08203117,0.090762465,0.071111636,0.068100188,0.114407013,0.205183523,0.075376009,0.064149524,0.300314287,0.065254396,0.107138471,0.081136882,0.22467605,0.103196994,0.267149174,0.087578429,0.121418456,0.388961017,0.178536523,0.334734924,0.279682805,0.234391748,0.136795008,0.042969503,0.198166809,0.233716273,0.328646438,0.282744397,0.322929384,0.176781622,0.250911084,0.294539728,0.276900763,0.181359167,0.291741399,0.327708074
{Fuc(a1-3)}Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.386506483,0.514291409,0.560856951,0.432659718,0.354292162,0.171718129,0.205261065,0.208933318,0.336293456,0.198144432,0.381546648,0.037861886,0.07900529,0.027215665,0.052862267,0.036048558,0.503814382,0.294017513,0.483310428,0.574091084,0.568001625,0.332718126,0.44223756,0.453689329,0.464929929,0.573512391,0.484242834,0.303292804,0.456491006,0.390054698,0.372277266,0.45682941,0.201446508,0.328296061,0.241394166,0.23042265,0.311838372,0.346479797,0.299007751,0.251149151,0,0.314469765,0.236842976,0,0.259547689,0.275275959,0.195884669,0.493812881,0.320157138,0.327433379,0.309284475,0.197592594,0.032629628,0.032904133,0.040063903,0.05759982,0.069849506,0.029654867,0.130973721,0.026249839,0.036669443,0.017256473,0.08012331,0.038038439,0.022850382,0.041176134,0.294539728,0.070254693,0.435133786,0.067453585,0.083514003
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.093673094,0.107738169,0.11755092,0.109995471,0.151735637,0.105051744,0.085242073,0.158775082,0.1005381,0.051650591,0.070038886,0.069908816,0.065598178,0.067814192,0.097239178,0.142924407,0.243676813,0.304488139,0.144109289,0.04837622,0.276251297,0.166243916,0.211373475,0.111383744,0.113091407,0.310445894,0.197020024,0.117796674,0.069955524,0.078114981,0.115955304,0.170049773,0.094326825,0.098054406,0.121220057,0.111537021,0.072395681,0.075675008,0.049051391,0.220391259,0.139456536,0.081101351,0.064158218,0.157437802,0.081526897,0.107687402,0.076190031,0.22010227,0.101203853,0.0849822,0.076043679,0.066528294,0.111294335,0.033332016,0.163087678,0.085249661,0.101243357,0.046319024,0.193526671,0.062754688,0.055774846,0.055954782,0.078110176,0.596581189,0.022650215,0.114313399,0.058134617,0.113457722,0.044838298,0.099839119,0.573388818
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.420880064,0.331590552,0.507429479,0.542044919,0.511576853,0.087853718,0.109536546,0.135461037,0.188433338,0.130027756,0.082234586,0.074529408,0.493125705,0.269317277,0.49724239,0.408842098,1.362451129,1.299014161,0.494127182,0.355328022,1.099951603,0.533525167,0.637747023,0.587146185,0.657368669,1.113229686,0.654279609,0.23281087,0.189122204,0.341313418,0.571665658,0.498691637,0.50748455,0.580159141,0.726291952,0.490318582,0.35955566,0.666863026,0.474127054,0.80919844,0.334759142,0.849463639,0.505143944,0.693928625,0.443369563,0.553270873,0.064153882,1.169281639,0.411127123,0.120216997,0.502373477,0.066528294,0.373435393,0.032145834,0.700759529,0.300128557,0.781365093,0.313065432,0.313256466,0.482335617,0.388914153,0.311878268,0.330994558,0.596581189,0.225404223,0.536154646,0.15182303,0.709984604,0.224080466,0.582952728,0.573388818
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.420880064,0.22684771,0.435226009,0.463717461,0.292392298,0.407371046,0.393697901,0.592214594,0.691941453,0.146168251,0.337054192,0.051881443,0.478352326,0.231886284,0.371422714,0.303291528,1.84502699,0.91914864,0.339427812,0.51561774,0.740318197,0.336213325,0.444787244,0.488683128,0.545439288,0.585226055,0.411451152,0.113864812,0.148139844,0.303090405,0.392235401,0.273986216,0.368573777,0.488060136,0.655375358,0.352224066,0.312893095,0.663678035,0.447294149,0.630524473,0.246543679,0.844776843,0.488083051,0.624856894,0.378378786,0.534419991,0.044652371,0.795231581,0.354823845,0.024645643,0.412853251,0.080710559,0.270808052,0.169078254,0.57150603,0.218321836,0.546893802,0.237167148,0.351905416,0.482041374,0.458812524,0.296960182,0.265084431,0.426324982,0.197135894,0.401654562,0.137820031,0.499801081,0.179130713,0.573581792,0.491498523
